Y Coordinates:
1.32842,1.59689,5.59979,5.7999,5.42631,0.461895,0.64657,0.230948,6,0.85134,2.02705,2.22073,3.26125,3.39386,1.19537,1.06366,3.81712,4.04305,4.20103,4.57482,4.764,4.3868,3,3.095,3.59613,0,4.95317,5.14454,1.87201,2.51863,2.68117,2.8404,

 Time(s),  P(Pa) on vertices
2075,46433,45135.6,5164.73,2585.92,7389.48,49026.3,48679.7,49295.8,0,48164.4,42595.5,41273.5,32449.3,31141.9,46986.8,47483.5,26710.2,24208.5,22409.4,18003.4,15702,20243,34920.5,34039.8,29066.9,49389.9,13366.7,10967.9,43576.1,39036.2,37710.1,36349.6,
2100,45100,43839.9,5016.47,2511.69,7177.35,47618.9,47282.3,47880.7,0,46781.8,41372.7,40088.7,31517.8,30247.9,45638,46120.4,25943.4,23513.6,21766.1,17486.6,15251.2,19661.9,33918,33062.6,28232.4,47972.1,12982.9,10653,42325.2,37915.6,36627.5,35306.1,
2125,43805.4,42581.4,4872.46,2439.59,6971.31,46252,45924.9,46506.2,0,45438.8,40185,38937.9,30613,29379.6,44327.8,44796.4,25198.7,22838.6,21141.3,16984.6,14813.4,19097.5,32944.3,32113.4,27422,46594.9,12610.2,10347.2,41110.2,36827.1,35576,34292.5,
2150,42547.8,41359,4732.58,2369.55,6771.19,44924.2,44606.6,45171.1,0,44134.4,39031.4,37820.1,29734.2,28536.2,43055.3,43510.5,24475.3,22182.9,20534.4,16497,14388.1,18549.3,31998.6,31191.6,26634.8,45257.3,12248.2,10050.2,39930,35769.9,34554.8,33308.1,
2175,41326.4,40171.7,4596.73,2301.53,6576.81,43634.6,43326.1,43874.4,0,42867.4,37910.9,36734.4,28880.7,27717,41819.3,42261.4,23772.7,21546.1,19944.9,16023.5,13975.1,18016.8,31080,30296.2,25870.2,43958.1,11896.6,9761.65,38783.7,34743.1,33562.8,32351.9,
2200,40140.1,39018.5,4464.77,2235.46,6388.01,42381.9,42082.3,42614.9,0,41636.8,36822.6,35679.8,28051.6,26921.4,40618.8,41048.2,23090.2,20927.6,19372.3,15563.5,13573.9,17499.6,30187.8,29426.4,25127.5,42696.2,11555.1,9481.42,37670.4,33745.7,32599.3,31423.2,
2225,38987.8,37898.4,4336.6,2171.29,6204.63,41165.3,40874.2,41391.6,0,40441.5,35765.6,34655.6,27246.3,26148.5,39452.8,39869.8,22427.4,20326.8,18816.2,15116.7,13184.2,16997.2,29321.2,28581.7,24406.2,41470.5,11223.4,9209.23,36589,32777,31663.5,30521.1,
2250,37868.5,36810.5,4212.11,2108.96,6026.51,39983.6,39700.9,40203.3,0,39280.6,34738.8,33660.7,26464.1,25397.9,38320.2,38725.3,21783.6,19743.3,18276.1,14682.7,12805.8,16509.3,28479.5,27761.2,23705.5,40280.1,10901.2,8944.87,35538.6,31836,30754.5,29645,
2275,36781.5,35753.8,4091.19,2048.42,5853.51,38835.7,38561.2,39049.2,0,38153,33741.6,32694.4,25704.4,24668.8,37220.1,37613.6,21158.2,19176.5,17751.4,14261.2,12438.2,16035.3,27661.9,26964.3,23025,39123.7,10588.3,8688.09,34518.4,30922.1,29871.7,28793.9,
2300,35725.6,34727.4,3973.74,1989.61,5685.47,37720.9,37454.2,37928.2,0,37057.7,32773,31755.9,24966.5,23960.6,36151.7,36533.8,20550.8,18626,17241.8,13851.8,12081.1,15575,26867.8,26190.2,22364,38000.6,10284.3,8438.68,33527.5,30034.4,29014.1,27967.4,
