
Inspected Vertex: 2
Time,P(Pa)
0,435167
25,435167
50,435163
75,435012
100,434156
125,431988
150,428249
175,423003
200,416473
225,408930
250,400632
275,391801
300,382618
325,373228
350,363742
375,354246
400,344805
425,335467
450,326268
475,317233
500,308381
525,299725
550,291271
575,283025
600,274988
625,267162
650,259545
675,252134
700,244926
725,237918
750,231106
775,224485
800,218051
825,211799
850,205724
875,199823
900,194089
925,188520
950,183109
975,177854
1000,172749
1025,167790
1050,162973
1075,158294
1100,153750
1125,149336
1150,145049
1175,140884
1200,136839
1225,132911
1250,129095
1275,125388
1300,121788
1325,118291
1350,114895
1375,111596
1400,108392
1425,105280
1450,102257
1475,99321.4
1500,96469.7
1525,93699.9
1550,91009.6
1575,88396.6
1600,85858.6
1625,83393.4
1650,80999.1
1675,78673.4
1700,76414.6
1725,74220.6
1750,72089.6
1775,70019.8
1800,68009.4
1825,66056.7
1850,64160.1
1875,62317.9
1900,60528.7
1925,58790.8
1950,57102.8
1975,55463.3
2000,53870.8
2025,52324.1
2050,50821.8
2075,49362.6
2100,47945.3
2125,46568.7
2150,45231.6
2175,43932.9
2200,42671.5
2225,41446.3
2250,40256.3
2275,39100.5
2300,37977.9
2325,36887.4
2350,35828.3
2375,34799.6
2400,33800.5
2425,32830
2450,31887.4
2475,30971.8
2500,30082.6
2525,29218.9
2550,28379.9
2575,27565.1
2600,26773.6
2625,26004.9
2650,25258.3
2675,24533
2700,23828.7
2725,23144.5
2750,22480
2775,21834.5
2800,21207.6
2825,20598.7
2850,20007.3
2875,19432.8
2900,18874.9
2925,18332.9
2950,17806.6
2975,17295.3
3000,16798.7
3025,16316.4
3050,15847.9
3075,15392.9
3100,14950.9
3125,14521.7
3150,14104.7
3175,13699.7
3200,13306.4
3225,12924.3
3250,12553.3
3275,12192.8
3300,11842.8
3325,11502.7
3350,11172.5
3375,10851.7
3400,10540.1
3425,10237.5
3450,9943.54
3475,9658.04
3500,9380.74
3525,9111.4
3550,8849.8
3575,8595.7
3600,8348.9
3625,8109.19
3650,7876.36
3675,7650.21
3700,7430.56
3725,7217.21
3750,7009.99
3775,6808.72
3800,6613.23
3825,6423.35
3850,6238.92
3875,6059.79
3900,5885.8
3925,5716.81
3950,5552.67
3975,5393.24
4000,5238.39
