Y Coordinates:
0,0,0,0,0,0,0.15,0.3,0.45,0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.65,1.8,1.95,2.1,2.25,2.4,2.55,2.7,2.85,3.15,3.3,3.45,3.6,3.75,3.9,4.05,4.2,4.35,4.5,4.65,4.8,4.95,5.1,5.25,5.4,5.55,5.7,5.85,6,6,6,6,6,6,5.85,5.7,5.55,5.4,5.25,5.1,4.95,4.8,4.65,4.5,4.35,4.2,4.05,3.9,3.75,3.6,3.45,3.3,3.15,2.85,2.7,2.55,2.4,2.25,2.1,1.95,1.8,1.65,1.5,1.35,1.2,1.05,0.9,0.75,0.6,0.45,0.3,0.15,3,3,3,3,3,3,6,3,3,6,0,0,5.88054,5.87737,5.33698,5.44088,4.87624,3.93669,3.70544,3.80262,5.87408,5.77449,5.31435,4.56103,4.44982,4.28554,4.08587,4.18949,4.16777,4.45713,4.30343,4.34258,4.52356,4.40034,4.95866,5.01848,4.89085,3.26891,3.14885,3.1368,5.56556,5.45899,5.52467,3.16516,3.23119,3.13037,5.37191,5.31243,5.43996,4.95251,4.87743,4.84178,4.70782,4.69446,4.60381,4.44924,4.30996,3.47112,3.5784,3.53832,3.30264,3.41713,5.87244,5.73767,3.13139,3.76483,3.81832,3.57949,3.70523,5.85942,5.70954,5.71089,3.35126,3.1906,3.56392,3.53284,3.2586,3.45399,3.41062,4.96217,5.12241,5.1241,5.81652,4.02663,4.16082,3.32577,4.52322,4.37796,3.56314,5.04959,5.20222,5.17482,3.37547,5.10664,4.81877,5.01875,3.97237,4.11777,5.56701,5.20101,3.99413,3.95656,4.12946,4.0906,3.88787,3.72978,5.35636,5.30484,5.24221,4.68984,4.70888,3.84528,3.70651,3.81789,3.71101,5.55059,5.69144,5.71483,4.68667,5.59122,4.23812,4.82322,4.62135,4.53524,4.2419,5.63694,5.4852,0.693624,0.802408,1.42658,1.5908,1.70347,2.57738,2.47598,1.42059,1.09333,1.00475,2.8801,2.88175,0.993165,0.863178,0.892878,1.46623,1.43452,1.57092,1.58248,1.44009,1.67729,1.73715,1.99092,2.10523,2.03194,0.668495,0.608566,0.712323,0.169874,0.23653,0.136346,2.54572,2.58129,2.4797,1.86048,1.86202,1.28488,1.30096,1.16891,2.86097,2.85613,0.139533,0.993347,0.883282,0.724146,0.735991,2.27739,2.12968,2.30725,2.16025,0.443235,0.59269,0.148774,2.71015,2.71855,2.86411,0.154744,0.295497,0.440693,0.588601,0.74049,1.86525,1.72689,1.90644,1.75806,0.942771,0.973163,0.823237,2.44695,2.57813,2.82167,2.42257,2.71383,1.81906,2.01458,2.56535,0.296316,0.306743,0.149589,2.70067,2.71589,1.25061,1.09412,2.00846,1.98109,2.4335,2.56902,0.996423,0.848087,1.83636,1.13018,0.271727,0.412449,1.2364,1.23084,1.41613,2.34389,1.28179,2.39334,1.57781,1.60212,1.7048,0.590461,2.19598,1.08303,2.72053,0.555075,2.24703,2.29343,2.05449,2.19973,0.51583,0.372954,1.13097,2.15248,2.34208,0.47513,0.327905,0.453293,
Volumes:
0.00988085,0.00978642,0.0117454,0.0114572,0.0108488,0.0107173,0.0109093,0.0110466,0.0110595,0.0109191,0.0106899,0.0100968,0.0114658,0.0105106,0.00772275,0.0076538,0.0104296,0.0105144,0.0106707,0.0106312,0.0105493,0.010511,0.0132745,0.0111856,0.0112358,0.0131472,0.0114459,0.00960629,0.00909004,0.00908663,0.016676,0.011769,0.00794555,0.00774421,0.012817,0.00969006,0.00960528,0.0101686,0.0110041,0.00778897,0.00754207,0.0103023,0.0106351,0.013048,0.00932457,0.00929148,0.00738605,0.0116553,0.00765141,0.0102159,0.0109722,0.0105979,0.0100794,0.0128153,0.0108351,0.0101668,0.00733206,0.00765973,0.0113689,0.0112262,0.0107581,0.0105672,0.0144862,0.00582345,0.0104421,0.00943528,0.00831065,0.00725405,0.0112217,0.0109169,0.0109641,0.010797,0.010703,0.0107611,0.0109,0.0109648,0.0109121,0.0138826,0.00770222,0.00761895,0.0104048,0.0108008,0.0109129,0.0137967,0.0107588,0.0103423,0.0100022,0.0100669,0.0217402,0.0169736,0.0207057,0.0168813,0.0206832,0.0235884,0.00533223,0.011203,0.0111947,0.0051785,0.0052079,0.00537706,0.0242579,0.0240705,0.0170012,0.015142,0.0277679,0.0175257,0.0144058,0.0137877,0.0160453,0.0169235,0.0288829,0.0159099,0.0200715,0.0276895,0.0166353,0.0146449,0.0152853,0.0297987,0.0201522,0.0229149,0.021538,0.0186752,0.0199009,0.017725,0.0215545,0.0284254,0.019026,0.0158463,0.0150886,0.0154102,0.0261844,0.0263281,0.0163027,0.0148251,0.0299471,0.0239917,0.0195741,0.0168836,0.0191385,0.0132817,0.0146829,0.0317932,0.0168125,0.026192,0.0213424,0.01584,0.0146217,0.0267988,0.00993194,0.0174514,0.0204121,0.0215423,0.0178954,0.0304267,0.0200134,0.0235521,0.0189118,0.0222683,0.0210145,0.0205763,0.0262153,0.03013,0.0203997,0.0247376,0.0212643,0.0236125,0.0237837,0.0202981,0.0362346,0.0275761,0.0123094,0.0225359,0.0215405,0.0224053,0.0235728,0.0205218,0.0273286,0.0224971,0.0223947,0.0241585,0.0229705,0.019958,0.0298638,0.0263058,0.0247443,0.0252215,0.0183284,0.0213014,0.0248992,0.0347392,0.0215664,0.0217747,0.0276655,0.0299735,0.0206949,0.0184138,0.0103428,0.0285884,0.0375253,0.0203569,0.0225536,0.0114474,0.0164841,0.0273484,0.0200199,0.0238811,0.0175237,0.0229199,0.0184829,0.0174741,0.0175814,0.0158076,0.0226138,0.0214828,0.0229258,0.0187954,0.0181298,0.0276261,0.0211317,0.0186698,0.0171693,0.0165441,0.0297532,0.0148802,0.0117912,0.0240584,0.0232462,0.0227482,0.0167646,0.0210463,0.0225678,0.0194944,0.0250197,0.0245207,0.021884,0.0202443,0.0216502,0.0179068,0.0160469,0.0256283,0.0237052,0.0147348,0.0148279,0.0252433,0.014672,0.014752,0.0235333,0.0146169,0.0147336,0.0172622,0.0189747,0.0180269,0.0174738,0.0245202,0.0226032,0.0214137,0.018334,0.00869692,0.0190858,0.0183301,0.0211189,0.0210687,0.0217234,0.0204236,0.0222379,0.0218914,0.0216608,0.0216795,0.0212695,0.0207283,0.0216545,0.0240693,0.0217758,0.0211258,0.0209391,0.0212544,0.0219821,0.0194334,0.0213845,0.0213052,0.0219977,0.0232203,0.0216669,0.0184622,0.0185239,0.0117733,0.020419,0.0220319,0.0287056,0.0204432,0.0205274,0.0215498,0.0222238,0.0220877,0.0185851,0.0222008,0.0237799,0.0227177,0.0228923,0.0218223,0.0204141,0.0218815,0.0237497,0.0199761,0.0207944,0.023963,0.0182933,0.0198892,0.0252565,0.0313161,0.028532,0.0200963,0.0230809,0.0215331,0.0241037,0.0241515,0.0129673,0.018582,0.0223069,0.0173612,0.0197707,0.0210674,0.0204405,0.0201109,0.0209255,0.0204013,0.021003,0.0194878,0.0137643,0.0192672,0.0200396,0.0196594,0.0217079,0.0201788,

 Time(s),  P(Pa) on vertices
0,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,0,0,0,0,0,0,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,0,435167,435167,0,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,
25,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435167,435166,435166,435164,435161,435155,435144,435122,435083,435007,434876,434261,433637,432632,431060,428684,425286,420141,412869,403057,390183,372899,351191,324358,291963,254088,210881,163044,111076,56367.7,0,0,0,0,0,0,56285,111129,163172,211394,254310,292152,324253,351006,372754,389929,403115,413000,420217,425155,428758,431075,432633,433648,434265,434876,435006,435081,435121,435143,435155,435161,435164,435166,435166,435167,435167,435167,435167,435167,435167,435167,435167,435167,434650,434645,434650,434645,434647,434653,0,434650,434651,0,435167,435167,44934.6,46118.8,229742,198398,338498,424042,429501,427594,47274.2,84072.1,236626,383455,394714,407828,418586,413454,414610,394342,406412,403667,387505,399038,322351,310251,335488,433815,434266,434308,157799,192648,171651,434223,433958,434325,219784,236915,198682,323779,337717,344059,364924,367488,378513,394966,405971,432439,431312,431819,433609,432889,47895.2,97514.6,434326,428454,427304,431345,429532,52763.5,107692,107201,433355,434145,431504,431869,433844,432635,432959,321974,287220,286372,68597.7,421049,415046,433496,387589,400904,431531,303659,266905,274124,433193,290691,348071,310403,422962,417179,157378,267309,422246,423623,416613,418398,425535,429081,224079,239088,256184,367537,365247,426616,429478,427188,429372,162904,114131,105810,367953,149105,410728,347325,376149,386063,410522,133316,184346,435167,435167,435166,435166,435165,435070,435104,435167,435167,435167,434842,434839,435167,435167,435167,435166,435166,435166,435166,435166,435165,435165,435160,435155,435159,435167,435167,435167,435167,435167,435167,435083,435067,435102,435163,435163,435167,435167,435167,434862,434868,435167,435167,435167,435167,435167,435140,435153,435137,435151,435167,435167,435167,434999,434994,434858,435167,435167,435167,435167,435167,435163,435165,435162,435165,435167,435167,435167,435111,435069,434899,435117,434997,435164,435159,435075,435167,435167,435167,435004,434996,435167,435167,435159,435160,435115,435073,435167,435167,435164,435167,435167,435167,435167,435167,435167,435131,435167,435123,435166,435166,435165,435167,435149,435167,434992,435167,435144,435139,435158,435149,435167,435167,435167,435152,435132,435167,435167,435167,
50,435163,435163,435163,435163,435163,435163,435162,435160,435157,435151,435141,435125,435101,435061,435003,434915,434787,434599,434326,433937,433391,432633,431608,430180,428294,422551,418402,413121,406506,398356,388593,376551,362234,345607,326536,304437,279669,252133,221881,189170,154245,117495,79189.9,39890,0,0,0,0,0,0,39859.5,79206.2,117537,154437,189252,221948,252063,279548,304342,326369,345665,362366,376632,388420,398472,406517,413108,418425,422556,428296,430177,431587,432629,433388,433935,434324,434598,434790,434916,435003,435062,435100,435125,435141,435151,435157,435160,435162,425814,425787,425809,425786,425799,425824,0,425813,425817,0,435163,435163,31783.5,32624,169195,144437,266138,385657,400958,395088,33470.9,59732.8,174622,317737,333085,353220,373291,363301,365473,332335,351015,346524,323084,339433,250294,238619,263251,419411,422576,422882,113570,140010,123897,422219,420418,423024,161105,174960,144664,251603,265647,272172,295113,297676,311416,333300,350284,412249,407516,409464,418266,414361,33907.7,69384.2,423017,397547,394157,407540,401017,37360.5,76722.3,76370,416750,421603,408217,409677,419655,413031,414661,249791,217388,216840,48668.5,378536,366234,417579,323165,342246,408304,232403,199899,206004,415906,220596,276334,238674,382958,370399,113230,200212,381244,384365,369280,372897,389347,399582,164654,176719,190918,298080,295207,392289,400901,394004,400597,117365,81406.9,75354.5,298588,107093,358322,275553,308622,321282,357932,95437.3,133614,435145,435136,434965,434844,434726,431352,432136,434969,435090,435108,427863,427834,435111,435129,435126,434939,434958,434862,434853,434955,434756,434688,434232,433916,434134,435147,435150,435143,435162,435161,435162,431627,431315,432106,434498,434496,435031,435025,435072,428130,428204,435162,435110,435127,435143,435142,433266,433840,433125,433737,435157,435151,435162,430064,429968,428079,435162,435160,435157,435151,435141,434490,434700,434415,434659,435119,435114,435134,432333,431349,428645,432491,430023,434572,434174,431460,435160,435160,435162,430156,430000,435045,435090,434187,434254,432422,431425,435110,435131,434540,435081,435161,435158,435050,435053,434970,432939,435033,432667,434856,434835,434723,435151,433607,435092,429943,435153,433400,433192,434069,433594,435154,435159,435080,433764,432952,435156,435160,435157,
75,435012,435012,435013,435013,435013,435013,435002,434971,434915,434830,434708,434539,434311,433995,433580,433036,432336,431426,430260,428783,426926,424615,421788,418256,414006,402771,395573,387116,377287,365987,353240,338575,322118,303938,284012,262031,238314,212863,185765,157218,127400,96551.1,64839.1,32580.4,0,0,0,0,0,0,32563.5,64847.4,96573.7,127506,157263,185801,212818,238235,261970,283902,303982,322218,338636,353092,366087,377287,387094,395593,402771,414006,418250,421750,424607,426921,428778,430257,431426,432347,433039,433580,433996,434307,434539,434711,434831,434916,434971,435003,408901,408865,408892,408861,408879,408910,0,408897,408906,0,435012,435013,25955.3,26642.5,140083,119108,225661,349657,369505,361652,27342,48852,144674,275196,290797,312090,334759,323316,325774,289948,309757,304903,280572,297409,211237,200666,223055,397231,402814,403359,93287.6,115389,101869,402145,399004,403627,133164,144993,119299,212394,225295,231332,253031,255371,268912,290970,308961,385789,378759,381563,395369,389049,27698.1,56773,403603,364862,360396,378750,369565,30520.6,62804.3,62515.2,392839,401022,379760,381887,397680,386933,389494,210731,181729,181303,39784.3,340943,326612,394210,280644,300361,379869,195080,166489,171778,391488,184594,235196,200684,346304,331381,92997.9,166748,344200,347959,330093,334288,354239,367625,136215,146497,158728,255873,253036,358008,369431,360278,369038,96437.5,66665.4,61676.7,256364,87905.4,317729,234465,266206,278802,317290,78250.4,110013,434758,434654,433331,432635,432033,421149,423224,433354,434225,434384,413073,413013,434403,434584,434548,433177,433293,432734,432681,433273,432181,431840,429888,428714,429506,434781,434824,434742,435000,434987,435004,421851,421057,423146,430984,430972,433774,433729,434071,413655,413809,435004,434400,434559,434732,434721,426534,428442,426093,428082,434918,434835,435003,417983,417760,413548,435002,434972,434920,434838,434717,430949,431900,430627,431705,434479,434434,434632,423770,421138,414801,424212,417889,431303,429665,421420,434972,434969,435002,418213,417835,433870,434225,429717,429976,424018,421334,434398,434603,431167,434152,434979,434932,433906,433926,433364,425526,433786,424720,432698,432584,432019,434836,427639,434243,417704,434859,426960,426301,429267,427593,434882,434947,434145,428175,425561,434903,434963,434914,
100,434161,434160,434163,434163,434163,434162,434124,434009,433810,433518,433119,432598,431935,431079,430021,428722,427149,425228,422912,420145,416858,412984,408477,403148,397024,381939,372848,362585,351098,338344,324382,308872,291961,273741,254222,233213,210970,187520,162941,137382,110976,83887.3,56232.4,28220.8,0,0,0,0,0,0,28209.7,56237.6,83901.8,111045,137412,162964,187488,210915,233169,254144,273774,292038,308917,324261,338425,351094,362562,372863,381937,397023,403139,408431,412975,416852,420139,422909,425230,427167,428728,430021,431080,431925,432597,433127,433519,433810,434009,434124,389999,389962,389989,389957,389975,390006,0,389993,390004,0,434162,434162,22480.4,23076.1,122173,103669,199246,320589,342265,333558,23685.2,42343.1,126218,245765,260839,281826,304917,293180,295685,259977,279528,274691,250931,267307,186058,176416,196874,374886,381995,382693,81035.2,100402,88532.7,381118,377140,383046,116040,126515,103836,187098,198948,204513,224739,226880,239762,260985,278732,361018,352802,356026,372612,364903,23993.4,49220.7,383007,337074,332160,352770,342322,26439.3,54461.6,54210.5,369480,379666,353952,356412,375469,362345,365420,185571,159276,158918,34475.4,311352,296527,371166,250995,270204,354065,171341,145642,150361,367838,161871,208082,176418,317008,301417,80779,145868,314775,318728,300094,304423,325485,340159,118751,127848,138728,227404,224703,329572,342184,332075,341755,83785.6,57821.2,53480.3,227867,76332.6,287505,207403,237209,249251,287060,67910.5,95678.3,433281,432950,429412,427808,426499,407508,410750,429464,431698,432143,395709,395627,432200,432734,432625,429049,429325,428028,427909,429277,426815,426084,422201,420025,421476,433353,433496,433228,434116,434065,434129,408584,407370,410629,424337,424313,430507,430394,431278,396534,396748,434129,432192,432660,433195,433162,416189,419531,415442,418885,433820,433534,434125,402748,402421,396385,434122,434013,433825,433543,433148,424266,426212,423627,425804,432421,432289,432882,411621,407490,398173,412333,402610,424972,421779,407922,434012,434002,434124,403092,402530,430752,431697,421880,422372,412019,407793,432183,432792,424703,431497,434036,433868,430844,430893,429493,414493,430537,413160,427950,427691,426471,433538,418102,431750,402341,433616,416921,415792,421035,418019,433694,433922,431482,419052,414548,433767,433978,433804,
125,431998,431997,432003,432003,432002,432001,431923,431688,431287,430712,429944,428968,427764,426266,424476,422355,419873,416952,413551,409625,405115,399968,394155,387506,380074,362516,352318,341080,328781,315408,301031,285391,268632,250842,232045,212108,191241,169472,146868,123548,99609.7,75178.6,50339.6,25244.7,0,0,0,0,0,0,25236.8,50343.3,75188.9,99659.7,123569,146885,169448,191199,212076,231986,250869,268692,285427,300932,315474,328775,341058,352330,362513,380072,387496,394108,399959,405110,409620,413549,416955,419897,422364,424477,426268,427750,428967,429957,430714,431289,431688,431923,371777,371742,371767,371738,371754,371783,0,371771,371782,0,432000,432001,20108.8,20641.8,109741,93006,180321,297205,319490,310456,21188.4,37892.8,113398,224002,238401,258686,281453,269832,272304,237553,256466,251759,228920,244624,168134,159238,178135,354568,362581,363371,72613.7,90058.9,79355.3,361573,357105,363775,104179,113674,93156.5,169085,180065,185233,204140,206118,218307,238527,255690,339391,330595,334013,352069,343601,21464,44054,363726,314077,309004,330547,319542,23652.6,48751.2,48526.3,348598,359923,331815,334433,355232,340807,344152,167671,143496,143183,30847.7,287878,273126,350458,228978,247417,331926,154568,131062,135359,346798,145881,188551,159232,293572,277966,72381.7,131265,291317,295289,276655,280955,302172,317290,106641,114883,124772,206640,204084,306356,319404,308943,318965,75085.9,51764.7,47870.8,207076,68385.1,264248,187918,215904,227334,263810,60819.4,85796.7,430253,429625,423466,420903,418876,392945,397075,423552,427346,428141,378498,378403,428242,429222,429019,422879,423330,421247,421058,423251,419362,418240,412531,409462,411493,430392,430669,430151,431907,431803,431933,394300,392773,396921,415632,415597,425291,425100,426608,379489,379744,431932,428229,429083,430089,430025,404217,408774,403218,407881,431309,430744,431924,387016,386616,379313,431918,431697,431317,430762,429998,415526,418435,414589,417816,428644,428404,429496,398198,392920,381470,399122,386846,416566,411928,393464,431695,431674,431923,387445,386748,425705,427343,412075,412777,398713,393303,428212,429328,416171,426993,431743,431403,425863,425942,423601,401958,425339,400201,421125,420718,418835,430752,406806,427439,386518,430904,405202,403685,410874,406693,431057,431513,426968,408111,402028,431202,431626,431276,
150,428265,428263,428273,428273,428271,428270,428150,427789,427180,426313,425173,423744,422014,419905,417436,414572,411288,407511,403211,398353,392891,386786,380023,372453,364144,345048,334224,322486,309831,296261,281845,266381,249999,232784,214758,195826,176161,155790,134770,113195,91146.6,68719.7,45981.2,23047.6,0,0,0,0,0,0,23041.6,45984,68727.5,91184.9,113212,134783,155771,176128,195800,214711,232805,250048,266409,281762,296316,309825,322466,334234,345044,364142,372444,379978,386777,392886,398348,403210,407515,411315,414582,417438,419908,421995,423745,425191,426317,427182,427789,428150,355035,355003,355025,354998,355013,355040,0,355028,355039,0,428267,428270,18358.1,18844.9,100467,85076.4,165919,278061,300384,291280,19345,34604.1,103828,207110,220842,240342,262519,251168,253576,220018,238209,233665,211790,226806,154550,146259,163884,336587,345118,345962,66369.8,82370.6,72545.8,344032,339286,346397,95342.1,104087,85214.3,155431,165693,170530,188305,190150,201703,220954,237458,320741,311691,315185,333972,325109,19596.5,40234.5,346342,294910,289815,311633,300430,21595,44528.5,44322.8,330317,342266,312939,315621,337299,322196,325673,154110,131633,131351,28167.8,268831,254373,332270,211843,229487,313045,141913,120134,124103,328435,133849,173638,146249,274455,259099,66156.3,120319,272222,276141,257818,262028,282993,298157,97612.6,105201,114326,190661,188238,287171,300296,289771,299856,68634,47284.5,43723.1,191073,62495.8,245735,173044,199432,210288,245309,55569.1,78456.9,425630,424704,416060,412642,409991,378644,383410,416176,421423,422554,362399,362294,422699,424115,423819,415271,415880,413094,412844,415774,410624,409165,401940,398157,400648,425836,426250,425480,428125,427965,428165,380196,378448,383233,405833,405789,418554,418290,420381,363498,363780,428163,422681,423913,425387,425292,391818,397315,390629,396229,427213,426361,428151,371903,371453,363305,428142,427803,427225,426388,425253,405699,409418,404514,408620,423277,422931,424514,384717,378614,365707,385796,371711,407015,401190,379238,427800,427768,428150,372390,371601,419124,421418,401375,402246,385318,379054,422656,424270,406517,420923,427873,427356,419344,419452,416245,389134,418619,387061,412934,412396,409941,426374,394926,421555,371344,426602,392997,391184,399888,394789,426832,427522,420891,396507,389216,427051,427695,427163,
175,423023,423021,423034,423035,423031,423030,422873,422400,421606,420482,419016,417195,415013,412387,409353,405880,401950,397497,392501,386937,380772,373977,366550,358359,349481,329465,318313,306355,293598,280051,265784,250629,234706,218090,200806,182779,164154,144958,125238,105073,84529.1,63683.1,42588.9,21339.7,0,0,0,0,0,0,21335,42591.2,63689.3,84559.6,105086,125248,144943,164127,182758,200768,218108,234747,250653,265713,280098,293592,306337,318321,329461,349479,358351,366507,373969,380767,386932,392500,397502,401979,405890,409355,412390,414991,417196,419037,420486,421608,422400,422872,339869,339841,339860,339837,339850,339874,0,339864,339873,0,423027,423031,16997.4,17448.2,93205.8,78881.3,154488,262076,284154,275111,17911.9,32046,96333.4,193516,206633,225364,246867,235839,238175,205835,223316,218937,197979,212349,143798,136008,152577,320730,329539,330412,61501.9,76366,67234.3,328407,323514,330864,88429.5,96577.7,79009.4,144622,154284,158842,175647,177382,188368,206734,222591,304590,295467,298973,318062,309019,18144.7,37262.8,330804,278704,273655,295404,284196,19995.4,41242.1,41051.6,314317,326577,296721,299416,321468,306055,309586,143378,122295,122037,26083.8,253025,238944,316313,198028,214921,296823,131929,111550,115256,312398,124373,161773,135994,258532,243535,61303.1,111722,256342,260176,242290,246387,266922,281935,90547.1,97615.7,106129,177879,175574,271045,284065,273624,283631,63603.1,43797.2,40495.4,178270,57906,230575,161212,186214,196552,230163,51479.7,72727.3,419601,418416,407674,403563,400415,365057,370262,407814,414275,415692,347628,347518,415874,417666,417290,406721,407459,404102,403802,407330,401164,399437,391037,386717,389553,419866,420401,419409,422839,422631,422893,366742,364844,370070,395540,395488,410722,410398,412976,348797,349096,422890,415853,417409,419290,419168,379572,385759,378244,384529,421648,420544,422875,357770,357286,348593,422862,422418,421664,420579,419118,395383,399737,394007,398797,416603,416167,418174,371698,365023,351153,372886,357563,396914,390176,365702,422414,422372,422873,358295,357444,411423,414269,390390,391390,372359,365502,415821,417863,396335,413651,422510,421834,411694,411825,407900,376581,410800,374283,403911,403268,400358,420561,383059,414441,357170,420855,380892,378863,388686,382904,421154,422052,413614,384844,376671,421439,422277,421583,
200,416497,416495,416511,416511,416507,416506,416318,415754,414809,413478,411749,409615,407074,404044,400569,396627,392207,387248,381740,375667,369004,361734,353861,345271,336043,315523,304233,292227,279517,266117,252092,237305,221861,205830,189234,172014,154295,136101,117473,98476.8,79167.9,59610.8,39850,19962.1,0,0,0,0,0,0,19958.2,39851.9,59615.9,79192.9,98487.5,117481,136088,154273,171997,189202,205845,221896,237325,252032,266157,279511,292210,304240,315519,336041,345263,353820,361726,369000,375663,381740,387254,392237,396639,400571,404047,407050,409616,411774,413483,414811,415754,416317,326143,326116,326134,326113,326125,326146,0,326137,326146,0,416501,416506,15899.8,16321.6,87317.4,73865.5,145123,248474,270165,261253,16755.9,29981.4,90253.8,182265,194823,212831,233650,222958,225220,194052,210863,206643,186533,200310,135008,127640,143316,306667,315599,316485,57566.6,71505.5,62938.8,314444,309488,316946,82827.6,90485.6,73985.5,135785,144936,149257,165224,166866,177349,194917,210164,290465,281375,284857,303985,294896,16973.6,34864,316884,264785,259817,281308,270205,18705,38589,38410.6,300210,312584,282621,285300,307418,291923,295460,134606,114692,114452,24402.1,239638,225962,302219,186579,202780,282719,123786,104571,108060,298282,116654,152036,127625,245009,230412,57379.8,104732,242871,246607,229205,233182,253213,267973,84819.2,91461.4,99469.8,167348,165148,257258,270077,259795,269651,59535.5,40981.4,37889.7,167719,54196.7,217865,151504,175296,185173,217466,48176.2,68091.2,412439,411045,398657,394016,390493,352295,357791,398816,406221,407864,334125,334012,408075,410166,409726,397578,398415,394621,394283,398269,391330,389403,380137,375429,378513,412750,413382,412212,416278,416029,416341,354068,352072,357588,385085,385028,402133,401762,404720,335336,335645,416338,408052,409865,412071,411928,367716,374390,366293,373058,414860,413552,416320,344656,344153,335126,416305,415775,414879,413593,411870,384912,389736,383395,388692,408925,408416,410761,359313,352259,337781,360575,344440,386601,379195,352972,415771,415721,416317,345207,344317,402935,406213,379430,380523,360014,352763,408013,410396,385963,405500,415885,415081,403247,403396,398914,364513,402222,362061,394408,393685,390431,413571,371469,406413,344031,413919,369135,366956,377570,371302,414273,415339,405458,373399,364608,414611,415608,414783,
225,408957,408954,408972,408972,408968,408967,408755,408122,407063,405573,403646,401276,398466,395135,391336,387053,382279,376960,371094,364671,357675,350095,341942,333116,323696,302961,291659,279714,267141,253959,240227,225828,210860,195383,179421,162925,146002,128675,110981,92975.1,74705.3,56226.6,37576.4,18819.3,0,0,0,0,0,0,18816.1,37577.9,56230.8,74726.4,92984.1,110988,128665,145983,162910,179394,195396,210890,225845,240174,253994,267136,279699,291665,302958,323694,333108,341904,350088,357671,364667,371094,376966,382310,387064,391338,395138,398441,401277,403673,405579,407065,408122,408754,313657,313633,313649,313629,313640,313660,0,313651,313660,0,408962,408967,14989.4,15387.1,82412.4,69692.5,137260,236703,257934,249191,15796.9,28268.1,85188.4,172741,184793,202131,222282,211921,214110,184048,200237,196166,176833,190069,127639,120634,135542,294086,303038,303927,54296.6,67462.4,59368.4,301875,296912,304391,78163.6,85409.4,69805.8,128375,137086,141201,156436,157997,168032,184880,199562,277968,268977,272412,291416,282365,16002.1,32873,304327,252649,247782,268907,257971,17634.5,36386.6,36218.4,287648,300007,270207,272852,294840,279409,282922,127254,108339,108115,23006.8,228097,214827,289650,176877,192446,270300,116972,98747.4,102052,285729,110203,143849,120618,233324,219139,54119.9,98899.2,231242,234876,217969,221826,241325,255779,80049,86332.7,93915.6,158464,156358,245279,257847,247766,257430,56155.2,38643.7,35726.9,158819,51115,206994,143341,166070,175532,206608,45432.7,64236.1,404414,402863,389252,384228,380437,340333,346008,389425,397527,399339,321744,321630,399572,401887,401399,388082,388991,384881,384516,388832,381336,379266,369394,364422,367674,404761,405466,404162,408710,408431,408782,342158,340104,345798,374652,374592,393044,392637,395876,322977,323292,408778,399547,401553,404005,403845,356329,363327,354843,361926,407119,405656,408758,332487,331972,322765,408741,408146,407141,405702,403780,374468,379624,372852,378504,400512,399949,402547,347585,340295,325471,348893,332266,376267,368397,341030,408141,408085,408755,333053,332140,393919,397519,368647,369804,348311,340815,399504,402142,375588,396734,408269,407367,394261,394423,389533,352988,393139,350436,384651,383870,380372,405677,360258,397739,331848,406066,357812,355534,366679,360082,406463,407657,396688,362284,353086,406840,407958,407033,
