Y Coordinates:
1.32842,1.59689,5.59979,5.7999,5.42631,0.461895,0.64657,0.230948,6,0.85134,2.02705,2.22073,3.26125,3.39386,1.19537,1.06366,3.81712,4.04305,4.20103,4.57482,4.764,4.3868,3,3.095,3.59613,0,4.95317,5.14454,1.87201,2.51863,2.68117,2.8404,

 Time(s),  v(m) on vertices
0,-5.49248e-005,-6.60251e-005,-0.000231529,-0.000239803,-0.000224357,-1.90976e-005,-2.67331e-005,-9.54878e-006,-0.000248076,-3.51995e-005,-8.38104e-005,-9.18185e-005,-0.00013484,-0.000140323,-4.94237e-005,-4.39782e-005,-0.000157823,-0.000167164,-0.000173696,-0.000189151,-0.000196973,-0.000181377,-0.000124038,-0.000127966,-0.000148686,0,-0.000204794,-0.000212707,-7.74002e-005,-0.000104135,-0.000110856,-0.000117439,
25,-5.49248e-005,-6.60252e-005,-0.000240124,-0.000251561,-0.00023075,-1.90976e-005,-2.67331e-005,-9.54878e-006,-0.000263711,-3.51995e-005,-8.38105e-005,-9.18188e-005,-0.000134858,-0.000140351,-4.94237e-005,-4.39782e-005,-0.000157945,-0.000167411,-0.000174081,-0.000190186,-0.000198633,-0.000182021,-0.000124045,-0.000127976,-0.000148746,0,-0.000207304,-0.000216473,-7.74003e-005,-0.000104136,-0.000110858,-0.000117443,
50,-5.49273e-005,-6.60308e-005,-0.000246143,-0.000257886,-0.000236364,-1.90977e-005,-2.67334e-005,-9.54883e-006,-0.000270139,-3.52001e-005,-8.38293e-005,-9.18505e-005,-0.000135207,-0.000140801,-4.94254e-005,-4.39793e-005,-0.000158913,-0.000168799,-0.000175827,-0.000192998,-0.00020208,-0.000184264,-0.000124247,-0.000128222,-0.000149406,0,-0.000211409,-0.000221233,-7.74126e-005,-0.000104203,-0.000110956,-0.000117585,
75,-5.49592e-005,-6.60862e-005,-0.000250898,-0.000262778,-0.00024093,-1.91019e-005,-2.67403e-005,-9.55066e-006,-0.000275077,-3.52114e-005,-8.39541e-005,-9.20268e-005,-0.000136048,-0.000141791,-4.94495e-005,-4.39975e-005,-0.000160507,-0.000170786,-0.000178113,-0.000196041,-0.000205509,-0.000186921,-0.00012484,-0.000128897,-0.000150663,0,-0.000215212,-0.00022538,-7.75066e-005,-0.000104492,-0.000111329,-0.000118057,
100,-5.50671e-005,-6.62485e-005,-0.000254952,-0.000266915,-0.00024487,-1.91232e-005,-2.67729e-005,-9.5606e-006,-0.000279243,-3.526e-005,-8.4249e-005,-9.2406e-005,-0.000137225,-0.000143115,-4.95371e-005,-4.40679e-005,-0.00016237,-0.000172967,-0.000180523,-0.000198997,-0.000208726,-0.000189603,-0.000125755,-0.000129903,-0.000152234,0,-0.000218675,-0.000229061,-7.7746e-005,-0.000105035,-0.000111982,-0.000118833,
125,-5.52765e-005,-6.65387e-005,-0.000258547,-0.000270567,-0.000248386,-1.91749e-005,-2.68491e-005,-9.58541e-006,-0.000282913,-3.5368e-005,-8.47148e-005,-9.29732e-005,-0.000138599,-0.000144623,-4.97136e-005,-4.42156e-005,-0.000164336,-0.000175188,-0.000182925,-0.00020181,-0.00021173,-0.000192213,-0.000126885,-0.000131118,-0.000153956,0,-0.000221855,-0.000232396,-7.81412e-005,-0.000105786,-0.00011285,-0.000119826,
150,-5.55877e-005,-6.69494e-005,-0.000261809,-0.000273871,-0.00025159,-1.92619e-005,-2.69749e-005,-9.62787e-006,-0.000286231,-3.55414e-005,-8.53245e-005,-9.3691e-005,-0.000140085,-0.000146225,-4.9982e-005,-4.44452e-005,-0.000166327,-0.00017739,-0.000185271,-0.00020448,-0.000214547,-0.000194723,-0.000128151,-0.000132462,-0.000155743,0,-0.000224807,-0.000235463,-7.8673e-005,-0.000106691,-0.00011387,-0.000120965,
175,-5.59874e-005,-6.74607e-005,-0.000264817,-0.000276911,-0.000254552,-1.93825e-005,-2.71472e-005,-9.6872e-006,-0.000289282,-3.57752e-005,-8.60465e-005,-9.45219e-005,-0.000141631,-0.000147874,-5.03318e-005,-4.47483e-005,-0.000168308,-0.000179546,-0.000187546,-0.000207019,-0.000217203,-0.000197134,-0.000129499,-0.000133881,-0.00015755,0,-0.00022757,-0.000238319,-7.93142e-005,-0.000107705,-0.000114992,-0.000122198,
200,-5.64579e-005,-6.80507e-005,-0.000267622,-0.000279743,-0.00025732,-1.95314e-005,-2.73584e-005,-9.76086e-006,-0.000292122,-3.60588e-005,-8.68516e-005,-9.5434e-005,-0.000143204,-0.000149538,-5.07473e-005,-4.51116e-005,-0.000170261,-0.000181648,-0.000189749,-0.000209441,-0.000219722,-0.000199449,-0.000130896,-0.000135341,-0.000159352,0,-0.000230177,-0.000241001,-8.00382e-005,-0.000108793,-0.000116181,-0.00012349,
225,-5.6982e-005,-6.86986e-005,-0.00027026,-0.000282403,-0.000259928,-1.97024e-005,-2.76001e-005,-9.84581e-006,-0.00029479,-3.63812e-005,-8.77152e-005,-9.64018e-005,-0.000144784,-0.000151199,-5.1213e-005,-4.55212e-005,-0.000172176,-0.000183692,-0.000191879,-0.000211758,-0.000222122,-0.000201676,-0.000132317,-0.00013682,-0.000161136,0,-0.00023265,-0.000243536,-8.08216e-005,-0.000109928,-0.000117411,-0.000124814,
