Y Coordinates:
6,6,0,0,3,3,5.80228,5.80914,3.31837,3.23348,2.66575,0.428636,0.261344,3,3,6,5.60475,6,5.61847,5.34994,5.0542,5.29974,5.08735,0,0,0.523097,0.81074,1.31673,1.05987,4.56597,4.88104,4.41039,4.73106,3.15918,3.52026,4.19542,4.25013,3.96114,3.97102,3.72535,3.46647,2.83287,2.81106,2.6227,2.48131,1.7761,1.51749,1.80685,2.13546,2.18792,2.45953,0.831958,0.65825,1.44004,1.1287,0.214318,0,0,6,6,2.0975,1.99396,1.80419,2.79653,3.15299,3.85766,3.88793,4.18792,4.20199,5.10809,5.40417,5.12609,5.45709,5.88651,5.86531,5.77506,5.7341,0.180456,0.207443,0.334964,0.613379,1.2654,0.932602,0.628076,0.310112,0.402829,1.21411,0.901688,3.33199,4.7745,4.43731,4.53154,4.87158,3.51127,3.53845,3.31483,3.298,3.13708,3.19729,2.6159,2.75827,2.57803,2.62084,1.56835,1.58631,2.2877,2.43774,
Volumes:
0.00923533,0.00696187,0.00995653,0.0133237,0.0269775,0.0302407,0.0148179,0.0253537,0.00965977,0.0307506,0.0120885,0.00617112,0.024752,0.0869838,0.0573607,0.0297577,0.0416702,0.0223799,0.0257395,0.0318694,0.0629526,0.0471996,0.0378622,0.029115,0.0344422,0.0527688,0.0293863,0.0363012,0.0280147,0.0368569,0.0306645,0.0321194,0.0383121,0.0166352,0.0645267,0.0416238,0.0597341,0.064173,0.0295728,0.0279937,0.0359256,0.0205699,0.0324436,0.0213213,0.0503157,0.0492244,0.0291674,0.0760433,0.0326466,0.0395776,0.0308587,0.0452082,0.0425352,0.0458819,0.0543296,0.0222323,0.0246277,0.0180756,0.0119182,0.014205,0.145336,0.0869268,0.102405,0.087025,0.0508171,0.112016,0.12558,0.0907877,0.106842,0.102847,0.113463,0.0930908,0.115532,0.0315052,0.0146946,0.081762,0.112314,0.0263246,0.0324097,0.0941244,0.0899927,0.104576,0.113091,0.0995967,0.094413,0.0358641,0.11881,0.108258,0.0244388,0.127002,0.102618,0.128764,0.104717,0.117142,0.0756874,0.0685542,0.0425973,0.0340185,0.0320154,0.0348523,0.0490245,0.0953687,0.033041,0.129563,0.104354,0.114004,0.0784203,

 Time(s),  v(m) on vertices
0,-0.000248076,-0.000248076,0,0,-0.000124038,-0.000124038,-0.000239901,-0.000240185,-0.000137202,-0.000133691,-0.000110218,-1.77224e-005,-1.08055e-005,-0.000124038,-0.000124038,-0.000248076,-0.000231734,-0.000248076,-0.000232302,-0.000221199,-0.000208971,-0.000219124,-0.000210342,0,0,-2.1628e-005,-3.35209e-005,-5.44416e-005,-4.38215e-005,-0.000188785,-0.000201812,-0.000182352,-0.000195611,-0.00013062,-0.000145549,-0.000173464,-0.000175726,-0.000163777,-0.000164186,-0.000154029,-0.000143325,-0.000117128,-0.000116226,-0.000108438,-0.000102592,-7.34349e-005,-6.27421e-005,-7.47061e-005,-8.82927e-005,-9.04618e-005,-0.000101692,-3.43982e-005,-2.7216e-005,-5.954e-005,-4.66672e-005,-8.86121e-006,0,0,-0.000248076,-0.000248076,-8.67233e-005,-8.24422e-005,-7.45962e-005,-0.000115625,-0.000130364,-0.000159499,-0.000160751,-0.000173154,-0.000173736,-0.000211199,-0.000223441,-0.000211944,-0.000225629,-0.000243384,-0.000242508,-0.000238776,-0.000237082,-7.46116e-006,-8.57696e-006,-1.38494e-005,-2.53608e-005,-5.23191e-005,-3.85594e-005,-2.59685e-005,-1.28219e-005,-1.66554e-005,-5.01989e-005,-3.72812e-005,-0.000137764,-0.000197407,-0.000183465,-0.000187361,-0.000201421,-0.000145177,-0.000146301,-0.000137055,-0.000136359,-0.000129706,-0.000132195,-0.000108157,-0.000114044,-0.000106591,-0.000108361,-6.48452e-005,-6.55875e-005,-9.45873e-005,-0.000100791,
25,-0.000263754,-0.000263759,0,0,-0.000124045,-0.000124044,-0.000251768,-0.000252162,-0.000137224,-0.000133707,-0.00011022,-1.77224e-005,-1.08055e-005,-0.000124044,-0.000124045,-0.000263707,-0.000240511,-0.000263698,-0.00024122,-0.000226829,-0.000212093,-0.000224264,-0.000213763,0,0,-2.1628e-005,-3.35209e-005,-5.44416e-005,-4.38215e-005,-0.00018984,-0.000204023,-0.000183065,-0.000197178,-0.000130632,-0.000145595,-0.000173865,-0.000176157,-0.000163981,-0.000164385,-0.000154121,-0.000143362,-0.000117131,-0.000116229,-0.00010844,-0.000102593,-7.34349e-005,-6.27421e-005,-7.47062e-005,-8.82928e-005,-9.0462e-005,-0.000101693,-3.43982e-005,-2.7216e-005,-5.954e-005,-4.66672e-005,-8.86121e-006,0,0,-0.000263777,-0.000263895,-8.67234e-005,-8.24423e-005,-7.45962e-005,-0.000115628,-0.000130375,-0.000159635,-0.000160908,-0.000173539,-0.000174127,-0.000214712,-0.000229625,-0.0002156,-0.000232357,-0.000256831,-0.000255501,-0.000250132,-0.000247722,-7.46116e-006,-8.57696e-006,-1.38494e-005,-2.53608e-005,-5.23191e-005,-3.85594e-005,-2.59685e-005,-1.28219e-005,-1.66554e-005,-5.01989e-005,-3.72812e-005,-0.000137787,-0.000199091,-0.000184218,-0.000188295,-0.000203572,-0.000145219,-0.000146349,-0.000137076,-0.000136379,-0.000129716,-0.000132209,-0.000108158,-0.000114046,-0.000106592,-0.000108363,-6.48452e-005,-6.55875e-005,-9.45876e-005,-0.000100792,
50,-0.000270175,-0.000270175,0,0,-0.000124246,-0.000124244,-0.000258081,-0.000258482,-0.000137612,-0.000134033,-0.000110313,-1.77226e-005,-1.08056e-005,-0.000124242,-0.000124247,-0.000270138,-0.000246515,-0.000270131,-0.000247262,-0.000232218,-0.000216542,-0.000229514,-0.000218327,0,0,-2.16281e-005,-3.35214e-005,-5.44441e-005,-4.38226e-005,-0.000192635,-0.000207877,-0.000185381,-0.000200511,-0.000130912,-0.000146166,-0.000175605,-0.000178027,-0.000165205,-0.000165632,-0.000154954,-0.00014388,-0.000117269,-0.000116362,-0.000108524,-0.000102652,-7.34437e-005,-6.27465e-005,-7.47159e-005,-8.83174e-005,-9.04916e-005,-0.00010175,-3.43987e-005,-2.72164e-005,-5.95437e-005,-4.66687e-005,-8.86127e-006,0,0,-0.000270187,-0.000270274,-8.67456e-005,-8.24593e-005,-7.46064e-005,-0.000115755,-0.000130652,-0.000160666,-0.000161999,-0.000175263,-0.000175877,-0.000219349,-0.000235176,-0.000220299,-0.000238058,-0.000263202,-0.00026187,-0.000256421,-0.00025397,-7.46121e-006,-8.57701e-006,-1.38495e-005,-2.5361e-005,-5.23212e-005,-3.85601e-005,-2.59687e-005,-1.2822e-005,-1.66555e-005,-5.02007e-005,-3.72819e-005,-0.000138184,-0.000202573,-0.000186617,-0.000190967,-0.000207389,-0.000145777,-0.000146942,-0.000137459,-0.000136748,-0.000129982,-0.00013251,-0.000108243,-0.000114161,-0.000106669,-0.000108448,-6.48508e-005,-6.55931e-005,-9.46248e-005,-0.000100847,
75,-0.000275108,-0.000275107,0,0,-0.000124841,-0.000124835,-0.000262966,-0.00026337,-0.000138515,-0.000134842,-0.000110677,-1.77266e-005,-1.08077e-005,-0.000124833,-0.000124842,-0.000275076,-0.00025126,-0.00027507,-0.000252024,-0.000236675,-0.000220529,-0.000233901,-0.000222368,0,0,-2.16331e-005,-3.35319e-005,-5.4476e-005,-4.38411e-005,-0.000195658,-0.000211536,-0.000188084,-0.000203871,-0.000131648,-0.000147317,-0.000177879,-0.00018041,-0.000167041,-0.000167492,-0.000156403,-0.000144962,-0.000117737,-0.000116815,-0.000108864,-0.000102921,-7.35209e-005,-6.27942e-005,-7.47975e-005,-8.84687e-005,-9.06595e-005,-0.000102013,-3.44097e-005,-2.72236e-005,-5.95848e-005,-4.66902e-005,-8.863e-006,0,0,-0.000275116,-0.000275188,-8.6886e-005,-8.25773e-005,-7.46889e-005,-0.000116196,-0.000131381,-0.000162325,-0.000163711,-0.000177525,-0.000178164,-0.000223431,-0.000239709,-0.000224411,-0.000242664,-0.000268113,-0.000266781,-0.000261297,-0.000258826,-7.46268e-006,-8.5787e-006,-1.38523e-005,-2.53674e-005,-5.23496e-005,-3.85736e-005,-2.59754e-005,-1.28245e-005,-1.66592e-005,-5.02264e-005,-3.72948e-005,-0.000139102,-0.000206024,-0.000189378,-0.000193919,-0.000211028,-0.000146915,-0.000148119,-0.000138356,-0.000137626,-0.000130694,-0.000133281,-0.00010858,-0.000114578,-0.000106986,-0.00010879,-6.49043e-005,-6.5648e-005,-9.48224e-005,-0.000101102,
100,-0.000279269,-0.000279267,0,0,-0.000125759,-0.00012575,-0.000267098,-0.000267505,-0.000139756,-0.000135988,-0.00011132,-1.77466e-005,-1.0819e-005,-0.000125748,-0.000125759,-0.000279241,-0.000255308,-0.000279236,-0.000256083,-0.000240548,-0.000224109,-0.000237729,-0.00022598,0,0,-2.16578e-005,-3.35775e-005,-5.45834e-005,-4.39119e-005,-0.000198598,-0.000214902,-0.000190799,-0.00020704,-0.000132718,-0.000148794,-0.000180279,-0.000182893,-0.000169102,-0.00016957,-0.000158143,-0.000146373,-0.000118508,-0.000117569,-0.000109475,-0.00010344,-7.37294e-005,-6.29395e-005,-7.50144e-005,-8.88085e-005,-9.10248e-005,-0.000102521,-3.4457e-005,-2.72575e-005,-5.97144e-005,-4.67696e-005,-8.87231e-006,0,0,-0.000279275,-0.000279338,-8.7208e-005,-8.28603e-005,-7.49064e-005,-0.000116936,-0.000132444,-0.000164243,-0.000165671,-0.000179915,-0.000180574,-0.00022707,-0.000243628,-0.000228068,-0.000246628,-0.000272261,-0.000270929,-0.000265424,-0.000262942,-7.47056e-006,-8.58779e-006,-1.38671e-005,-2.53979e-005,-5.24479e-005,-3.86298e-005,-2.60071e-005,-1.28381e-005,-1.66777e-005,-5.03173e-005,-3.73486e-005,-0.000140357,-0.000209255,-0.000192133,-0.00019681,-0.000214382,-0.000148379,-0.000149618,-0.000139591,-0.000138843,-0.00013174,-0.00013439,-0.000109188,-0.000115289,-0.000107568,-0.000109403,-6.50613e-005,-6.58085e-005,-9.52348e-005,-0.000101597,
125,-0.000282936,-0.000282934,0,0,-0.000126891,-0.00012688,-0.000270745,-0.000271154,-0.000141188,-0.000137336,-0.000112178,-1.77949e-005,-1.08471e-005,-0.000126877,-0.00012689,-0.00028291,-0.000258897,-0.000282905,-0.000259681,-0.000244017,-0.000227373,-0.000241167,-0.000229266,0,0,-2.1717e-005,-3.36794e-005,-5.47914e-005,-4.40598e-005,-0.000201399,-0.000218012,-0.000193431,-0.000210008,-0.000133995,-0.000150434,-0.000182672,-0.00018535,-0.000171228,-0.00017171,-0.000160007,-0.000147956,-0.000119497,-0.000118539,-0.0001103,-0.000104165,-7.40842e-005,-6.32049e-005,-7.53806e-005,-8.93292e-005,-9.15751e-005,-0.000103234,-3.45622e-005,-2.73358e-005,-5.99564e-005,-4.69321e-005,-8.89543e-006,0,0,-0.000282941,-0.000282998,-8.77075e-005,-8.33111e-005,-7.52728e-005,-0.000117894,-0.000133714,-0.000166254,-0.000167716,-0.0001823,-0.000182976,-0.000230375,-0.000247129,-0.000231386,-0.00025016,-0.000275919,-0.000274587,-0.000269068,-0.000266578,-7.4901e-006,-8.61031e-006,-1.39037e-005,-2.54696e-005,-5.26418e-005,-3.87519e-005,-2.6081e-005,-1.28718e-005,-1.67226e-005,-5.04989e-005,-3.74658e-005,-0.000141803,-0.000212269,-0.000194796,-0.000199576,-0.000217485,-0.00015001,-0.000151279,-0.000141019,-0.000140254,-0.000132995,-0.000135702,-0.000110009,-0.000116217,-0.000108362,-0.000110229,-6.53432e-005,-6.60959e-005,-9.58406e-005,-0.000102296,
150,-0.000286251,-0.000286249,0,0,-0.000128158,-0.000128145,-0.000274046,-0.000274456,-0.000142725,-0.000138797,-0.000113187,-1.7876e-005,-1.08953e-005,-0.000128143,-0.000128156,-0.000286227,-0.000262155,-0.000286223,-0.000262944,-0.000247185,-0.000230388,-0.000244311,-0.000232297,0,0,-2.18164e-005,-3.38437e-005,-5.51e-005,-4.42892e-005,-0.000204058,-0.00022091,-0.00019596,-0.000212798,-0.000135393,-0.000152152,-0.000185011,-0.000187741,-0.000173352,-0.000173845,-0.000161913,-0.000149625,-0.000120631,-0.000119656,-0.000111278,-0.000105045,-7.45707e-005,-6.35854e-005,-7.58803e-005,-8.9998e-005,-9.22747e-005,-0.0001041,-3.47314e-005,-2.74647e-005,-6.03079e-005,-4.71813e-005,-8.93492e-006,0,0,-0.000286255,-0.000286307,-8.83541e-005,-8.39043e-005,-7.57722e-005,-0.000118999,-0.000135107,-0.000168283,-0.000169773,-0.000184633,-0.000185322,-0.00023342,-0.000250321,-0.000234441,-0.000253375,-0.000279227,-0.000277896,-0.000272366,-0.00026987,-7.52342e-006,-8.64869e-006,-1.39659e-005,-2.55883e-005,-5.29327e-005,-3.89457e-005,-2.62031e-005,-1.29291e-005,-1.67984e-005,-5.07737e-005,-3.76524e-005,-0.000143352,-0.000215094,-0.000197349,-0.00020221,-0.000220378,-0.00015172,-0.000153013,-0.000142552,-0.000141773,-0.000134374,-0.000137133,-0.000110982,-0.000117294,-0.000109308,-0.000111208,-6.57434e-005,-6.65029e-005,-9.65984e-005,-0.000103148,
175,-0.000289299,-0.000289297,0,0,-0.000129507,-0.000129494,-0.000277083,-0.000277495,-0.000144315,-0.000140322,-0.000114299,-1.79881e-005,-1.09625e-005,-0.000129492,-0.000129505,-0.000289278,-0.000265159,-0.000289274,-0.000265953,-0.000250119,-0.000233201,-0.000247227,-0.000235123,0,0,-2.19536e-005,-3.40653e-005,-5.54963e-005,-4.45917e-005,-0.000206589,-0.000223632,-0.000198386,-0.000215433,-0.000136862,-0.0001539,-0.000187281,-0.000190053,-0.000175445,-0.000175946,-0.000163822,-0.000151331,-0.00012186,-0.000120869,-0.000112361,-0.000106034,-7.51643e-005,-6.4063e-005,-7.64881e-005,-9.07799e-005,-9.30872e-005,-0.000105077,-3.49594e-005,-2.76407e-005,-6.07532e-005,-4.75078e-005,-8.99006e-006,0,0,-0.000289304,-0.000289352,-8.91138e-005,-8.46092e-005,-7.63795e-005,-0.000120201,-0.00013657,-0.000170296,-0.00017181,-0.000186898,-0.000187598,-0.000236258,-0.000253274,-0.000237286,-0.000256346,-0.000282271,-0.00028094,-0.000275402,-0.000272901,-7.56991e-006,-8.70219e-006,-1.40525e-005,-2.57512e-005,-5.33087e-005,-3.92051e-005,-2.63703e-005,-1.30091e-005,-1.69034e-005,-5.11307e-005,-3.79025e-005,-0.000144952,-0.000217757,-0.000199793,-0.00020472,-0.000223094,-0.000153461,-0.000154775,-0.00014414,-0.000143347,-0.000135825,-0.000138631,-0.00011206,-0.00011847,-0.000110362,-0.00011229,-6.62429e-005,-6.701e-005,-9.7469e-005,-0.000104111,
200,-0.000292138,-0.000292136,0,0,-0.000130905,-0.000130891,-0.000279913,-0.000280325,-0.000145928,-0.000141876,-0.000115479,-1.81264e-005,-1.10459e-005,-0.000130889,-0.000130903,-0.000292117,-0.000267961,-0.000292113,-0.000268759,-0.000252865,-0.000235849,-0.000249958,-0.000237781,0,0,-2.21228e-005,-3.43347e-005,-5.59628e-005,-4.49542e-005,-0.000209004,-0.000226204,-0.000200713,-0.000217935,-0.000138366,-0.000155651,-0.000189479,-0.000192287,-0.000177493,-0.000178001,-0.000165713,-0.000153045,-0.000123147,-0.000122142,-0.000113513,-0.000107099,-7.58398e-005,-6.46172e-005,-7.71783e-005,-9.16442e-005,-9.39812e-005,-0.000106129,-3.52363e-005,-2.78563e-005,-6.12728e-005,-4.78972e-005,-9.05847e-006,0,0,-0.000292142,-0.000292187,-8.99565e-005,-8.53971e-005,-7.70689e-005,-0.000121464,-0.00013807,-0.000172276,-0.000173809,-0.000189092,-0.000189801,-0.000238926,-0.000256035,-0.00023996,-0.000259122,-0.000285105,-0.000283774,-0.00027823,-0.000275725,-7.62757e-006,-8.76852e-006,-1.41598e-005,-2.59511e-005,-5.37531e-005,-3.95185e-005,-2.65754e-005,-1.31082e-005,-1.70331e-005,-5.15542e-005,-3.82049e-005,-0.000146575,-0.000220281,-0.000202137,-0.000207118,-0.000225663,-0.000155206,-0.000156539,-0.00014575,-0.000144946,-0.000137314,-0.000140161,-0.000113209,-0.000119709,-0.000111486,-0.000113442,-6.68201e-005,-6.75954e-005,-9.84196e-005,-0.00010515,
225,-0.000294804,-0.000294802,0,0,-0.000132327,-0.000132312,-0.000282571,-0.000282984,-0.000147543,-0.00014344,-0.0001167,-1.82853e-005,-1.11421e-005,-0.00013231,-0.000132324,-0.000294785,-0.000270597,-0.000294781,-0.000271399,-0.000255454,-0.000238357,-0.000252534,-0.000240296,0,0,-2.23169e-005,-3.46412e-005,-5.64823e-005,-4.53626e-005,-0.000211316,-0.000228648,-0.000202951,-0.000220319,-0.000139885,-0.000157389,-0.000191605,-0.000194444,-0.00017949,-0.000180004,-0.000167574,-0.00015475,-0.000124468,-0.000123449,-0.000114709,-0.000108212,-7.65748e-005,-6.52282e-005,-7.79282e-005,-9.25658e-005,-9.49313e-005,-0.00010723,-3.55511e-005,-2.81027e-005,-6.18479e-005,-4.83346e-005,-9.13735e-006,0,0,-0.000294808,-0.00029485,-9.08571e-005,-8.62437e-005,-7.78178e-005,-0.000122762,-0.000139584,-0.000174215,-0.000175765,-0.000191215,-0.000191932,-0.00024145,-0.000258636,-0.000242489,-0.000261736,-0.000287768,-0.000286437,-0.000280887,-0.00027838,-7.69402e-006,-8.84495e-006,-1.42833e-005,-2.618e-005,-5.42495e-005,-3.98737e-005,-2.681e-005,-1.32225e-005,-1.71822e-005,-5.20282e-005,-3.85478e-005,-0.000148199,-0.000222685,-0.000204388,-0.000209415,-0.000228104,-0.000156939,-0.000158288,-0.000147363,-0.000146549,-0.000138819,-0.000141702,-0.0001144,-0.000120985,-0.000112656,-0.000114638,-6.74549e-005,-6.82385e-005,-9.94244e-005,-0.000106239,
