
Inspected Vertex: 23
Time,P(Pa)
0,435167
25,435167
50,435163
75,435013
100,434163
125,432005
150,428277
175,423042
200,416521
225,408985
250,400693
275,391866
300,382686
325,373298
350,363813
375,354319
400,344878
425,335540
450,326341
475,317306
500,308453
525,299796
550,291341
575,283094
600,275057
625,267230
650,259612
675,252200
700,244991
725,237982
750,231168
775,224546
800,218111
825,211858
850,205782
875,199880
900,194145
925,188575
950,183163
975,177907
1000,172801
1025,167841
1050,163023
1075,158344
1100,153798
1125,149383
1150,145095
1175,140930
1200,136884
1225,132954
1250,129137
1275,125430
1300,121829
1325,118332
1350,114935
1375,111635
1400,108430
1425,105317
1450,102294
1475,99357.1
1500,96504.7
1525,93734.1
1550,91043.1
1575,88429.4
1600,85890.7
1625,83424.9
1650,81029.9
1675,78703.6
1700,76444.1
1725,74249.5
1750,72117.9
1775,70047.4
1800,68036.5
1825,66083.2
1850,64186
1875,62343.3
1900,60553.5
1925,58815.1
1950,57126.6
1975,55486.5
2000,53893.6
2025,52346.4
2050,50843.6
2075,49383.9
2100,47966.1
2125,46589.1
2150,45251.6
2175,43952.4
2200,42690.6
2225,41465
2250,40274.6
2275,39118.3
2300,37995.3
2325,36904.5
2350,35845
2375,34815.9
2400,33816.4
2425,32845.6
2450,31902.6
2475,30986.7
2500,30097.1
2525,29233.1
2550,28393.8
2575,27578.7
2600,26786.9
2625,26017.9
2650,25270.9
2675,24545.4
2700,23840.8
2725,23156.3
2750,22491.5
2775,21845.8
2800,21218.6
2825,20609.5
2850,20017.8
2875,19443.1
2900,18884.9
2925,18342.7
2950,17816.1
2975,17304.7
3000,16807.9
3025,16325.3
3050,15856.6
3075,15401.4
3100,14959.3
3125,14529.8
3150,14112.7
3175,13707.5
3200,13314
3225,12931.7
3250,12560.5
3275,12199.9
3300,11849.6
3325,11509.4
3350,11179
3375,10858.1
3400,10546.4
3425,10243.6
3450,9949.49
3475,9663.85
3500,9386.41
3525,9116.94
3550,8855.2
3575,8600.98
3600,8354.05
3625,8114.22
3650,7881.26
3675,7655
3700,7435.23
3725,7221.77
3750,7014.44
3775,6813.07
3800,6617.47
3825,6427.49
3850,6242.96
3875,6063.73
3900,5889.65
3925,5720.56
3950,5556.33
3975,5396.81
4000,5241.88
