X Coordinates:
2.89359,3.39258,7.46663,7.932,0,0.424588,6.78069,3.87973,4.29272,1.63785,2.4497,0.849176,8.48649,9.20404,9.60202,5.08081,6.01513,10,

 Time(s),  sigmaYY(Pa) on vertices
0,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,
25,-785.067,-785.066,-785.329,-787.412,-785.069,-785.069,-785.083,-785.064,-785.059,-785.069,-785.068,-785.069,-794.806,-803.606,-820.653,-785.054,-785.04,-830.652,
50,-788.986,-788.985,-791.504,-796.56,-788.987,-788.987,-790.017,-788.982,-788.976,-788.987,-788.986,-788.987,-806.476,-816.034,-830.998,-788.995,-789.171,-838.304,
75,-792.091,-792.09,-797.632,-804.285,-792.089,-792.089,-794.938,-792.089,-792.104,-792.09,-792.09,-792.089,-814.594,-823.775,-837.022,-792.277,-792.948,-843.075,
100,-794.747,-794.755,-803.237,-810.66,-794.738,-794.738,-799.674,-794.773,-794.871,-794.74,-794.743,-794.739,-820.796,-829.462,-841.445,-795.338,-796.652,-846.74,
125,-797.124,-797.162,-808.261,-816.035,-797.091,-797.092,-804.114,-797.23,-797.472,-797.1,-797.109,-797.094,-825.845,-834.027,-845.048,-798.313,-800.275,-849.82,
150,-799.323,-799.417,-812.766,-820.674,-799.234,-799.235,-808.235,-799.567,-799.995,-799.259,-799.28,-799.241,-830.129,-837.883,-848.145,-801.228,-803.777,-852.528,
175,-801.406,-801.581,-816.835,-824.759,-801.218,-801.22,-812.053,-801.836,-802.47,-801.273,-801.318,-801.234,-833.869,-841.249,-850.895,-804.078,-807.132,-854.973,
200,-803.412,-803.687,-820.539,-828.414,-803.081,-803.084,-815.597,-804.061,-804.902,-803.183,-803.262,-803.112,-837.202,-844.256,-853.387,-806.853,-810.333,-857.22,
225,-805.366,-805.752,-823.938,-831.728,-804.849,-804.854,-818.898,-806.25,-807.291,-805.014,-805.138,-804.901,-840.22,-846.988,-855.682,-809.547,-813.38,-859.31,
250,-807.279,-807.784,-827.081,-834.765,-806.544,-806.552,-821.985,-808.405,-809.633,-806.787,-806.965,-806.624,-842.987,-849.5,-857.818,-812.157,-816.28,-861.272,
275,-809.16,-809.784,-830.006,-837.575,-808.184,-808.195,-824.884,-810.525,-811.925,-808.516,-808.753,-808.296,-845.548,-851.835,-859.824,-814.68,-819.043,-863.128,
300,-811.013,-811.754,-832.744,-840.193,-809.78,-809.796,-827.618,-812.61,-814.164,-810.209,-810.51,-809.929,-847.939,-854.022,-861.721,-817.12,-821.679,-864.894,
325,-812.84,-813.693,-835.321,-842.648,-811.345,-811.364,-830.204,-814.656,-816.35,-811.874,-812.241,-811.531,-850.185,-856.085,-863.524,-819.478,-824.198,-866.582,
350,-814.642,-815.603,-837.756,-844.964,-812.885,-812.909,-832.661,-816.664,-818.482,-813.517,-813.949,-813.111,-852.308,-858.041,-865.247,-821.758,-826.61,-868.202,
375,-816.42,-817.481,-840.067,-847.158,-814.407,-814.435,-835,-818.633,-820.561,-815.14,-815.637,-814.672,-854.325,-859.904,-866.899,-823.965,-828.923,-869.762,
