X Coordinates:
2.89359,3.39258,7.46663,7.932,0,0.424588,6.78069,3.87973,4.29272,1.63785,2.4497,0.849176,8.48649,9.20404,9.60202,5.08081,6.01513,10,

 Time(s),  P(Pa) on vertices
0,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,0,
25,293.14,293.14,291.52,285.499,293.14,293.14,293.07,293.141,293.141,293.14,293.14,293.14,262.042,180.963,99.6757,293.144,293.159,0,
50,294.603,294.603,279.592,261.225,294.603,294.603,290.642,294.603,294.602,294.603,294.603,294.603,221.259,135.278,71.168,294.574,294.035,0,
75,295.758,295.75,262.985,238.236,295.761,295.761,282.896,295.724,295.665,295.761,295.76,295.761,193.952,113.173,58.5737,295.179,292.27,0,
100,296.713,296.649,247.182,219.544,296.75,296.75,272.987,296.48,296.178,296.748,296.736,296.749,174.761,99.5724,51.1262,294.535,288.038,0,
125,297.456,297.23,233.298,204.445,297.628,297.627,262.777,296.738,295.978,297.612,297.551,297.626,160.415,90.0892,46.0411,292.656,282.329,0,
150,297.932,297.417,221.292,192.052,298.422,298.42,253.016,296.431,295.051,298.361,298.177,298.412,149.188,82.9744,42.274,289.817,275.941,0,
175,298.1,297.182,210.888,181.691,299.141,299.134,243.956,295.581,293.491,298.979,298.577,299.111,140.101,77.3768,39.3353,286.322,269.36,0,
200,297.947,296.541,201.811,172.883,299.78,299.765,235.645,294.256,291.429,299.447,298.728,299.713,132.556,72.8229,36.959,282.421,262.858,0,
225,297.485,295.538,193.823,165.285,300.326,300.297,228.048,292.544,288.99,299.746,298.622,300.202,126.164,69.0241,34.9859,278.3,256.574,0,
250,296.74,294.226,186.738,158.65,300.761,300.714,221.103,290.529,286.284,299.865,298.267,300.562,120.659,65.7927,33.3137,274.084,250.576,0,
275,295.745,292.661,180.403,152.793,301.068,300.999,214.742,288.286,283.397,299.802,297.682,300.779,115.856,63.0004,31.8729,269.86,244.888,0,
300,294.536,290.893,174.701,147.575,301.233,301.14,208.901,285.878,280.398,299.556,296.886,300.842,111.617,60.5563,30.6148,265.686,239.513,0,
325,293.145,288.965,169.536,142.89,301.248,301.127,203.519,283.353,277.336,299.135,295.904,300.745,107.84,58.3937,29.5039,261.597,234.443,0,
350,291.603,286.914,164.83,138.653,301.105,300.956,198.545,280.752,274.25,298.544,294.756,300.488,104.448,56.4626,28.5136,257.617,229.661,0,
375,289.934,284.769,160.52,134.798,300.803,300.626,193.934,278.104,271.168,297.796,293.464,300.071,101.38,54.7245,27.6236,253.758,225.151,0,
400,288.161,282.556,156.554,131.271,300.345,300.14,189.646,275.433,268.109,296.899,292.046,299.498,98.5874,53.1494,26.8181,250.025,220.892,0,
425,286.304,280.292,152.891,128.029,299.734,299.501,185.646,272.756,265.087,295.866,290.519,298.776,96.0313,51.7133,26.0846,246.422,216.866,0,
450,284.376,277.994,149.492,125.034,298.976,298.718,181.904,270.086,262.111,294.708,288.898,297.913,93.6802,50.3969,25.4129,242.945,213.055,0,
475,282.392,275.673,146.329,122.258,298.08,297.796,178.395,267.432,259.188,293.434,287.194,296.916,91.5083,49.1845,24.7948,239.592,209.443,0,
500,280.362,273.339,143.375,119.675,297.053,296.746,175.094,264.802,256.321,292.056,285.42,295.796,89.4936,48.063,24.2236,236.359,206.012,0,
525,278.295,270.999,140.608,117.263,295.905,295.577,171.983,262.199,253.511,290.584,283.585,294.562,87.6181,47.0217,23.6935,233.239,202.75,0,
550,276.199,268.659,138.008,115.003,294.644,294.297,169.044,259.627,250.759,289.026,281.698,293.222,85.8661,46.0511,23.1998,230.227,199.642,0,
575,274.08,266.323,135.558,112.881,293.281,292.916,166.259,257.088,248.065,287.392,279.767,291.786,84.2245,45.1437,22.7385,227.317,196.675,0,
600,271.944,263.995,133.245,110.882,291.824,291.442,163.617,254.583,245.426,285.69,277.797,290.263,82.6817,44.2926,22.3062,224.502,193.84,0,
625,269.794,261.677,131.055,108.994,290.281,289.884,161.103,252.112,242.843,283.927,275.795,288.661,81.2278,43.492,21.8997,221.778,191.125,0,
650,267.635,259.371,128.977,107.206,288.661,288.251,158.707,249.676,240.312,282.11,273.766,286.988,79.8543,42.737,21.5165,219.138,188.52,0,
675,265.47,257.079,127.001,105.51,286.972,286.55,156.418,247.273,237.831,280.246,271.715,285.251,78.5533,42.0231,21.1544,216.577,186.018,0,
700,263.302,254.803,125.118,103.896,285.221,284.789,154.229,244.904,235.399,278.34,269.645,283.458,77.3183,41.3464,20.8114,214.091,183.61,0,
725,261.133,252.542,123.319,102.359,283.414,282.973,152.13,242.567,233.014,276.397,267.56,281.615,76.1433,40.7036,20.4856,211.673,181.29,0,
750,258.965,250.298,121.598,100.89,281.559,281.11,150.114,240.262,230.672,274.424,265.465,279.727,75.023,40.0916,20.1756,209.32,179.05,0,
775,256.801,248.072,119.948,99.4845,279.66,279.204,148.174,237.989,228.373,272.424,263.36,277.801,73.9526,39.5077,19.8799,207.028,176.884,0,
