Y Coordinates:
2,1.45782,0.258687,0,0.517374,0.91559,

 Time(s),  v(m) on vertices
2000,-1.24142e-007,-9.0488e-008,-1.60567e-008,0,-3.21137e-008,-5.68315e-008,
2025,-1.24224e-007,-9.05481e-008,-1.60674e-008,0,-3.2135e-008,-5.68693e-008,
2050,-1.24306e-007,-9.06077e-008,-1.60779e-008,0,-3.21562e-008,-5.69067e-008,
2075,-1.24387e-007,-9.06668e-008,-1.60884e-008,0,-3.21771e-008,-5.69438e-008,
2100,-1.24467e-007,-9.07253e-008,-1.60988e-008,0,-3.21979e-008,-5.69806e-008,
2125,-1.24547e-007,-9.07833e-008,-1.61091e-008,0,-3.22185e-008,-5.7017e-008,
2150,-1.24626e-007,-9.08407e-008,-1.61193e-008,0,-3.22389e-008,-5.70531e-008,
2175,-1.24704e-007,-9.08977e-008,-1.61294e-008,0,-3.22591e-008,-5.70888e-008,
2200,-1.24781e-007,-9.09541e-008,-1.61394e-008,0,-3.22791e-008,-5.71243e-008,
2225,-1.24858e-007,-9.10101e-008,-1.61493e-008,0,-3.2299e-008,-5.71594e-008,
2250,-1.24934e-007,-9.10655e-008,-1.61592e-008,0,-3.23186e-008,-5.71942e-008,
2275,-1.25009e-007,-9.11204e-008,-1.61689e-008,0,-3.23381e-008,-5.72287e-008,
2300,-1.25084e-007,-9.11748e-008,-1.61786e-008,0,-3.23575e-008,-5.72629e-008,
2325,-1.25158e-007,-9.12288e-008,-1.61882e-008,0,-3.23766e-008,-5.72968e-008,
2350,-1.25231e-007,-9.12822e-008,-1.61976e-008,0,-3.23956e-008,-5.73303e-008,
2375,-1.25304e-007,-9.13352e-008,-1.6207e-008,0,-3.24144e-008,-5.73636e-008,
2400,-1.25376e-007,-9.13877e-008,-1.62164e-008,0,-3.2433e-008,-5.73966e-008,
2425,-1.25447e-007,-9.14397e-008,-1.62256e-008,0,-3.24515e-008,-5.74292e-008,
2450,-1.25518e-007,-9.14913e-008,-1.62347e-008,0,-3.24698e-008,-5.74616e-008,
2475,-1.25588e-007,-9.15423e-008,-1.62438e-008,0,-3.24879e-008,-5.74937e-008,
2500,-1.25658e-007,-9.1593e-008,-1.62528e-008,0,-3.25059e-008,-5.75255e-008,
2525,-1.25726e-007,-9.16432e-008,-1.62617e-008,0,-3.25237e-008,-5.7557e-008,
2550,-1.25795e-007,-9.16929e-008,-1.62705e-008,0,-3.25413e-008,-5.75883e-008,
2575,-1.25862e-007,-9.17422e-008,-1.62793e-008,0,-3.25588e-008,-5.76192e-008,
2600,-1.25929e-007,-9.1791e-008,-1.62879e-008,0,-3.25761e-008,-5.76499e-008,
2625,-1.25996e-007,-9.18394e-008,-1.62965e-008,0,-3.25933e-008,-5.76803e-008,
2650,-1.26061e-007,-9.18874e-008,-1.63051e-008,0,-3.26104e-008,-5.77104e-008,
2675,-1.26127e-007,-9.19349e-008,-1.63135e-008,0,-3.26272e-008,-5.77403e-008,
2700,-1.26191e-007,-9.1982e-008,-1.63218e-008,0,-3.26439e-008,-5.77698e-008,
2725,-1.26255e-007,-9.20287e-008,-1.63301e-008,0,-3.26605e-008,-5.77992e-008,
2750,-1.26319e-007,-9.2075e-008,-1.63383e-008,0,-3.26769e-008,-5.78282e-008,
2775,-1.26382e-007,-9.21208e-008,-1.63465e-008,0,-3.26932e-008,-5.7857e-008,
2800,-1.26444e-007,-9.21662e-008,-1.63545e-008,0,-3.27093e-008,-5.78855e-008,
2825,-1.26506e-007,-9.22113e-008,-1.63625e-008,0,-3.27253e-008,-5.79138e-008,
2850,-1.26567e-007,-9.22559e-008,-1.63705e-008,0,-3.27412e-008,-5.79419e-008,
2875,-1.26628e-007,-9.23001e-008,-1.63783e-008,0,-3.27568e-008,-5.79696e-008,
2900,-1.26688e-007,-9.2344e-008,-1.63861e-008,0,-3.27724e-008,-5.79972e-008,
2925,-1.26747e-007,-9.23874e-008,-1.63938e-008,0,-3.27878e-008,-5.80244e-008,
2950,-1.26807e-007,-9.24304e-008,-1.64014e-008,0,-3.28031e-008,-5.80515e-008,
2975,-1.26865e-007,-9.24731e-008,-1.6409e-008,0,-3.28182e-008,-5.80783e-008,
3000,-1.26923e-007,-9.25154e-008,-1.64165e-008,0,-3.28332e-008,-5.81048e-008,
3025,-1.26981e-007,-9.25573e-008,-1.6424e-008,0,-3.28481e-008,-5.81311e-008,
3050,-1.27038e-007,-9.25988e-008,-1.64313e-008,0,-3.28629e-008,-5.81572e-008,
3075,-1.27094e-007,-9.264e-008,-1.64386e-008,0,-3.28775e-008,-5.81831e-008,
3100,-1.2715e-007,-9.26807e-008,-1.64459e-008,0,-3.28919e-008,-5.82087e-008,
3125,-1.27205e-007,-9.27212e-008,-1.6453e-008,0,-3.29063e-008,-5.82341e-008,
3150,-1.2726e-007,-9.27612e-008,-1.64601e-008,0,-3.29205e-008,-5.82592e-008,
3175,-1.27315e-007,-9.28009e-008,-1.64672e-008,0,-3.29346e-008,-5.82841e-008,
3200,-1.27369e-007,-9.28402e-008,-1.64742e-008,0,-3.29485e-008,-5.83088e-008,
3225,-1.27422e-007,-9.28792e-008,-1.64811e-008,0,-3.29624e-008,-5.83333e-008,
3250,-1.27475e-007,-9.29179e-008,-1.64879e-008,0,-3.29761e-008,-5.83576e-008,
3275,-1.27528e-007,-9.29562e-008,-1.64947e-008,0,-3.29897e-008,-5.83816e-008,
3300,-1.2758e-007,-9.29941e-008,-1.65015e-008,0,-3.30031e-008,-5.84055e-008,
3325,-1.27631e-007,-9.30317e-008,-1.65082e-008,0,-3.30165e-008,-5.84291e-008,
3350,-1.27683e-007,-9.3069e-008,-1.65148e-008,0,-3.30297e-008,-5.84525e-008,
3375,-1.27733e-007,-9.31059e-008,-1.65213e-008,0,-3.30428e-008,-5.84757e-008,
3400,-1.27783e-007,-9.31425e-008,-1.65278e-008,0,-3.30558e-008,-5.84987e-008,
3425,-1.27833e-007,-9.31788e-008,-1.65343e-008,0,-3.30687e-008,-5.85215e-008,
3450,-1.27882e-007,-9.32147e-008,-1.65406e-008,0,-3.30815e-008,-5.8544e-008,
3475,-1.27931e-007,-9.32504e-008,-1.6547e-008,0,-3.30941e-008,-5.85664e-008,
3500,-1.2798e-007,-9.32857e-008,-1.65532e-008,0,-3.31066e-008,-5.85886e-008,
3525,-1.28028e-007,-9.33207e-008,-1.65594e-008,0,-3.31191e-008,-5.86106e-008,
3550,-1.28075e-007,-9.33553e-008,-1.65656e-008,0,-3.31314e-008,-5.86323e-008,
3575,-1.28123e-007,-9.33897e-008,-1.65717e-008,0,-3.31436e-008,-5.86539e-008,
3600,-1.28169e-007,-9.34238e-008,-1.65777e-008,0,-3.31556e-008,-5.86753e-008,
3625,-1.28216e-007,-9.34575e-008,-1.65837e-008,0,-3.31676e-008,-5.86965e-008,
3650,-1.28261e-007,-9.3491e-008,-1.65897e-008,0,-3.31795e-008,-5.87175e-008,
3675,-1.28307e-007,-9.35241e-008,-1.65955e-008,0,-3.31913e-008,-5.87383e-008,
3700,-1.28352e-007,-9.3557e-008,-1.66014e-008,0,-3.32029e-008,-5.8759e-008,
3725,-1.28397e-007,-9.35895e-008,-1.66072e-008,0,-3.32145e-008,-5.87794e-008,
3750,-1.28441e-007,-9.36218e-008,-1.66129e-008,0,-3.32259e-008,-5.87997e-008,
3775,-1.28485e-007,-9.36538e-008,-1.66186e-008,0,-3.32373e-008,-5.88198e-008,
3800,-1.28528e-007,-9.36855e-008,-1.66242e-008,0,-3.32485e-008,-5.88397e-008,
3825,-1.28571e-007,-9.37169e-008,-1.66298e-008,0,-3.32597e-008,-5.88594e-008,
3850,-1.28614e-007,-9.3748e-008,-1.66353e-008,0,-3.32707e-008,-5.88789e-008,
3875,-1.28656e-007,-9.37788e-008,-1.66408e-008,0,-3.32817e-008,-5.88983e-008,
3900,-1.28698e-007,-9.38094e-008,-1.66462e-008,0,-3.32925e-008,-5.89175e-008,
3925,-1.2874e-007,-9.38397e-008,-1.66516e-008,0,-3.33033e-008,-5.89365e-008,
3950,-1.28781e-007,-9.38697e-008,-1.66569e-008,0,-3.33139e-008,-5.89554e-008,
3975,-1.28822e-007,-9.38995e-008,-1.66622e-008,0,-3.33245e-008,-5.89741e-008,
4000,-1.28862e-007,-9.3929e-008,-1.66674e-008,0,-3.33349e-008,-5.89926e-008,
