Y Coordinates:
2,1.45782,0.258687,0,0.517374,0.91559,

 Time(s),  v(m) on vertices
0,-1.10828e-007,-8.07833e-008,-1.43348e-008,0,-2.86697e-008,-5.07364e-008,
25,-1.12265e-007,-8.18307e-008,-1.45207e-008,0,-2.90414e-008,-5.13942e-008,
50,-1.1284e-007,-8.22498e-008,-1.45951e-008,0,-2.91901e-008,-5.16574e-008,
75,-1.13287e-007,-8.25758e-008,-1.46529e-008,0,-2.93058e-008,-5.18621e-008,
100,-1.13667e-007,-8.28529e-008,-1.47021e-008,0,-2.94042e-008,-5.20362e-008,
125,-1.14004e-007,-8.30986e-008,-1.47457e-008,0,-2.94914e-008,-5.21905e-008,
150,-1.1431e-007,-8.33219e-008,-1.47853e-008,0,-2.95706e-008,-5.23307e-008,
175,-1.14593e-007,-8.35282e-008,-1.48219e-008,0,-2.96438e-008,-5.24603e-008,
200,-1.14858e-007,-8.3721e-008,-1.48561e-008,0,-2.97123e-008,-5.25814e-008,
225,-1.15107e-007,-8.39028e-008,-1.48884e-008,0,-2.97768e-008,-5.26956e-008,
250,-1.15344e-007,-8.40754e-008,-1.4919e-008,0,-2.9838e-008,-5.2804e-008,
275,-1.1557e-007,-8.424e-008,-1.49482e-008,0,-2.98964e-008,-5.29074e-008,
300,-1.15786e-007,-8.43979e-008,-1.49762e-008,0,-2.99524e-008,-5.30065e-008,
325,-1.15995e-007,-8.45497e-008,-1.50031e-008,0,-3.00063e-008,-5.31019e-008,
350,-1.16196e-007,-8.46963e-008,-1.50291e-008,0,-3.00583e-008,-5.31939e-008,
375,-1.1639e-007,-8.4838e-008,-1.50542e-008,0,-3.01086e-008,-5.3283e-008,
400,-1.16579e-007,-8.49755e-008,-1.50786e-008,0,-3.01574e-008,-5.33694e-008,
425,-1.16762e-007,-8.51091e-008,-1.51023e-008,0,-3.02048e-008,-5.34533e-008,
450,-1.16941e-007,-8.52391e-008,-1.51254e-008,0,-3.02509e-008,-5.35349e-008,
475,-1.17115e-007,-8.53659e-008,-1.51478e-008,0,-3.02959e-008,-5.36146e-008,
500,-1.17284e-007,-8.54897e-008,-1.51698e-008,0,-3.03398e-008,-5.36923e-008,
525,-1.1745e-007,-8.56107e-008,-1.51912e-008,0,-3.03828e-008,-5.37683e-008,
550,-1.17613e-007,-8.57291e-008,-1.52122e-008,0,-3.04248e-008,-5.38427e-008,
575,-1.17772e-007,-8.5845e-008,-1.52328e-008,0,-3.04659e-008,-5.39155e-008,
600,-1.17928e-007,-8.59588e-008,-1.5253e-008,0,-3.05063e-008,-5.39869e-008,
625,-1.18081e-007,-8.60704e-008,-1.52728e-008,0,-3.05459e-008,-5.4057e-008,
650,-1.18231e-007,-8.618e-008,-1.52922e-008,0,-3.05848e-008,-5.41259e-008,
675,-1.18379e-007,-8.62877e-008,-1.53113e-008,0,-3.0623e-008,-5.41935e-008,
700,-1.18525e-007,-8.63936e-008,-1.53301e-008,0,-3.06606e-008,-5.42601e-008,
725,-1.18668e-007,-8.64979e-008,-1.53486e-008,0,-3.06976e-008,-5.43256e-008,
750,-1.18808e-007,-8.66005e-008,-1.53668e-008,0,-3.0734e-008,-5.439e-008,
775,-1.18947e-007,-8.67017e-008,-1.53848e-008,0,-3.07699e-008,-5.44535e-008,
800,-1.19084e-007,-8.68013e-008,-1.54024e-008,0,-3.08053e-008,-5.45161e-008,
825,-1.19219e-007,-8.68996e-008,-1.54199e-008,0,-3.08401e-008,-5.45778e-008,
850,-1.19352e-007,-8.69965e-008,-1.54371e-008,0,-3.08745e-008,-5.46387e-008,
875,-1.19483e-007,-8.70921e-008,-1.5454e-008,0,-3.09085e-008,-5.46988e-008,
900,-1.19612e-007,-8.71865e-008,-1.54708e-008,0,-3.0942e-008,-5.47581e-008,
925,-1.1974e-007,-8.72797e-008,-1.54873e-008,0,-3.0975e-008,-5.48166e-008,
950,-1.19867e-007,-8.73718e-008,-1.55037e-008,0,-3.10077e-008,-5.48744e-008,
975,-1.19991e-007,-8.74627e-008,-1.55198e-008,0,-3.104e-008,-5.49315e-008,
1000,-1.20115e-007,-8.75526e-008,-1.55357e-008,0,-3.10719e-008,-5.4988e-008,
1025,-1.20236e-007,-8.76414e-008,-1.55515e-008,0,-3.11034e-008,-5.50438e-008,
1050,-1.20357e-007,-8.77292e-008,-1.55671e-008,0,-3.11346e-008,-5.50989e-008,
1075,-1.20476e-007,-8.78161e-008,-1.55825e-008,0,-3.11654e-008,-5.51535e-008,
1100,-1.20594e-007,-8.79019e-008,-1.55977e-008,0,-3.11959e-008,-5.52074e-008,
1125,-1.2071e-007,-8.79869e-008,-1.56128e-008,0,-3.1226e-008,-5.52607e-008,
1150,-1.20826e-007,-8.80709e-008,-1.56277e-008,0,-3.12558e-008,-5.53135e-008,
1175,-1.2094e-007,-8.8154e-008,-1.56425e-008,0,-3.12853e-008,-5.53657e-008,
1200,-1.21053e-007,-8.82363e-008,-1.56571e-008,0,-3.13145e-008,-5.54174e-008,
1225,-1.21164e-007,-8.83177e-008,-1.56715e-008,0,-3.13434e-008,-5.54685e-008,
1250,-1.21275e-007,-8.83983e-008,-1.56858e-008,0,-3.1372e-008,-5.55191e-008,
1275,-1.21384e-007,-8.84781e-008,-1.57e-008,0,-3.14003e-008,-5.55692e-008,
1300,-1.21493e-007,-8.85571e-008,-1.5714e-008,0,-3.14284e-008,-5.56188e-008,
1325,-1.216e-007,-8.86352e-008,-1.57279e-008,0,-3.14561e-008,-5.56679e-008,
1350,-1.21706e-007,-8.87127e-008,-1.57416e-008,0,-3.14836e-008,-5.57166e-008,
1375,-1.21811e-007,-8.87893e-008,-1.57552e-008,0,-3.15108e-008,-5.57647e-008,
1400,-1.21915e-007,-8.88652e-008,-1.57687e-008,0,-3.15377e-008,-5.58124e-008,
1425,-1.22019e-007,-8.89404e-008,-1.5782e-008,0,-3.15644e-008,-5.58596e-008,
1450,-1.22121e-007,-8.90149e-008,-1.57952e-008,0,-3.15908e-008,-5.59064e-008,
1475,-1.22222e-007,-8.90886e-008,-1.58083e-008,0,-3.1617e-008,-5.59527e-008,
1500,-1.22322e-007,-8.91616e-008,-1.58213e-008,0,-3.16429e-008,-5.59985e-008,
1525,-1.22421e-007,-8.9234e-008,-1.58341e-008,0,-3.16686e-008,-5.6044e-008,
1550,-1.2252e-007,-8.93056e-008,-1.58468e-008,0,-3.16941e-008,-5.6089e-008,
1575,-1.22617e-007,-8.93766e-008,-1.58594e-008,0,-3.17193e-008,-5.61336e-008,
1600,-1.22713e-007,-8.9447e-008,-1.58719e-008,0,-3.17442e-008,-5.61777e-008,
1625,-1.22809e-007,-8.95166e-008,-1.58843e-008,0,-3.17689e-008,-5.62215e-008,
1650,-1.22904e-007,-8.95857e-008,-1.58965e-008,0,-3.17934e-008,-5.62648e-008,
1675,-1.22998e-007,-8.9654e-008,-1.59087e-008,0,-3.18177e-008,-5.63078e-008,
1700,-1.23091e-007,-8.97218e-008,-1.59207e-008,0,-3.18418e-008,-5.63503e-008,
1725,-1.23183e-007,-8.97889e-008,-1.59326e-008,0,-3.18656e-008,-5.63925e-008,
1750,-1.23274e-007,-8.98554e-008,-1.59444e-008,0,-3.18892e-008,-5.64343e-008,
1775,-1.23364e-007,-8.99213e-008,-1.59561e-008,0,-3.19126e-008,-5.64757e-008,
1800,-1.23454e-007,-8.99866e-008,-1.59677e-008,0,-3.19357e-008,-5.65167e-008,
1825,-1.23543e-007,-9.00513e-008,-1.59792e-008,0,-3.19587e-008,-5.65573e-008,
1850,-1.23631e-007,-9.01154e-008,-1.59906e-008,0,-3.19815e-008,-5.65976e-008,
1875,-1.23718e-007,-9.0179e-008,-1.60018e-008,0,-3.2004e-008,-5.66375e-008,
1900,-1.23804e-007,-9.02419e-008,-1.6013e-008,0,-3.20263e-008,-5.6677e-008,
1925,-1.2389e-007,-9.03043e-008,-1.60241e-008,0,-3.20485e-008,-5.67162e-008,
1950,-1.23974e-007,-9.03661e-008,-1.6035e-008,0,-3.20704e-008,-5.6755e-008,
1975,-1.24058e-007,-9.04273e-008,-1.60459e-008,0,-3.20921e-008,-5.67934e-008,
