X Coordinates:
0,10,10,0,10,10,7.52846,7.24673,8.62686,9.1107,4.4779,4.2347,5.96874,0,10,8.96036,9.30718,6.11861,7.20553,4.2528,2.59606,2.06611,2.32883,4.95263,4.58686,3.04066,3.64428,8.09558,7.65076,5.41247,5.76828,6.37302,6.69203,8.54177,10,1.1363,0.730264,1.67385,1.40899,0.365132,0,0,0.484365,0,3.87727,9.50052,9.75026,6.78644,6.26949,7.78746,8.16812,5.24558,5.71567,4.74293,2.05055,1.72795,2.39903,2.67351,3.02711,3.5042,1.37517,0.969958,9.75833,9.51701,10,9.73182,9.86994,7.49222,7.12433,8.93386,4.37777,4.05441,5.95188,5.69436,1.39782,8.79335,9.19973,6.01649,5.73003,7.44092,4.53763,4.78736,5.28997,4.99525,4.59757,3.48237,3.3417,3.07366,3.12034,3.09778,3.32231,2.95601,2.75495,2.502,2.616,3.97077,4.21151,3.62475,3.64933,6.96752,6.5397,6.55174,4.99458,5.4451,6.40531,5.92724,6.25879,9.06927,9.47805,9.4372,8.39972,7.9029,9.74205,9.70072,7.72106,8.31007,8.14362,8.69679,9.69211,9.73553,1.09193,1.19688,0.809196,0.851448,0.944306,1.0033,0.536948,0.550978,1.38194,1.51318,1.87061,0.229028,0.271982,2.21105,2.29838,2.67706,2.03612,2.3641,1.89697,1.91433,1.49555,1.70046,0.443975,0.444947,6.33204,5.84374,5.6697,5.58543,3.86977,3.6087,3.75569,4.20397,4.42097,5.25724,4.74388,9.37403,9.01726,9.36984,8.64307,6.21895,6.6984,7.10306,6.67131,7.30611,7.53592,6.9821,7.85453,7.85539,8.32053,
Volumes:
0.0618273,0.0115426,0.0211856,0.0224089,0.0643169,0.0308659,0.0585676,0.0802704,0.0839312,0.0459075,0.0510809,0.0495584,0.0409336,0.116301,0.0435277,0.0435552,0.0275145,0.0510871,0.0703923,0.10749,0.070246,0.061347,0.0626242,0.0980905,0.0809845,0.109952,0.153069,0.105241,0.0909212,0.0701076,0.0446159,0.0304279,0.0810946,0.126534,0.0793158,0.0781363,0.0821945,0.0614125,0.0654381,0.0552816,0.0518492,0.0278823,0.108702,0.112614,0.0501739,0.0584316,0.0325061,0.102282,0.0846103,0.063387,0.0593681,0.114086,0.0661117,0.084753,0.0441769,0.0452734,0.0590533,0.068334,0.0884554,0.0662108,0.0903565,0.0877728,0.0362257,0.0314256,0.0400784,0.0547123,0.0233263,0.140466,0.172823,0.133534,0.125643,0.100266,0.0622632,0.126461,0.17009,0.162345,0.114677,0.167471,0.0635128,0.192307,0.139316,0.0974438,0.179782,0.166839,0.175155,0.08556,0.0950025,0.162845,0.175679,0.164462,0.146756,0.170989,0.126686,0.19145,0.176148,0.192898,0.173147,0.134593,0.312177,0.209583,0.124895,0.141767,0.228554,0.139802,0.103673,0.189204,0.133016,0.185551,0.063593,0.13773,0.247236,0.220995,0.071352,0.128434,0.191928,0.207394,0.125243,0.210177,0.154203,0.0770167,0.121796,0.118279,0.113172,0.1491,0.18237,0.179792,0.119677,0.167809,0.136649,0.180229,0.246008,0.0862875,0.0875012,0.129579,0.144589,0.162669,0.177385,0.174462,0.166892,0.133427,0.138965,0.111741,0.161356,0.193244,0.136217,0.11903,0.173037,0.14446,0.107879,0.0702741,0.0708577,0.148563,0.188213,0.26008,0.180156,0.184241,0.195207,0.181305,0.150616,0.199354,0.187835,0.186784,0.135807,0.141756,0.128713,0.138086,0.15114,0.130813,0.175005,

 Time(s),  sigmaYY(Pa) on vertices
0,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,-774.943,
25,-784.99,-835.002,-836.013,-784.99,-834.512,-835.818,-785.441,-785.179,-792.701,-804.3,-784.99,-784.99,-784.995,-784.99,-836.483,-798.222,-808.552,-784.993,-785.164,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-787.584,-785.76,-784.991,-784.991,-784.996,-785,-792.333,-833.983,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-813.999,-827.42,-785.056,-785.006,-786.343,-787.814,-784.991,-784.992,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-829.874,-819.231,-836.408,-828.928,-834.545,-785.452,-785.166,-800.038,-784.99,-784.99,-784.996,-784.992,-784.99,-797.644,-804.585,-784.992,-784.992,-785.543,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-785.078,-784.998,-785.01,-784.99,-784.99,-785.001,-784.99,-784.989,-804.301,-818.068,-815.595,-790.634,-786.956,-829.078,-825.28,-786.407,-790.275,-787.879,-795.264,-823.253,-827.604,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.994,-784.991,-784.989,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-784.99,-812.233,-803.031,-815.497,-795.049,-785.002,-785.042,-785.191,-785.042,-785.39,-785.454,-785.072,-786.581,-786.625,-788.795,
50,-789.011,-841.329,-842.003,-789.011,-840.903,-841.913,-792.199,-790.86,-805.539,-817.515,-789.012,-789.011,-789.115,-789.011,-842.348,-811.814,-821.471,-789.198,-790.882,-789.012,-789.011,-789.011,-789.011,-789.022,-789.014,-789.011,-789.011,-797.602,-793.314,-789.038,-789.09,-789.367,-789.686,-804.392,-840.458,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-825.435,-835.832,-789.914,-789.363,-794.992,-798.203,-789.028,-789.058,-789.015,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-837.654,-829.843,-842.333,-836.886,-841.021,-792.272,-790.799,-813.017,-789.011,-789.011,-789.111,-789.067,-789.011,-810.587,-817.469,-789.197,-789.098,-792.43,-789.014,-789.017,-789.04,-789.021,-789.015,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.012,-789.011,-789.011,-790.359,-789.526,-789.64,-789.025,-789.052,-789.464,-789.157,-789.249,-816.925,-828.987,-826.519,-802.044,-796.016,-837.064,-833.962,-794.538,-801.469,-797.74,-807.758,-832.431,-835.963,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.011,-789.312,-789.124,-789.088,-789.05,-789.011,-789.011,-789.011,-789.012,-789.014,-789.031,-789.014,-823.786,-815.725,-826.336,-807.742,-789.306,-789.836,-790.892,-789.832,-791.781,-792.159,-790.292,-795.505,-795.506,-799.843,
75,-792.138,-845.542,-846.123,-792.138,-845.211,-846.028,-798.792,-796.599,-814.212,-825.398,-792.167,-792.154,-792.77,-792.138,-846.41,-820.313,-829.007,-793.021,-796.648,-792.154,-792.138,-792.138,-792.138,-792.252,-792.186,-792.139,-792.144,-805.733,-800.361,-792.357,-792.617,-793.548,-794.425,-812.944,-844.812,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.146,-832.197,-841.001,-794.787,-793.504,-802.596,-806.442,-792.318,-792.502,-792.216,-792.138,-792.138,-792.138,-792.139,-792.14,-792.141,-792.138,-792.138,-842.562,-836.091,-846.382,-841.904,-845.296,-798.914,-796.495,-821.186,-792.164,-792.152,-792.754,-792.533,-792.138,-818.996,-825.318,-793.006,-792.638,-799.039,-792.188,-792.21,-792.378,-792.256,-792.196,-792.141,-792.141,-792.139,-792.139,-792.139,-792.14,-792.139,-792.138,-792.138,-792.138,-792.151,-792.156,-792.143,-792.144,-795.716,-793.977,-794.211,-792.266,-792.431,-793.779,-792.868,-793.211,-824.735,-835.38,-833.121,-810.474,-803.738,-842.07,-839.394,-801.812,-809.837,-805.786,-816.185,-838.09,-841.109,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.139,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-792.138,-793.391,-792.767,-792.594,-792.447,-792.146,-792.143,-792.145,-792.16,-792.178,-792.332,-792.206,-830.722,-823.619,-832.916,-816.24,-793.336,-794.629,-796.599,-794.608,-798.053,-798.691,-795.59,-803.225,-803.207,-808.265,
100,-794.796,-848.903,-849.439,-794.796,-848.637,-849.33,-804.689,-801.97,-820.71,-831.104,-794.946,-794.887,-796.394,-794.796,-849.69,-826.509,-834.433,-796.821,-802.039,-794.887,-794.8,-794.797,-794.798,-795.202,-795.01,-794.809,-794.84,-812.277,-806.475,-795.481,-796.059,-797.72,-799.104,-819.45,-848.27,-794.796,-794.796,-794.797,-794.796,-794.796,-794.796,-794.796,-794.796,-794.796,-794.848,-837.153,-844.938,-799.536,-797.625,-808.971,-813.02,-795.387,-795.831,-795.108,-794.798,-794.797,-794.799,-794.803,-794.808,-794.82,-794.797,-794.797,-846.344,-840.688,-849.645,-845.757,-848.691,-804.843,-801.844,-827.19,-794.934,-794.878,-796.361,-795.883,-794.796,-825.208,-831.031,-796.776,-796.086,-804.923,-795.014,-795.081,-795.524,-795.219,-795.034,-794.819,-794.821,-794.807,-794.809,-794.811,-794.818,-794.807,-794.8,-794.799,-794.802,-794.873,-794.897,-794.836,-794.842,-800.832,-798.396,-798.721,-795.237,-795.642,-798.06,-796.519,-797.159,-830.452,-840.066,-837.989,-817.009,-810.132,-845.912,-843.52,-808.017,-816.364,-812.297,-822.508,-842.356,-845.033,-794.797,-794.797,-794.796,-794.796,-794.796,-794.796,-794.796,-794.796,-794.796,-794.797,-794.797,-794.796,-794.796,-794.798,-794.799,-794.802,-794.798,-794.799,-794.797,-794.797,-794.797,-794.797,-794.796,-794.796,-797.457,-796.345,-795.98,-795.693,-794.851,-794.829,-794.842,-794.911,-794.973,-795.417,-795.075,-835.815,-829.411,-837.778,-822.589,-797.342,-799.317,-801.942,-799.286,-803.756,-804.553,-800.668,-809.643,-809.622,-814.871,
125,-797.154,-851.781,-852.284,-797.153,-851.558,-852.168,-809.887,-806.857,-825.928,-835.643,-797.559,-797.421,-799.985,-797.154,-852.509,-831.423,-838.743,-800.559,-806.939,-797.418,-797.176,-797.161,-797.167,-798.052,-797.69,-797.208,-797.296,-817.71,-811.768,-798.548,-799.468,-801.77,-803.543,-824.705,-851.216,-797.154,-797.154,-797.158,-797.156,-797.153,-797.153,-797.153,-797.154,-797.154,-797.322,-841.151,-848.213,-804.011,-801.63,-814.382,-818.462,-798.384,-799.126,-797.883,-797.162,-797.157,-797.168,-797.181,-797.202,-797.24,-797.155,-797.154,-849.506,-844.412,-852.455,-848.971,-851.593,-810.06,-806.722,-831.987,-797.53,-797.4,-799.934,-799.192,-797.155,-830.165,-835.579,-800.48,-799.494,-810.1,-797.695,-797.823,-798.606,-798.084,-797.727,-797.237,-797.245,-797.2,-797.204,-797.214,-797.236,-797.198,-797.176,-797.171,-797.178,-797.379,-797.439,-797.285,-797.302,-805.558,-802.637,-803.024,-798.113,-798.799,-802.188,-800.11,-801.021,-835.018,-843.85,-841.923,-822.336,-815.524,-849.115,-846.93,-813.341,-821.703,-817.718,-827.592,-845.867,-848.299,-797.155,-797.155,-797.154,-797.154,-797.154,-797.154,-797.154,-797.154,-797.155,-797.156,-797.159,-797.153,-797.154,-797.164,-797.167,-797.18,-797.162,-797.168,-797.159,-797.159,-797.156,-797.157,-797.154,-797.154,-801.418,-799.873,-799.311,-798.892,-797.328,-797.267,-797.306,-797.473,-797.601,-798.432,-797.819,-839.918,-834.041,-841.714,-827.685,-801.248,-803.751,-806.809,-803.713,-808.84,-809.73,-805.371,-815.066,-815.045,-820.288,
150,-799.297,-854.34,-854.814,-799.297,-854.145,-854.696,-814.493,-811.284,-830.313,-839.457,-800.095,-799.856,-803.484,-799.297,-855.021,-835.532,-842.367,-804.173,-811.372,-799.847,-799.364,-799.324,-799.341,-800.85,-800.303,-799.441,-799.618,-822.355,-816.408,-801.568,-802.807,-805.628,-807.685,-829.13,-853.824,-799.301,-799.298,-799.313,-799.306,-799.297,-799.297,-799.297,-799.297,-799.297,-799.675,-844.55,-851.065,-808.17,-805.452,-819.068,-823.105,-801.333,-802.362,-800.603,-799.324,-799.31,-799.341,-799.374,-799.424,-799.511,-799.304,-799.299,-852.269,-847.592,-854.963,-851.774,-854.168,-814.678,-811.145,-836.017,-800.045,-799.817,-803.416,-802.437,-799.305,-834.322,-839.399,-804.06,-802.827,-814.685,-800.309,-800.505,-801.636,-800.898,-800.348,-799.504,-799.518,-799.42,-799.43,-799.452,-799.499,-799.417,-799.366,-799.351,-799.368,-799.771,-799.882,-799.598,-799.629,-809.884,-806.634,-807.062,-800.937,-801.902,-806.1,-803.594,-804.732,-838.859,-847.077,-845.271,-826.845,-820.177,-851.909,-849.885,-817.982,-826.231,-822.36,-831.868,-848.899,-851.145,-799.301,-799.302,-799.298,-799.299,-799.3,-799.3,-799.298,-799.298,-799.304,-799.306,-799.318,-799.297,-799.297,-799.333,-799.339,-799.373,-799.325,-799.343,-799.316,-799.316,-799.307,-799.31,-799.297,-799.297,-805.206,-803.307,-802.567,-802.034,-799.683,-799.564,-799.643,-799.942,-800.144,-801.398,-800.501,-843.401,-837.937,-845.067,-831.967,-804.991,-807.882,-811.221,-807.841,-813.38,-814.325,-809.684,-819.748,-819.729,-824.886,
175,-801.28,-856.667,-857.116,-801.279,-856.493,-856.999,-818.616,-815.308,-834.115,-842.775,-802.582,-802.233,-806.853,-801.28,-857.308,-839.088,-845.526,-807.628,-815.4,-802.216,-801.429,-801.346,-801.381,-803.599,-802.871,-801.569,-801.859,-826.42,-820.533,-804.526,-806.042,-809.269,-811.531,-832.972,-856.189,-801.291,-801.285,-801.321,-801.304,-801.28,-801.28,-801.279,-801.281,-801.28,-801.958,-847.538,-853.621,-812.022,-809.066,-823.199,-827.163,-804.224,-805.511,-803.277,-801.345,-801.313,-801.381,-801.446,-801.538,-801.693,-801.299,-801.287,-854.752,-850.401,-857.249,-854.289,-856.508,-818.809,-815.169,-839.518,-802.509,-802.176,-806.772,-805.591,-801.302,-837.925,-842.721,-807.486,-806.054,-818.791,-802.878,-803.14,-804.599,-803.662,-802.919,-801.68,-801.701,-801.532,-801.55,-801.587,-801.668,-801.525,-801.433,-801.402,-801.435,-802.095,-802.266,-801.829,-801.877,-813.846,-810.376,-810.832,-803.709,-804.929,-809.778,-806.942,-808.26,-842.202,-849.921,-848.217,-830.769,-824.272,-854.417,-852.521,-822.094,-830.176,-826.425,-835.581,-851.598,-853.695,-801.292,-801.293,-801.285,-801.286,-801.288,-801.289,-801.283,-801.283,-801.3,-801.305,-801.332,-801.28,-801.28,-801.364,-801.377,-801.445,-801.348,-801.385,-801.329,-801.328,-801.307,-801.315,-801.281,-801.281,-808.793,-806.617,-805.724,-805.098,-801.967,-801.777,-801.908,-802.355,-802.635,-804.302,-803.137,-846.458,-841.328,-848.02,-835.682,-808.544,-811.717,-815.235,-811.673,-817.468,-818.443,-813.638,-823.87,-823.852,-828.894,
200,-803.14,-858.817,-859.244,-803.139,-858.658,-859.13,-822.347,-818.99,-837.487,-845.733,-805.029,-804.569,-810.075,-803.14,-859.425,-842.244,-848.347,-810.915,-819.083,-804.542,-803.409,-803.267,-803.328,-806.29,-805.395,-803.628,-804.047,-830.043,-824.248,-807.403,-809.154,-812.695,-815.103,-836.381,-858.37,-803.164,-803.15,-803.222,-803.189,-803.142,-803.14,-803.139,-803.144,-803.141,-804.194,-850.225,-855.956,-815.595,-812.472,-826.899,-830.776,-807.042,-808.552,-805.9,-803.267,-803.208,-803.329,-803.436,-803.581,-803.817,-803.18,-803.156,-857.026,-852.938,-859.366,-856.589,-858.669,-822.543,-818.851,-842.633,-804.933,-804.492,-809.982,-808.634,-803.185,-841.124,-845.682,-810.747,-809.158,-822.505,-805.401,-805.726,-807.479,-806.366,-805.442,-803.797,-803.825,-803.572,-803.599,-803.655,-803.775,-803.559,-803.416,-803.364,-803.417,-804.371,-804.605,-804.006,-804.072,-817.49,-813.874,-814.348,-806.422,-807.865,-813.23,-810.14,-811.601,-845.182,-852.487,-850.869,-834.256,-827.935,-856.71,-854.92,-825.788,-833.684,-830.05,-838.877,-854.049,-856.026,-803.166,-803.169,-803.151,-803.153,-803.158,-803.16,-803.147,-803.147,-803.183,-803.192,-803.243,-803.141,-803.141,-803.3,-803.322,-803.435,-803.272,-803.335,-803.236,-803.236,-803.195,-803.212,-803.144,-803.143,-812.178,-809.786,-808.767,-808.065,-804.204,-803.934,-804.125,-804.724,-805.079,-807.132,-805.723,-849.203,-844.349,-850.678,-838.98,-811.903,-815.279,-818.909,-815.233,-821.18,-822.171,-817.279,-827.557,-827.541,-832.456,
225,-804.906,-860.826,-861.234,-804.903,-860.678,-861.122,-825.756,-822.38,-840.53,-848.417,-807.431,-806.865,-813.147,-804.906,-861.405,-845.095,-850.914,-814.035,-822.473,-806.829,-805.329,-805.116,-805.209,-808.916,-807.871,-805.638,-806.194,-833.32,-827.632,-810.192,-812.137,-815.919,-818.431,-839.458,-860.403,-804.949,-804.924,-805.044,-804.991,-804.908,-804.906,-804.903,-804.912,-804.906,-806.393,-852.681,-858.118,-818.92,-815.682,-830.255,-834.042,-809.777,-811.478,-808.464,-805.116,-805.023,-805.211,-805.368,-805.575,-805.898,-804.976,-804.934,-859.136,-855.266,-861.346,-858.721,-860.686,-825.953,-822.244,-845.452,-807.313,-806.769,-813.044,-811.56,-804.985,-844.014,-848.368,-813.845,-812.134,-825.9,-807.876,-808.257,-810.266,-809.003,-807.913,-805.872,-805.906,-805.561,-805.6,-805.674,-805.837,-805.542,-805.341,-805.263,-805.34,-806.606,-806.905,-806.142,-806.227,-820.861,-817.15,-817.635,-809.065,-810.7,-816.471,-813.188,-814.761,-847.886,-854.839,-853.295,-837.404,-831.257,-858.837,-857.136,-829.146,-836.852,-833.329,-841.855,-856.308,-858.184,-804.952,-804.958,-804.925,-804.929,-804.938,-804.941,-804.918,-804.918,-804.981,-804.997,-805.078,-804.907,-804.907,-805.168,-805.201,-805.367,-805.124,-805.22,-805.068,-805.069,-805.002,-805.03,-804.912,-804.911,-815.372,-812.812,-811.689,-810.928,-806.401,-806.051,-806.303,-807.052,-807.476,-809.878,-808.254,-851.708,-847.089,-853.11,-841.958,-815.077,-818.597,-822.294,-818.551,-824.582,-825.578,-820.647,-830.899,-830.884,-835.673,
