X Coordinates:
2.89359,3.39258,7.46663,7.932,0,0.424588,6.78069,3.87973,4.29272,1.63785,2.4497,0.849176,8.48649,9.20404,9.60202,5.08081,6.01513,10,

 Time(s),  u(m) on vertices
0,8.07876e-008,9.47193e-008,2.08465e-007,2.21457e-007,0,1.18543e-008,1.89314e-007,1.0832e-007,1.19851e-007,4.57279e-008,6.83945e-008,2.37086e-008,2.36939e-007,2.56972e-007,2.68084e-007,1.41854e-007,1.6794e-007,2.79195e-007,
25,8.18432e-008,9.59568e-008,2.11132e-007,2.24174e-007,0,1.20092e-008,1.91772e-007,1.09735e-007,1.21416e-007,4.63254e-008,6.92881e-008,2.40184e-008,2.39308e-007,2.57243e-007,2.65618e-007,1.43705e-007,1.70128e-007,2.71985e-007,
50,8.22517e-008,9.64358e-008,2.11807e-007,2.24474e-007,0,1.20691e-008,1.92628e-007,1.10283e-007,1.22022e-007,4.65566e-008,6.96339e-008,2.41382e-008,2.38762e-007,2.55249e-007,2.6292e-007,1.44422e-007,1.70962e-007,2.69093e-007,
75,8.25754e-008,9.68155e-008,2.11894e-007,2.24139e-007,0,1.21166e-008,1.93072e-007,1.10717e-007,1.22502e-007,4.67397e-008,6.99079e-008,2.42331e-008,2.37776e-007,2.5343e-007,2.60777e-007,1.44977e-007,1.71545e-007,2.66873e-007,
100,8.28515e-008,9.71382e-008,2.11645e-007,2.23522e-007,0,1.21571e-008,1.93212e-007,1.11083e-007,1.229e-007,4.68961e-008,7.01418e-008,2.43142e-008,2.36673e-007,2.51777e-007,2.58933e-007,1.4541e-007,1.71915e-007,2.64989e-007,
125,8.30936e-008,9.74182e-008,2.11203e-007,2.22771e-007,0,1.21931e-008,1.93137e-007,1.11394e-007,1.23229e-007,4.70348e-008,7.03481e-008,2.43862e-008,2.35549e-007,2.50257e-007,2.57284e-007,1.45731e-007,1.72107e-007,2.63317e-007,
150,8.33064e-008,9.76592e-008,2.10645e-007,2.21955e-007,0,1.22257e-008,1.92912e-007,1.11652e-007,1.23491e-007,4.71597e-008,7.05316e-008,2.44514e-008,2.34435e-007,2.48843e-007,2.55777e-007,1.45949e-007,1.72155e-007,2.61795e-007,
175,8.34906e-008,9.78613e-008,2.10015e-007,2.21107e-007,0,1.22556e-008,1.92581e-007,1.11858e-007,1.23688e-007,4.72723e-008,7.06935e-008,2.45109e-008,2.33346e-007,2.47516e-007,2.54378e-007,1.46074e-007,1.72089e-007,2.60388e-007,
200,8.36458e-008,9.80246e-008,2.09341e-007,2.20246e-007,0,1.22828e-008,1.92172e-007,1.12014e-007,1.23823e-007,4.73728e-008,7.08336e-008,2.45649e-008,2.32283e-007,2.46261e-007,2.53068e-007,1.46119e-007,1.71932e-007,2.59072e-007,
225,8.37715e-008,9.81492e-008,2.08639e-007,2.19383e-007,0,1.23072e-008,1.91708e-007,1.12121e-007,1.23901e-007,4.74606e-008,7.09511e-008,2.46131e-008,2.3125e-007,2.45067e-007,2.51829e-007,1.46095e-007,1.71703e-007,2.5783e-007,
250,8.38677e-008,9.82364e-008,2.07921e-007,2.18523e-007,0,1.23286e-008,1.91203e-007,1.12183e-007,1.23927e-007,4.75349e-008,7.10454e-008,2.46551e-008,2.30244e-007,2.43926e-007,2.5065e-007,1.4601e-007,1.71417e-007,2.5665e-007,
275,8.39348e-008,9.82876e-008,2.07193e-007,2.17671e-007,0,1.23467e-008,1.90667e-007,1.12202e-007,1.23907e-007,4.75952e-008,7.11165e-008,2.46904e-008,2.29264e-007,2.42831e-007,2.49524e-007,1.45873e-007,1.71084e-007,2.55524e-007,
300,8.39737e-008,9.83049e-008,2.06461e-007,2.16828e-007,0,1.23614e-008,1.90108e-007,1.12182e-007,1.23844e-007,4.76411e-008,7.11645e-008,2.47188e-008,2.2831e-007,2.41776e-007,2.48443e-007,1.45693e-007,1.70714e-007,2.54444e-007,
325,8.39856e-008,9.82905e-008,2.05728e-007,2.15996e-007,0,1.23726e-008,1.89533e-007,1.12127e-007,1.23743e-007,4.76724e-008,7.119e-008,2.47399e-008,2.27379e-007,2.40758e-007,2.47402e-007,1.45475e-007,1.70313e-007,2.53404e-007,
350,8.39719e-008,9.82466e-008,2.04996e-007,2.15175e-007,0,1.23801e-008,1.88946e-007,1.1204e-007,1.23609e-007,4.76894e-008,7.11937e-008,2.47537e-008,2.2647e-007,2.39771e-007,2.46397e-007,1.45224e-007,1.69888e-007,2.52401e-007,
375,8.39342e-008,9.81756e-008,2.04268e-007,2.14365e-007,0,1.23839e-008,1.88349e-007,1.11923e-007,1.23444e-007,4.76924e-008,7.11768e-008,2.47602e-008,2.25581e-007,2.38814e-007,2.45423e-007,1.44945e-007,1.69443e-007,2.5143e-007,
400,8.38742e-008,9.80797e-008,2.03543e-007,2.13568e-007,0,1.23843e-008,1.87747e-007,1.11781e-007,1.23254e-007,4.76818e-008,7.11404e-008,2.47596e-008,2.24712e-007,2.37884e-007,2.44479e-007,1.44642e-007,1.68981e-007,2.50488e-007,
425,8.37936e-008,9.79611e-008,2.02824e-007,2.12781e-007,0,1.23812e-008,1.8714e-007,1.11614e-007,1.23039e-007,4.76585e-008,7.10857e-008,2.47522e-008,2.23861e-007,2.36978e-007,2.4356e-007,1.44318e-007,1.68506e-007,2.49573e-007,
450,8.36938e-008,9.78219e-008,2.02111e-007,2.12006e-007,0,1.23748e-008,1.86531e-007,1.11426e-007,1.22804e-007,4.76231e-008,7.1014e-008,2.47383e-008,2.23026e-007,2.36094e-007,2.42665e-007,1.43976e-007,1.6802e-007,2.48682e-007,
475,8.35767e-008,9.76639e-008,2.01404e-007,2.11242e-007,0,1.23653e-008,1.8592e-007,1.1122e-007,1.2255e-007,4.75764e-008,7.09267e-008,2.47183e-008,2.22208e-007,2.35231e-007,2.41792e-007,1.43618e-007,1.67525e-007,2.47813e-007,
500,8.34436e-008,9.74889e-008,2.00703e-007,2.10489e-007,0,1.23529e-008,1.85309e-007,1.10996e-007,1.22279e-007,4.75192e-008,7.0825e-008,2.46926e-008,2.21405e-007,2.34387e-007,2.4094e-007,1.43248e-007,1.67023e-007,2.46965e-007,
525,8.32961e-008,9.72987e-008,2.00009e-007,2.09745e-007,0,1.23379e-008,1.84699e-007,1.10757e-007,1.21995e-007,4.74523e-008,7.07101e-008,2.46615e-008,2.20616e-007,2.3356e-007,2.40106e-007,1.42865e-007,1.66515e-007,2.46135e-007,
550,8.31355e-008,9.70948e-008,1.99321e-007,2.09012e-007,0,1.23203e-008,1.8409e-007,1.10504e-007,1.21697e-007,4.73765e-008,7.05833e-008,2.46255e-008,2.19841e-007,2.32751e-007,2.3929e-007,1.42473e-007,1.66003e-007,2.45323e-007,
575,8.29631e-008,9.68786e-008,1.9864e-007,2.08289e-007,0,1.23005e-008,1.83483e-007,1.1024e-007,1.21388e-007,4.72927e-008,7.04455e-008,2.45851e-008,2.19078e-007,2.31957e-007,2.38491e-007,1.42072e-007,1.65487e-007,2.44528e-007,
600,8.27801e-008,9.66514e-008,1.97965e-007,2.07575e-007,0,1.22785e-008,1.82878e-007,1.09965e-007,1.21069e-007,4.72014e-008,7.0298e-008,2.45405e-008,2.18328e-007,2.31178e-007,2.37706e-007,1.41664e-007,1.64969e-007,2.43748e-007,
625,8.25875e-008,9.64144e-008,1.97298e-007,2.0687e-007,0,1.22547e-008,1.82275e-007,1.0968e-007,1.20741e-007,4.71035e-008,7.01416e-008,2.44922e-008,2.17589e-007,2.30412e-007,2.36936e-007,1.41249e-007,1.6445e-007,2.42982e-007,
650,8.23864e-008,9.61688e-008,1.96636e-007,2.06174e-007,0,1.22291e-008,1.81676e-007,1.09387e-007,1.20406e-007,4.69996e-008,6.99772e-008,2.44405e-008,2.16861e-007,2.2966e-007,2.3618e-007,1.4083e-007,1.63929e-007,2.42231e-007,
675,8.21778e-008,9.59155e-008,1.95982e-007,2.05487e-007,0,1.2202e-008,1.8108e-007,1.09087e-007,1.20065e-007,4.68902e-008,6.98058e-008,2.43858e-008,2.16144e-007,2.28919e-007,2.35437e-007,1.40406e-007,1.63407e-007,2.41492e-007,
700,8.19625e-008,9.56555e-008,1.95333e-007,2.04807e-007,0,1.21735e-008,1.80487e-007,1.08781e-007,1.19718e-007,4.6776e-008,6.96281e-008,2.43283e-008,2.15436e-007,2.28191e-007,2.34705e-007,1.39979e-007,1.62886e-007,2.40765e-007,
725,8.17414e-008,9.53896e-008,1.94691e-007,2.04136e-007,0,1.21437e-008,1.79898e-007,1.08469e-007,1.19366e-007,4.66575e-008,6.94448e-008,2.42684e-008,2.14739e-007,2.27474e-007,2.33985e-007,1.39549e-007,1.62365e-007,2.40049e-007,
750,8.1515e-008,9.51187e-008,1.94056e-007,2.03472e-007,0,1.21128e-008,1.79313e-007,1.08153e-007,1.1901e-007,4.65351e-008,6.92565e-008,2.42063e-008,2.14051e-007,2.26767e-007,2.33277e-007,1.39118e-007,1.61846e-007,2.39345e-007,
775,8.12841e-008,9.48433e-008,1.93426e-007,2.02816e-007,0,1.2081e-008,1.78732e-007,1.07833e-007,1.18651e-007,4.64094e-008,6.9064e-008,2.41422e-008,2.13371e-007,2.2607e-007,2.32578e-007,1.38684e-007,1.61327e-007,2.38651e-007,
800,8.10494e-008,9.45641e-008,1.92802e-007,2.02168e-007,0,1.20482e-008,1.78154e-007,1.07509e-007,1.18289e-007,4.62807e-008,6.88677e-008,2.40765e-008,2.127e-007,2.25384e-007,2.3189e-007,1.3825e-007,1.6081e-007,2.37968e-007,
825,8.08113e-008,9.42818e-008,1.92185e-007,2.01526e-007,0,1.20147e-008,1.77581e-007,1.07183e-007,1.17925e-007,4.61494e-008,6.86681e-008,2.40092e-008,2.12038e-007,2.24706e-007,2.31211e-007,1.37815e-007,1.60295e-007,2.37293e-007,
850,8.05704e-008,9.39968e-008,1.91573e-007,2.00892e-007,0,1.19805e-008,1.77012e-007,1.06854e-007,1.1756e-007,4.60158e-008,6.84658e-008,2.39406e-008,2.11383e-007,2.24037e-007,2.30541e-007,1.3738e-007,1.59782e-007,2.36628e-007,
875,8.03271e-008,9.37096e-008,1.90967e-007,2.00264e-007,0,1.19457e-008,1.76447e-007,1.06524e-007,1.17193e-007,4.58804e-008,6.82611e-008,2.3871e-008,2.10737e-007,2.23377e-007,2.2988e-007,1.36945e-007,1.59272e-007,2.35972e-007,
900,8.00819e-008,9.34207e-008,1.90367e-007,1.99643e-007,0,1.19105e-008,1.75886e-007,1.06192e-007,1.16825e-007,4.57433e-008,6.80545e-008,2.38003e-008,2.10098e-007,2.22726e-007,2.29228e-007,1.3651e-007,1.58763e-007,2.35324e-007,
925,7.98351e-008,9.31304e-008,1.89773e-007,1.99029e-007,0,1.18748e-008,1.75329e-007,1.0586e-007,1.16457e-007,4.56048e-008,6.78462e-008,2.37288e-008,2.09466e-007,2.22082e-007,2.28584e-007,1.36077e-007,1.58258e-007,2.34684e-007,
950,7.9587e-008,9.28392e-008,1.89184e-007,1.98421e-007,0,1.18387e-008,1.74777e-007,1.05526e-007,1.16089e-007,4.54651e-008,6.76366e-008,2.36567e-008,2.08841e-007,2.21446e-007,2.27947e-007,1.35644e-007,1.57755e-007,2.34052e-007,
975,7.93381e-008,9.25473e-008,1.88601e-007,1.97819e-007,0,1.18024e-008,1.7423e-007,1.05193e-007,1.15721e-007,4.53246e-008,6.7426e-008,2.3584e-008,2.08223e-007,2.20817e-007,2.27319e-007,1.35213e-007,1.57255e-007,2.33428e-007,
1000,7.90885e-008,9.22551e-008,1.88023e-007,1.97223e-007,0,1.17658e-008,1.73686e-007,1.0486e-007,1.15354e-007,4.51833e-008,6.72146e-008,2.35108e-008,2.07612e-007,2.20196e-007,2.26697e-007,1.34784e-007,1.56759e-007,2.32811e-007,
1025,7.88386e-008,9.19627e-008,1.87451e-007,1.96633e-007,0,1.1729e-008,1.73147e-007,1.04527e-007,1.14987e-007,4.50416e-008,6.70028e-008,2.34373e-008,2.07007e-007,2.19582e-007,2.26083e-007,1.34356e-007,1.56265e-007,2.32202e-007,
1050,7.85885e-008,9.16706e-008,1.86884e-007,1.96049e-007,0,1.16921e-008,1.72612e-007,1.04195e-007,1.14622e-007,4.48994e-008,6.67906e-008,2.33635e-008,2.06409e-007,2.18975e-007,2.25476e-007,1.3393e-007,1.55775e-007,2.31599e-007,
1075,7.83385e-008,9.13787e-008,1.86322e-007,1.95471e-007,0,1.16551e-008,1.72082e-007,1.03863e-007,1.14257e-007,4.4757e-008,6.65784e-008,2.32895e-008,2.05817e-007,2.18374e-007,2.24875e-007,1.33506e-007,1.55288e-007,2.31003e-007,
1100,7.80888e-008,9.10875e-008,1.85766e-007,1.94899e-007,0,1.16181e-008,1.71556e-007,1.03532e-007,1.13894e-007,4.46145e-008,6.63662e-008,2.32154e-008,2.05232e-007,2.1778e-007,2.24282e-007,1.33085e-007,1.54804e-007,2.30413e-007,
1125,7.78395e-008,9.07969e-008,1.85214e-007,1.94332e-007,0,1.1581e-008,1.71035e-007,1.03203e-007,1.13532e-007,4.4472e-008,6.61543e-008,2.31413e-008,2.04652e-007,2.17192e-007,2.23694e-007,1.32665e-007,1.54324e-007,2.2983e-007,
1150,7.75908e-008,9.05073e-008,1.84668e-007,1.9377e-007,0,1.1544e-008,1.70518e-007,1.02874e-007,1.13172e-007,4.43297e-008,6.59427e-008,2.30673e-008,2.04078e-007,2.1661e-007,2.23113e-007,1.32249e-007,1.53848e-007,2.29254e-007,
1175,7.73429e-008,9.02187e-008,1.84126e-007,1.93214e-007,0,1.15069e-008,1.70005e-007,1.02547e-007,1.12814e-007,4.41877e-008,6.57317e-008,2.29933e-008,2.0351e-007,2.16035e-007,2.22538e-007,1.31834e-007,1.53375e-007,2.28683e-007,
1200,7.70958e-008,8.99313e-008,1.8359e-007,1.92664e-007,0,1.147e-008,1.69496e-007,1.02222e-007,1.12458e-007,4.40459e-008,6.55213e-008,2.29195e-008,2.02947e-007,2.15465e-007,2.21969e-007,1.31423e-007,1.52905e-007,2.28118e-007,
1225,7.68496e-008,8.96452e-008,1.83059e-007,1.92118e-007,0,1.14331e-008,1.68992e-007,1.01898e-007,1.12103e-007,4.39046e-008,6.53117e-008,2.28458e-008,2.02391e-007,2.14901e-007,2.21406e-007,1.31014e-007,1.52439e-007,2.27559e-007,
1250,7.66046e-008,8.93604e-008,1.82532e-007,1.91578e-007,0,1.13963e-008,1.68492e-007,1.01576e-007,1.11751e-007,4.37637e-008,6.51028e-008,2.27723e-008,2.01839e-007,2.14343e-007,2.20848e-007,1.30608e-007,1.51977e-007,2.27006e-007,
