Y Coordinates:
0.2,0,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,

 Time(s),  v(m) on vertices
500,-1.17266e-008,0,-2.34532e-008,-3.51798e-008,-4.69063e-008,-5.86329e-008,-7.03594e-008,-8.2086e-008,-9.38125e-008,-1.05539e-007,-1.17266e-007,
525,-1.17432e-008,0,-2.34864e-008,-3.52296e-008,-4.69728e-008,-5.8716e-008,-7.04591e-008,-8.22023e-008,-9.39455e-008,-1.05689e-007,-1.17432e-007,
550,-1.17595e-008,0,-2.3519e-008,-3.52784e-008,-4.70379e-008,-5.87973e-008,-7.05567e-008,-8.23161e-008,-9.40756e-008,-1.05835e-007,-1.17595e-007,
575,-1.17754e-008,0,-2.35508e-008,-3.53262e-008,-4.71016e-008,-5.8877e-008,-7.06523e-008,-8.24276e-008,-9.42031e-008,-1.05978e-007,-1.17754e-007,
600,-1.1791e-008,0,-2.35821e-008,-3.53731e-008,-4.71641e-008,-5.89551e-008,-7.0746e-008,-8.2537e-008,-9.4328e-008,-1.06119e-007,-1.1791e-007,
625,-1.18064e-008,0,-2.36127e-008,-3.54191e-008,-4.72254e-008,-5.90317e-008,-7.0838e-008,-8.26443e-008,-9.44507e-008,-1.06257e-007,-1.18063e-007,
650,-1.18214e-008,0,-2.36428e-008,-3.54642e-008,-4.72856e-008,-5.9107e-008,-7.09283e-008,-8.27497e-008,-9.45711e-008,-1.06393e-007,-1.18214e-007,
675,-1.18362e-008,0,-2.36724e-008,-3.55086e-008,-4.73448e-008,-5.9181e-008,-7.10171e-008,-8.28533e-008,-9.46895e-008,-1.06526e-007,-1.18362e-007,
700,-1.18508e-008,0,-2.37015e-008,-3.55523e-008,-4.7403e-008,-5.92537e-008,-7.11044e-008,-8.29551e-008,-9.48059e-008,-1.06657e-007,-1.18507e-007,
725,-1.18651e-008,0,-2.37302e-008,-3.55952e-008,-4.74603e-008,-5.93253e-008,-7.11903e-008,-8.30553e-008,-9.49204e-008,-1.06786e-007,-1.18651e-007,
750,-1.18792e-008,0,-2.37584e-008,-3.56375e-008,-4.75167e-008,-5.93958e-008,-7.12749e-008,-8.3154e-008,-9.50332e-008,-1.06912e-007,-1.18792e-007,
775,-1.18931e-008,0,-2.37861e-008,-3.56792e-008,-4.75722e-008,-5.94653e-008,-7.13582e-008,-8.32512e-008,-9.51443e-008,-1.07037e-007,-1.1893e-007,
800,-1.19068e-008,0,-2.38135e-008,-3.57203e-008,-4.7627e-008,-5.95337e-008,-7.14404e-008,-8.3347e-008,-9.52538e-008,-1.07161e-007,-1.19067e-007,
825,-1.19202e-008,0,-2.38405e-008,-3.57607e-008,-4.7681e-008,-5.96012e-008,-7.15213e-008,-8.34415e-008,-9.53618e-008,-1.07282e-007,-1.19202e-007,
850,-1.19336e-008,0,-2.38671e-008,-3.58007e-008,-4.77342e-008,-5.96677e-008,-7.16012e-008,-8.35347e-008,-9.54682e-008,-1.07402e-007,-1.19335e-007,
875,-1.19467e-008,0,-2.38934e-008,-3.58401e-008,-4.77867e-008,-5.97334e-008,-7.168e-008,-8.36266e-008,-9.55733e-008,-1.0752e-007,-1.19467e-007,
900,-1.19597e-008,0,-2.39193e-008,-3.5879e-008,-4.78386e-008,-5.97982e-008,-7.17578e-008,-8.37174e-008,-9.5677e-008,-1.07637e-007,-1.19596e-007,
925,-1.19725e-008,0,-2.39449e-008,-3.59174e-008,-4.78898e-008,-5.98622e-008,-7.18346e-008,-8.3807e-008,-9.57794e-008,-1.07752e-007,-1.19724e-007,
950,-1.19851e-008,0,-2.39702e-008,-3.59553e-008,-4.79404e-008,-5.99254e-008,-7.19105e-008,-8.38955e-008,-9.58806e-008,-1.07866e-007,-1.19851e-007,
975,-1.19976e-008,0,-2.39952e-008,-3.59928e-008,-4.79903e-008,-5.99879e-008,-7.19854e-008,-8.39829e-008,-9.59805e-008,-1.07978e-007,-1.19976e-007,
1000,-1.20099e-008,0,-2.40199e-008,-3.60298e-008,-4.80397e-008,-6.00496e-008,-7.20594e-008,-8.40693e-008,-9.60792e-008,-1.08089e-007,-1.20099e-007,
1025,-1.20221e-008,0,-2.40443e-008,-3.60664e-008,-4.80885e-008,-6.01106e-008,-7.21326e-008,-8.41547e-008,-9.61768e-008,-1.08199e-007,-1.20221e-007,
1050,-1.20342e-008,0,-2.40684e-008,-3.61026e-008,-4.81367e-008,-6.01709e-008,-7.2205e-008,-8.42391e-008,-9.62733e-008,-1.08308e-007,-1.20342e-007,
1075,-1.20461e-008,0,-2.40923e-008,-3.61384e-008,-4.81844e-008,-6.02305e-008,-7.22765e-008,-8.43226e-008,-9.63687e-008,-1.08415e-007,-1.20461e-007,
1100,-1.20579e-008,0,-2.41158e-008,-3.61737e-008,-4.82316e-008,-6.02895e-008,-7.23473e-008,-8.44051e-008,-9.64631e-008,-1.08521e-007,-1.20579e-007,
1125,-1.20696e-008,0,-2.41392e-008,-3.62087e-008,-4.82783e-008,-6.03478e-008,-7.24173e-008,-8.44868e-008,-9.65564e-008,-1.08626e-007,-1.20696e-007,
1150,-1.20811e-008,0,-2.41622e-008,-3.62433e-008,-4.83244e-008,-6.04055e-008,-7.24865e-008,-8.45676e-008,-9.66487e-008,-1.0873e-007,-1.20811e-007,
1175,-1.20925e-008,0,-2.41851e-008,-3.62776e-008,-4.83701e-008,-6.04626e-008,-7.2555e-008,-8.46475e-008,-9.674e-008,-1.08833e-007,-1.20925e-007,
1200,-1.21038e-008,0,-2.42077e-008,-3.63115e-008,-4.84153e-008,-6.05191e-008,-7.26228e-008,-8.47266e-008,-9.68304e-008,-1.08934e-007,-1.21038e-007,
1225,-1.2115e-008,0,-2.423e-008,-3.6345e-008,-4.846e-008,-6.0575e-008,-7.26899e-008,-8.48049e-008,-9.69199e-008,-1.09035e-007,-1.2115e-007,
1250,-1.21261e-008,0,-2.42522e-008,-3.63782e-008,-4.85043e-008,-6.06303e-008,-7.27563e-008,-8.48823e-008,-9.70084e-008,-1.09135e-007,-1.21261e-007,
1275,-1.2137e-008,0,-2.42741e-008,-3.64111e-008,-4.85481e-008,-6.06851e-008,-7.28221e-008,-8.4959e-008,-9.70961e-008,-1.09233e-007,-1.2137e-007,
1300,-1.21479e-008,0,-2.42958e-008,-3.64436e-008,-4.85915e-008,-6.07393e-008,-7.28871e-008,-8.50349e-008,-9.71828e-008,-1.09331e-007,-1.21479e-007,
1325,-1.21586e-008,0,-2.43173e-008,-3.64759e-008,-4.86344e-008,-6.0793e-008,-7.29516e-008,-8.51101e-008,-9.72687e-008,-1.09427e-007,-1.21586e-007,
1350,-1.21693e-008,0,-2.43385e-008,-3.65078e-008,-4.8677e-008,-6.08462e-008,-7.30154e-008,-8.51845e-008,-9.73538e-008,-1.09523e-007,-1.21692e-007,
1375,-1.21798e-008,0,-2.43596e-008,-3.65393e-008,-4.87191e-008,-6.08988e-008,-7.30785e-008,-8.52582e-008,-9.7438e-008,-1.09618e-007,-1.21798e-007,
1400,-1.21902e-008,0,-2.43804e-008,-3.65706e-008,-4.87608e-008,-6.09509e-008,-7.31411e-008,-8.53312e-008,-9.75214e-008,-1.09712e-007,-1.21902e-007,
1425,-1.22005e-008,0,-2.44011e-008,-3.66016e-008,-4.88021e-008,-6.10026e-008,-7.3203e-008,-8.54035e-008,-9.7604e-008,-1.09805e-007,-1.22005e-007,
1450,-1.22108e-008,0,-2.44215e-008,-3.66323e-008,-4.8843e-008,-6.10537e-008,-7.32644e-008,-8.5475e-008,-9.76858e-008,-1.09897e-007,-1.22107e-007,
1475,-1.22209e-008,0,-2.44418e-008,-3.66626e-008,-4.88835e-008,-6.11043e-008,-7.33251e-008,-8.55459e-008,-9.77668e-008,-1.09988e-007,-1.22209e-007,
1500,-1.22309e-008,0,-2.44618e-008,-3.66927e-008,-4.89236e-008,-6.11545e-008,-7.33853e-008,-8.56162e-008,-9.78471e-008,-1.10078e-007,-1.22309e-007,
1525,-1.22408e-008,0,-2.44817e-008,-3.67225e-008,-4.89633e-008,-6.12042e-008,-7.34449e-008,-8.56857e-008,-9.79266e-008,-1.10167e-007,-1.22408e-007,
1550,-1.22507e-008,0,-2.45014e-008,-3.67521e-008,-4.90027e-008,-6.12534e-008,-7.3504e-008,-8.57546e-008,-9.80053e-008,-1.10256e-007,-1.22507e-007,
1575,-1.22604e-008,0,-2.45209e-008,-3.67813e-008,-4.90417e-008,-6.13021e-008,-7.35625e-008,-8.58228e-008,-9.80833e-008,-1.10344e-007,-1.22604e-007,
1600,-1.22701e-008,0,-2.45402e-008,-3.68103e-008,-4.90803e-008,-6.13504e-008,-7.36204e-008,-8.58905e-008,-9.81606e-008,-1.10431e-007,-1.22701e-007,
1625,-1.22797e-008,0,-2.45593e-008,-3.6839e-008,-4.91186e-008,-6.13982e-008,-7.36778e-008,-8.59574e-008,-9.82371e-008,-1.10517e-007,-1.22796e-007,
1650,-1.22891e-008,0,-2.45783e-008,-3.68674e-008,-4.91565e-008,-6.14456e-008,-7.37347e-008,-8.60238e-008,-9.83129e-008,-1.10602e-007,-1.22891e-007,
1675,-1.22985e-008,0,-2.45971e-008,-3.68956e-008,-4.91941e-008,-6.14926e-008,-7.37911e-008,-8.60895e-008,-9.83881e-008,-1.10687e-007,-1.22985e-007,
1700,-1.23078e-008,0,-2.46157e-008,-3.69235e-008,-4.92313e-008,-6.15391e-008,-7.38469e-008,-8.61547e-008,-9.84625e-008,-1.1077e-007,-1.23078e-007,
1725,-1.23171e-008,0,-2.46341e-008,-3.69512e-008,-4.92682e-008,-6.15852e-008,-7.39022e-008,-8.62192e-008,-9.85363e-008,-1.10853e-007,-1.2317e-007,
1750,-1.23262e-008,0,-2.46524e-008,-3.69786e-008,-4.93047e-008,-6.16309e-008,-7.3957e-008,-8.62831e-008,-9.86093e-008,-1.10936e-007,-1.23262e-007,
1775,-1.23352e-008,0,-2.46705e-008,-3.70057e-008,-4.93409e-008,-6.16761e-008,-7.40113e-008,-8.63465e-008,-9.86817e-008,-1.11017e-007,-1.23352e-007,
1800,-1.23442e-008,0,-2.46884e-008,-3.70326e-008,-4.93768e-008,-6.1721e-008,-7.40651e-008,-8.64093e-008,-9.87535e-008,-1.11098e-007,-1.23442e-007,
1825,-1.23531e-008,0,-2.47062e-008,-3.70593e-008,-4.94123e-008,-6.17654e-008,-7.41184e-008,-8.64715e-008,-9.88246e-008,-1.11178e-007,-1.23531e-007,
1850,-1.23619e-008,0,-2.47238e-008,-3.70857e-008,-4.94476e-008,-6.18094e-008,-7.41713e-008,-8.65331e-008,-9.8895e-008,-1.11257e-007,-1.23619e-007,
1875,-1.23706e-008,0,-2.47413e-008,-3.71119e-008,-4.94824e-008,-6.1853e-008,-7.42236e-008,-8.65942e-008,-9.89648e-008,-1.11335e-007,-1.23706e-007,
1900,-1.23793e-008,0,-2.47585e-008,-3.71378e-008,-4.9517e-008,-6.18963e-008,-7.42755e-008,-8.66547e-008,-9.90339e-008,-1.11413e-007,-1.23792e-007,
1925,-1.23878e-008,0,-2.47757e-008,-3.71635e-008,-4.95513e-008,-6.19391e-008,-7.43269e-008,-8.67146e-008,-9.91025e-008,-1.1149e-007,-1.23878e-007,
1950,-1.23963e-008,0,-2.47926e-008,-3.7189e-008,-4.95852e-008,-6.19815e-008,-7.43778e-008,-8.6774e-008,-9.91704e-008,-1.11567e-007,-1.23963e-007,
1975,-1.24047e-008,0,-2.48095e-008,-3.72142e-008,-4.96189e-008,-6.20236e-008,-7.44282e-008,-8.68329e-008,-9.92376e-008,-1.11642e-007,-1.24047e-007,
2000,-1.24131e-008,0,-2.48261e-008,-3.72392e-008,-4.96522e-008,-6.20653e-008,-7.44783e-008,-8.68913e-008,-9.93043e-008,-1.11717e-007,-1.2413e-007,
2025,-1.24213e-008,0,-2.48427e-008,-3.7264e-008,-4.96853e-008,-6.21065e-008,-7.45278e-008,-8.69491e-008,-9.93704e-008,-1.11792e-007,-1.24213e-007,
2050,-1.24295e-008,0,-2.4859e-008,-3.72885e-008,-4.9718e-008,-6.21475e-008,-7.45769e-008,-8.70064e-008,-9.94359e-008,-1.11865e-007,-1.24295e-007,
2075,-1.24376e-008,0,-2.48752e-008,-3.73128e-008,-4.97504e-008,-6.2188e-008,-7.46256e-008,-8.70631e-008,-9.95007e-008,-1.11938e-007,-1.24376e-007,
2100,-1.24456e-008,0,-2.48913e-008,-3.7337e-008,-4.97826e-008,-6.22282e-008,-7.46738e-008,-8.71194e-008,-9.9565e-008,-1.12011e-007,-1.24456e-007,
2125,-1.24536e-008,0,-2.49072e-008,-3.73608e-008,-4.98144e-008,-6.2268e-008,-7.47216e-008,-8.71751e-008,-9.96288e-008,-1.12082e-007,-1.24536e-007,
2150,-1.24615e-008,0,-2.4923e-008,-3.73845e-008,-4.9846e-008,-6.23075e-008,-7.47689e-008,-8.72304e-008,-9.96919e-008,-1.12153e-007,-1.24615e-007,
2175,-1.24693e-008,0,-2.49387e-008,-3.7408e-008,-4.98773e-008,-6.23466e-008,-7.48159e-008,-8.72851e-008,-9.97545e-008,-1.12224e-007,-1.24693e-007,
2200,-1.24771e-008,0,-2.49542e-008,-3.74312e-008,-4.99083e-008,-6.23853e-008,-7.48624e-008,-8.73394e-008,-9.98165e-008,-1.12294e-007,-1.24771e-007,
2225,-1.24848e-008,0,-2.49695e-008,-3.74543e-008,-4.9939e-008,-6.24237e-008,-7.49084e-008,-8.73932e-008,-9.98779e-008,-1.12363e-007,-1.24847e-007,
2250,-1.24924e-008,0,-2.49848e-008,-3.74771e-008,-4.99695e-008,-6.24618e-008,-7.49541e-008,-8.74464e-008,-9.99388e-008,-1.12431e-007,-1.24924e-007,
2275,-1.24999e-008,0,-2.49998e-008,-3.74997e-008,-4.99996e-008,-6.24995e-008,-7.49994e-008,-8.74992e-008,-9.99991e-008,-1.12499e-007,-1.24999e-007,
2300,-1.25074e-008,0,-2.50148e-008,-3.75222e-008,-5.00295e-008,-6.25369e-008,-7.50442e-008,-8.75516e-008,-1.00059e-007,-1.12566e-007,-1.25074e-007,
2325,-1.25148e-008,0,-2.50296e-008,-3.75444e-008,-5.00592e-008,-6.25739e-008,-7.50887e-008,-8.76034e-008,-1.00118e-007,-1.12633e-007,-1.25148e-007,
2350,-1.25221e-008,0,-2.50443e-008,-3.75664e-008,-5.00885e-008,-6.26106e-008,-7.51327e-008,-8.76548e-008,-1.00177e-007,-1.12699e-007,-1.25221e-007,
2375,-1.25294e-008,0,-2.50588e-008,-3.75882e-008,-5.01176e-008,-6.2647e-008,-7.51764e-008,-8.77057e-008,-1.00235e-007,-1.12765e-007,-1.25294e-007,
2400,-1.25366e-008,0,-2.50733e-008,-3.76099e-008,-5.01465e-008,-6.26831e-008,-7.52196e-008,-8.77562e-008,-1.00293e-007,-1.12829e-007,-1.25366e-007,
2425,-1.25438e-008,0,-2.50875e-008,-3.76313e-008,-5.0175e-008,-6.27188e-008,-7.52625e-008,-8.78062e-008,-1.0035e-007,-1.12894e-007,-1.25438e-007,
2450,-1.25508e-008,0,-2.51017e-008,-3.76525e-008,-5.02034e-008,-6.27542e-008,-7.5305e-008,-8.78558e-008,-1.00407e-007,-1.12957e-007,-1.25508e-007,
2475,-1.25579e-008,0,-2.51157e-008,-3.76736e-008,-5.02314e-008,-6.27893e-008,-7.53471e-008,-8.79049e-008,-1.00463e-007,-1.13021e-007,-1.25579e-007,
2500,-1.25648e-008,0,-2.51296e-008,-3.76945e-008,-5.02592e-008,-6.2824e-008,-7.53888e-008,-8.79536e-008,-1.00518e-007,-1.13083e-007,-1.25648e-007,
2525,-1.25717e-008,0,-2.51434e-008,-3.77151e-008,-5.02868e-008,-6.28585e-008,-7.54302e-008,-8.80018e-008,-1.00574e-007,-1.13145e-007,-1.25717e-007,
2550,-1.25785e-008,0,-2.51571e-008,-3.77356e-008,-5.03141e-008,-6.28926e-008,-7.54711e-008,-8.80496e-008,-1.00628e-007,-1.13207e-007,-1.25785e-007,
2575,-1.25853e-008,0,-2.51706e-008,-3.77559e-008,-5.03412e-008,-6.29265e-008,-7.55117e-008,-8.8097e-008,-1.00682e-007,-1.13268e-007,-1.25853e-007,
2600,-1.2592e-008,0,-2.5184e-008,-3.7776e-008,-5.0368e-008,-6.296e-008,-7.5552e-008,-8.8144e-008,-1.00736e-007,-1.13328e-007,-1.2592e-007,
2625,-1.25987e-008,0,-2.51973e-008,-3.7796e-008,-5.03946e-008,-6.29933e-008,-7.55919e-008,-8.81905e-008,-1.00789e-007,-1.13388e-007,-1.25986e-007,
2650,-1.26052e-008,0,-2.52105e-008,-3.78157e-008,-5.0421e-008,-6.30262e-008,-7.56314e-008,-8.82366e-008,-1.00842e-007,-1.13447e-007,-1.26052e-007,
2675,-1.26118e-008,0,-2.52236e-008,-3.78353e-008,-5.04471e-008,-6.30588e-008,-7.56706e-008,-8.82823e-008,-1.00894e-007,-1.13506e-007,-1.26118e-007,
2700,-1.26182e-008,0,-2.52365e-008,-3.78547e-008,-5.0473e-008,-6.30912e-008,-7.57094e-008,-8.83276e-008,-1.00946e-007,-1.13564e-007,-1.26182e-007,
2725,-1.26247e-008,0,-2.52493e-008,-3.7874e-008,-5.04986e-008,-6.31232e-008,-7.57479e-008,-8.83725e-008,-1.00997e-007,-1.13622e-007,-1.26246e-007,
2750,-1.2631e-008,0,-2.5262e-008,-3.7893e-008,-5.0524e-008,-6.3155e-008,-7.5786e-008,-8.84169e-008,-1.01048e-007,-1.13679e-007,-1.2631e-007,
2775,-1.26373e-008,0,-2.52746e-008,-3.79119e-008,-5.05492e-008,-6.31865e-008,-7.58238e-008,-8.8461e-008,-1.01098e-007,-1.13736e-007,-1.26373e-007,
2800,-1.26435e-008,0,-2.52871e-008,-3.79306e-008,-5.05742e-008,-6.32177e-008,-7.58612e-008,-8.85047e-008,-1.01148e-007,-1.13792e-007,-1.26435e-007,
2825,-1.26497e-008,0,-2.52995e-008,-3.79492e-008,-5.05989e-008,-6.32486e-008,-7.58983e-008,-8.8548e-008,-1.01198e-007,-1.13847e-007,-1.26497e-007,
2850,-1.26559e-008,0,-2.53117e-008,-3.79676e-008,-5.06234e-008,-6.32793e-008,-7.59351e-008,-8.85909e-008,-1.01247e-007,-1.13903e-007,-1.26559e-007,
2875,-1.26619e-008,0,-2.53239e-008,-3.79858e-008,-5.06477e-008,-6.33096e-008,-7.59715e-008,-8.86334e-008,-1.01295e-007,-1.13957e-007,-1.26619e-007,
2900,-1.2668e-008,0,-2.53359e-008,-3.80039e-008,-5.06718e-008,-6.33397e-008,-7.60077e-008,-8.86756e-008,-1.01344e-007,-1.14012e-007,-1.26679e-007,
2925,-1.26739e-008,0,-2.53479e-008,-3.80218e-008,-5.06957e-008,-6.33696e-008,-7.60435e-008,-8.87173e-008,-1.01391e-007,-1.14065e-007,-1.26739e-007,
2950,-1.26798e-008,0,-2.53597e-008,-3.80395e-008,-5.07193e-008,-6.33991e-008,-7.60789e-008,-8.87587e-008,-1.01439e-007,-1.14118e-007,-1.26798e-007,
2975,-1.26857e-008,0,-2.53714e-008,-3.80571e-008,-5.07428e-008,-6.34284e-008,-7.61141e-008,-8.87997e-008,-1.01485e-007,-1.14171e-007,-1.26857e-007,
3000,-1.26915e-008,0,-2.5383e-008,-3.80745e-008,-5.0766e-008,-6.34575e-008,-7.61489e-008,-8.88404e-008,-1.01532e-007,-1.14223e-007,-1.26915e-007,
3025,-1.26973e-008,0,-2.53945e-008,-3.80918e-008,-5.0789e-008,-6.34862e-008,-7.61835e-008,-8.88807e-008,-1.01578e-007,-1.14275e-007,-1.26972e-007,
3050,-1.2703e-008,0,-2.54059e-008,-3.81089e-008,-5.08118e-008,-6.35148e-008,-7.62177e-008,-8.89206e-008,-1.01624e-007,-1.14327e-007,-1.27029e-007,
3075,-1.27086e-008,0,-2.54172e-008,-3.81258e-008,-5.08344e-008,-6.3543e-008,-7.62516e-008,-8.89602e-008,-1.01669e-007,-1.14377e-007,-1.27086e-007,
3100,-1.27142e-008,0,-2.54284e-008,-3.81426e-008,-5.08568e-008,-6.3571e-008,-7.62852e-008,-8.89994e-008,-1.01714e-007,-1.14428e-007,-1.27142e-007,
3125,-1.27198e-008,0,-2.54395e-008,-3.81593e-008,-5.0879e-008,-6.35988e-008,-7.63185e-008,-8.90382e-008,-1.01758e-007,-1.14478e-007,-1.27198e-007,
3150,-1.27253e-008,0,-2.54505e-008,-3.81758e-008,-5.0901e-008,-6.36263e-008,-7.63515e-008,-8.90767e-008,-1.01802e-007,-1.14527e-007,-1.27253e-007,
3175,-1.27307e-008,0,-2.54614e-008,-3.81921e-008,-5.09228e-008,-6.36535e-008,-7.63842e-008,-8.91149e-008,-1.01846e-007,-1.14576e-007,-1.27307e-007,
3200,-1.27361e-008,0,-2.54722e-008,-3.82084e-008,-5.09445e-008,-6.36806e-008,-7.64166e-008,-8.91527e-008,-1.01889e-007,-1.14625e-007,-1.27361e-007,
3225,-1.27415e-008,0,-2.54829e-008,-3.82244e-008,-5.09659e-008,-6.37073e-008,-7.64488e-008,-8.91902e-008,-1.01932e-007,-1.14673e-007,-1.27415e-007,
3250,-1.27468e-008,0,-2.54936e-008,-3.82403e-008,-5.09871e-008,-6.37339e-008,-7.64806e-008,-8.92273e-008,-1.01974e-007,-1.14721e-007,-1.27468e-007,
3275,-1.2752e-008,0,-2.55041e-008,-3.82561e-008,-5.10081e-008,-6.37602e-008,-7.65122e-008,-8.92641e-008,-1.02016e-007,-1.14768e-007,-1.2752e-007,
3300,-1.27572e-008,0,-2.55145e-008,-3.82717e-008,-5.1029e-008,-6.37862e-008,-7.65434e-008,-8.93006e-008,-1.02058e-007,-1.14815e-007,-1.27572e-007,
3325,-1.27624e-008,0,-2.55248e-008,-3.82872e-008,-5.10496e-008,-6.3812e-008,-7.65744e-008,-8.93368e-008,-1.02099e-007,-1.14862e-007,-1.27624e-007,
3350,-1.27675e-008,0,-2.55351e-008,-3.83026e-008,-5.10701e-008,-6.38376e-008,-7.66051e-008,-8.93726e-008,-1.0214e-007,-1.14908e-007,-1.27675e-007,
3375,-1.27726e-008,0,-2.55452e-008,-3.83178e-008,-5.10904e-008,-6.3863e-008,-7.66356e-008,-8.94081e-008,-1.02181e-007,-1.14953e-007,-1.27726e-007,
3400,-1.27776e-008,0,-2.55553e-008,-3.83329e-008,-5.11105e-008,-6.38881e-008,-7.66657e-008,-8.94433e-008,-1.02221e-007,-1.14999e-007,-1.27776e-007,
3425,-1.27826e-008,0,-2.55652e-008,-3.83478e-008,-5.11304e-008,-6.3913e-008,-7.66956e-008,-8.94782e-008,-1.02261e-007,-1.15043e-007,-1.27826e-007,
3450,-1.27875e-008,0,-2.55751e-008,-3.83627e-008,-5.11502e-008,-6.39377e-008,-7.67252e-008,-8.95128e-008,-1.023e-007,-1.15088e-007,-1.27875e-007,
3475,-1.27924e-008,0,-2.55849e-008,-3.83773e-008,-5.11698e-008,-6.39622e-008,-7.67546e-008,-8.9547e-008,-1.02339e-007,-1.15132e-007,-1.27924e-007,
3500,-1.27973e-008,0,-2.55946e-008,-3.83919e-008,-5.11892e-008,-6.39864e-008,-7.67837e-008,-8.9581e-008,-1.02378e-007,-1.15176e-007,-1.27973e-007,
3525,-1.28021e-008,0,-2.56042e-008,-3.84063e-008,-5.12084e-008,-6.40105e-008,-7.68125e-008,-8.96146e-008,-1.02417e-007,-1.15219e-007,-1.28021e-007,
3550,-1.28069e-008,0,-2.56137e-008,-3.84206e-008,-5.12274e-008,-6.40343e-008,-7.68411e-008,-8.96479e-008,-1.02455e-007,-1.15262e-007,-1.28069e-007,
3575,-1.28116e-008,0,-2.56232e-008,-3.84347e-008,-5.12463e-008,-6.40579e-008,-7.68694e-008,-8.9681e-008,-1.02493e-007,-1.15304e-007,-1.28116e-007,
3600,-1.28163e-008,0,-2.56325e-008,-3.84488e-008,-5.1265e-008,-6.40813e-008,-7.68975e-008,-8.97137e-008,-1.0253e-007,-1.15346e-007,-1.28163e-007,
