X Coordinates:
5.41247,5.76828,8.96036,9.30718,8.54177,7.20553,7.65076,6.69203,1.1363,1.40899,0.730264,6.11861,6.37302,8.09558,2.59606,3.04066,2.32883,3.64428,4.2528,4.58686,0,0.365132,9.75833,10,1.67385,4.95263,9.51701,2.06611,

 Time(s),  P(Pa) on vertices
0,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,289.359,0,289.359,289.359,289.359,289.359,
25,293.11,293.109,216.541,161.256,261.711,292.369,290.007,293.018,293.11,293.11,293.11,293.1,293.082,282.239,293.11,293.11,293.11,293.11,293.11,293.11,293.11,293.11,61.1042,0,293.11,293.11,117.825,293.11,
50,294.48,294.261,169.637,119.966,218.821,285.12,273.841,291.385,294.612,294.612,294.612,293.709,292.978,253.002,294.612,294.612,294.612,294.611,294.609,294.601,294.612,294.612,43.6923,0,294.612,294.577,85.704,294.612,
75,294.576,293.414,144.047,100.015,190.538,272.19,254.514,284.646,295.779,295.779,295.779,291.269,288.925,227.788,295.778,295.776,295.779,295.759,295.686,295.568,295.779,295.779,35.9474,0,295.779,295.3,70.9103,295.779,
100,292.995,290.4,127.519,87.7118,170.926,258.589,237.315,275.507,296.771,296.771,296.772,286.305,282.256,208.257,296.754,296.725,296.762,296.605,296.241,295.785,296.772,296.772,31.318,0,296.77,294.923,61.9513,296.767,
125,289.996,285.885,115.751,79.1647,156.427,245.962,222.744,265.825,297.647,297.642,297.65,279.983,274.488,192.919,297.553,297.436,297.591,297.05,296.108,295.103,297.651,297.651,28.1545,0,297.635,293.4,55.7867,297.615,
150,286.041,280.539,106.833,72.786,145.178,234.654,210.428,256.419,298.425,298.408,298.439,273.12,266.49,180.558,298.141,297.849,298.245,297.018,295.264,293.586,298.446,298.444,25.8177,0,298.382,290.941,51.2134,298.316,
175,281.525,274.823,99.7762,67.7916,136.133,224.62,199.924,247.597,299.106,299.06,299.144,266.185,258.685,170.355,298.479,297.922,298.692,296.499,293.793,291.397,299.166,299.161,24.0009,0,298.995,287.812,47.6473,298.845,
200,276.727,269.022,94.0132,63.7442,128.66,215.711,190.864,239.444,299.674,299.582,299.756,259.418,251.262,161.761,298.545,297.649,298.906,295.535,291.816,288.713,299.806,299.794,22.5361,0,299.455,284.247,44.7659,299.176,
225,271.834,263.301,89.1923,60.3781,122.352,207.767,182.962,231.949,300.114,299.955,300.261,252.939,244.288,154.402,298.336,297.049,298.879,294.189,289.458,285.687,300.354,300.332,21.3227,0,299.744,280.421,42.3751,299.296,
250,266.962,257.751,85.0824,57.5217,116.937,200.645,176,225.068,300.41,300.167,300.641,246.796,237.775,148.011,297.868,296.156,298.615,292.533,286.825,282.44,300.792,300.756,20.2962,0,299.851,276.462,40.3499,299.201,
275,262.185,252.42,81.5245,55.0581,112.222,194.225,169.812,218.744,300.55,300.208,300.882,241.003,231.705,142.395,297.161,295.009,298.125,290.632,284.004,279.064,301.103,301.05,19.413,0,299.772,272.461,38.6057,298.897,
300,257.544,247.329,78.4054,52.905,108.07,188.405,164.267,212.92,300.528,300.077,300.973,235.552,226.051,137.41,296.241,293.648,297.43,288.542,281.063,275.626,301.273,301.201,18.6427,0,299.51,268.477,37.0832,298.395,
325,253.064,242.482,75.6419,51.0023,104.376,183.102,159.262,207.541,300.34,299.774,300.906,230.428,220.78,132.947,295.134,292.109,296.547,286.313,278.052,272.174,301.292,301.199,17.9632,0,299.071,264.551,35.739,297.708,
350,248.756,237.876,73.1712,49.3049,101.063,178.245,154.718,202.561,299.987,299.304,300.679,225.61,215.858,128.922,293.865,290.425,295.497,283.981,275.012,268.743,301.155,301.04,17.3579,0,298.463,260.709,34.541,296.852,
375,244.622,233.503,70.9452,47.7785,98.0694,173.779,150.568,197.935,299.475,298.674,300.292,221.076,211.255,125.268,292.457,288.623,294.3,281.579,271.97,265.357,300.858,300.721,16.8142,0,297.697,256.968,33.4644,295.843,
400,240.661,229.349,68.9259,46.3961,95.3469,169.653,146.759,193.627,298.808,297.893,299.749,216.805,206.941,121.931,290.929,286.726,292.972,279.13,268.946,262.031,300.405,300.246,16.3224,0,296.783,253.336,32.49,294.695,
425,236.867,225.403,67.0833,45.1366,92.8572,165.829,143.247,189.603,297.995,296.97,299.056,212.775,202.89,118.869,289.299,284.754,291.53,276.652,265.955,258.775,299.798,299.617,15.8747,0,295.733,249.817,31.6027,293.422,
450,233.234,221.65,65.3931,43.9826,90.5688,162.271,139.996,185.834,297.044,295.915,298.219,208.967,199.078,116.045,287.582,282.721,289.987,274.161,263.006,255.595,299.044,298.843,15.4649,0,294.558,246.413,30.7902,292.038,
475,229.753,218.078,63.8352,42.9203,88.4559,158.95,136.975,182.296,295.966,294.739,297.248,205.362,195.483,113.43,285.791,280.64,288.356,271.667,260.106,252.495,298.151,297.931,15.088,0,293.269,243.12,30.0425,290.554,
500,226.416,214.673,62.3932,41.938,86.4972,155.841,134.158,178.965,294.769,293.451,296.151,201.944,192.086,110.999,283.937,278.523,286.649,269.179,257.26,249.475,297.127,296.889,14.7397,0,291.877,239.937,29.3515,288.982,
525,223.215,211.423,61.0534,41.0261,84.6745,152.922,131.522,175.823,293.463,292.061,294.938,198.697,188.869,108.732,282.029,276.377,284.875,266.701,254.468,246.533,295.982,295.727,14.4165,0,290.392,236.859,28.7102,287.332,
550,220.139,208.318,59.804,40.1766,82.9727,150.174,129.049,172.851,292.058,290.579,293.617,195.607,185.817,106.611,280.076,274.211,283.043,264.239,251.731,243.669,294.724,294.453,14.1156,0,288.822,233.881,28.113,285.612,
575,217.182,205.345,58.6352,39.3825,81.3787,147.581,126.722,170.034,290.562,289.014,292.199,192.662,182.915,104.62,278.085,272.029,281.161,261.797,249.05,240.88,293.362,293.078,13.8345,0,287.177,230.998,27.5549,283.83,
600,214.335,202.495,57.5384,38.6378,79.8811,145.127,124.527,167.358,288.985,287.373,290.691,189.849,180.15,102.746,276.062,269.836,279.236,259.375,246.423,238.163,291.907,291.609,13.571,0,285.465,228.205,27.0317,281.995,
625,211.591,199.76,56.5063,37.9376,78.4704,142.8,122.451,164.812,287.333,285.665,289.103,187.158,177.512,100.977,274.013,267.637,277.273,256.976,243.849,235.514,290.365,290.056,13.3234,0,283.692,225.496,26.5398,280.114,
650,208.942,197.129,55.5324,37.2773,77.138,140.588,120.483,162.383,285.616,283.897,287.442,184.578,174.989,99.3044,271.943,265.435,275.279,254.601,241.325,232.93,288.746,288.427,13.09,0,281.867,222.868,26.0762,278.191,
675,206.382,194.596,54.6112,36.6531,75.8765,138.482,118.613,160.062,283.84,282.076,285.717,182.103,172.572,97.7179,269.855,263.233,273.258,252.25,238.851,230.408,287.058,286.729,12.8694,0,279.995,220.314,25.6379,276.233,
700,203.905,192.152,53.7377,36.0616,74.6792,136.471,116.832,157.84,282.012,280.208,283.933,179.722,170.252,96.2099,267.753,261.032,271.215,249.923,236.424,227.945,285.307,284.97,12.6605,0,278.082,217.83,25.2227,274.245,
725,201.504,189.793,52.9076,35.4997,73.5403,134.548,115.133,155.708,280.138,278.299,282.098,177.429,168.023,94.7735,265.642,258.836,269.154,247.622,234.042,225.537,283.501,283.157,12.4621,0,276.134,215.413,24.8285,272.231,
750,199.175,187.51,52.1169,34.9649,72.4548,132.706,113.508,153.66,278.223,276.354,280.217,175.218,165.876,93.4024,263.523,256.646,267.078,245.344,231.703,223.182,281.646,281.296,12.2734,0,274.156,213.056,24.4532,270.196,
775,196.913,185.3,51.3623,34.4547,71.4178,130.938,111.952,151.689,276.274,274.378,278.297,173.081,163.806,92.0911,261.398,254.462,264.99,243.091,229.405,220.876,279.747,279.392,12.0933,0,272.151,210.758,24.0953,268.142,
800,194.713,183.156,50.6406,33.967,70.4254,129.237,110.458,149.789,274.294,272.376,276.342,171.014,161.806,90.8345,259.272,252.287,262.893,240.862,227.146,218.618,277.811,277.451,11.9213,0,270.124,208.514,23.7533,266.075,
825,192.57,181.073,49.949,33.4999,69.4737,127.599,109.022,147.954,272.288,270.352,274.357,169.011,159.872,89.6281,257.145,250.122,260.79,238.657,224.925,216.403,275.842,275.478,11.7566,0,268.079,206.322,23.4258,263.996,
850,190.482,179.049,49.2851,33.0517,68.5596,126.019,107.638,146.179,270.26,268.308,272.347,167.067,157.997,88.4678,255.019,247.967,258.683,236.475,222.74,214.23,273.845,273.478,11.5986,0,266.019,204.177,23.1115,261.908,
875,188.445,177.078,48.6467,32.6208,67.6798,124.492,106.304,144.46,268.214,266.25,270.315,165.18,156.179,87.35,252.896,245.823,256.575,234.316,220.588,212.098,271.825,271.454,11.4468,0,263.946,202.077,22.8095,259.814,
900,186.455,175.157,48.0316,32.2059,66.8317,123.014,105.014,142.793,266.153,264.179,268.266,163.343,154.413,86.2713,250.777,243.691,254.466,232.179,218.47,210.002,269.783,269.411,11.3006,0,261.865,200.019,22.5188,257.717,
