Y Coordinates:
1.32842,1.59689,5.59979,5.7999,5.42631,0.461895,0.64657,0.230948,6,0.85134,2.02705,2.22073,3.26125,3.39386,1.19537,1.06366,3.81712,4.04305,4.20103,4.57482,4.764,4.3868,3,3.095,3.59613,0,4.95317,5.14454,1.87201,2.51863,2.68117,2.8404,

 Time(s),  v(m) on vertices
0,-5.49248e-005,-6.60251e-005,-0.000231529,-0.000239803,-0.000224357,-1.90976e-005,-2.67331e-005,-9.54878e-006,-0.000248076,-3.51995e-005,-8.38104e-005,-9.18185e-005,-0.00013484,-0.000140323,-4.94237e-005,-4.39782e-005,-0.000157823,-0.000167164,-0.000173696,-0.000189151,-0.000196973,-0.000181377,-0.000124038,-0.000127966,-0.000148686,0,-0.000204794,-0.000212707,-7.74002e-005,-0.000104135,-0.000110856,-0.000117439,
25,-5.49657e-005,-6.61322e-005,-0.000271757,-0.000283962,-0.000261339,-1.90989e-005,-2.6736e-005,-9.54921e-006,-0.000296369,-3.52063e-005,-8.42225e-005,-9.25422e-005,-0.000142145,-0.000148995,-4.94491e-005,-4.39937e-005,-0.000171166,-0.000183215,-0.000191736,-0.000212275,-0.000222904,-0.00020188,-0.000128745,-0.000133602,-0.000159535,0,-0.000233664,-0.000244737,-7.76598e-005,-0.000105714,-0.000113195,-0.000120792,
50,-5.5622e-005,-6.72188e-005,-0.000287068,-0.000299416,-0.000276447,-1.91891e-005,-2.68844e-005,-9.58871e-006,-0.00031187,-3.54479e-005,-8.64158e-005,-9.54332e-005,-0.000149929,-0.000157402,-4.99543e-005,-4.43784e-005,-0.000181467,-0.000194451,-0.000203588,-0.00022543,-0.000236617,-0.000214407,-0.000135282,-0.000140595,-0.000168865,0,-0.000247875,-0.000259368,-7.93866e-005,-0.000109883,-0.000118152,-0.000126544,
75,-5.70512e-005,-6.91738e-005,-0.000296047,-0.00030845,-0.00028535,-1.95353e-005,-2.73983e-005,-9.75382e-006,-0.000320923,-3.61817e-005,-8.9402e-005,-9.89396e-005,-0.000155938,-0.000163666,-5.1161e-005,-4.53869e-005,-0.000188495,-0.000201851,-0.000211231,-0.000233582,-0.000244984,-0.000222314,-0.000140773,-0.000146277,-0.000175504,0,-0.000256435,-0.000268088,-8.19766e-005,-0.000114202,-0.000122902,-0.000131686,
100,-5.88715e-005,-7.14671e-005,-0.000302369,-0.000314798,-0.000291636,-2.00891e-005,-2.81904e-005,-1.00261e-005,-0.000327279,-3.72561e-005,-9.24995e-005,-0.000102398,-0.000160831,-0.000168685,-5.27606e-005,-4.67774e-005,-0.000193888,-0.000207423,-0.00021692,-0.000239513,-0.000251018,-0.000228129,-0.000145407,-0.000151007,-0.000180706,0,-0.000262559,-0.000274288,-8.47809e-005,-0.000118182,-0.000127135,-0.000136138,
125,-6.08007e-005,-7.38055e-005,-0.000307344,-0.000319787,-0.000296591,-2.07371e-005,-2.9103e-005,-1.03485e-005,-0.000332272,-3.84676e-005,-9.54738e-005,-0.000105637,-0.000164998,-0.000172925,-5.44873e-005,-4.8305e-005,-0.000198341,-0.000211978,-0.000221542,-0.000244271,-0.000255833,-0.000232821,-0.000149424,-0.000155079,-0.000185052,0,-0.000267425,-0.000279195,-8.75313e-005,-0.000121783,-0.000130902,-0.000140044,
150,-6.26912e-005,-7.6054e-005,-0.000311521,-0.000323973,-0.000300755,-2.14022e-005,-3.00332e-005,-1.06812e-005,-0.000336462,-3.96903e-005,-9.8248e-005,-0.000108618,-0.00016865,-0.000176626,-5.61943e-005,-4.98281e-005,-0.000202182,-0.000215886,-0.000225492,-0.000248309,-0.000259908,-0.000236817,-0.000152976,-0.000158669,-0.000188822,0,-0.000271532,-0.000283329,-9.01246e-005,-0.00012504,-0.000134281,-0.000143521,
175,-6.44764e-005,-7.81571e-005,-0.000315159,-0.000327617,-0.000304384,-2.20447e-005,-3.09289e-005,-1.10035e-005,-0.000340108,-4.0862e-005,-0.000100802,-0.000111345,-0.000171905,-0.000179916,-5.78135e-005,-5.12789e-005,-0.000205576,-0.000219328,-0.000228965,-0.000251846,-0.000263471,-0.000240324,-0.000156157,-0.000161877,-0.000192164,0,-0.000275119,-0.000286936,-9.2526e-005,-0.000127991,-0.000137328,-0.000146644,
200,-6.61316e-005,-8.00974e-005,-0.00031839,-0.000330854,-0.000307608,-2.26474e-005,-3.17675e-005,-1.13061e-005,-0.000343346,-4.19564e-005,-0.00010314,-0.000113832,-0.000174833,-0.000182873,-5.93182e-005,-5.26298e-005,-0.000208615,-0.000222406,-0.000232068,-0.000254999,-0.000266645,-0.000243453,-0.000159025,-0.000164768,-0.000195161,0,-0.000278311,-0.000290143,-9.473e-005,-0.000130668,-0.000140086,-0.000149466,
225,-6.76518e-005,-8.1875e-005,-0.000321293,-0.000333761,-0.000310505,-2.32042e-005,-3.25417e-005,-1.15859e-005,-0.000346254,-4.29654e-005,-0.000105272,-0.000116096,-0.00017748,-0.000185544,-6.07018e-005,-5.38735e-005,-0.000211356,-0.000225179,-0.000234862,-0.000257835,-0.000269499,-0.000246269,-0.000161622,-0.000167383,-0.000197867,0,-0.000281181,-0.000293025,-9.67436e-005,-0.0001331,-0.000142588,-0.000152022,
