Y Coordinates:
3.72535,3.97102,0.214318,0.428636,5.60475,5.80228,5.29974,1.1287,1.44004,0,1.80685,2.18792,4.88104,5.08735,2.45953,2.6227,0.65825,0.831958,6,2.81106,3,3.23348,3.46647,4.25013,4.56597,

 Time(s),  v(m) on vertices
0,-0.000154029,-0.000164186,-8.86121e-006,-1.77224e-005,-0.000231734,-0.000239901,-0.000219124,-4.66672e-005,-5.954e-005,0,-7.47061e-005,-9.04618e-005,-0.000201812,-0.000210342,-0.000101692,-0.000108438,-2.7216e-005,-3.43982e-005,-0.000248076,-0.000116226,-0.000124038,-0.000133691,-0.000143325,-0.000175726,-0.000188785,
25,-0.000166328,-0.000179363,-8.86177e-006,-1.7724e-005,-0.000272087,-0.000284123,-0.000253853,-4.66901e-005,-5.96068e-005,0,-7.49078e-005,-9.11433e-005,-0.000229568,-0.000241436,-0.000103065,-0.000110467,-2.72199e-005,-3.44055e-005,-0.000296377,-0.000119395,-0.000128758,-0.000140724,-0.000152776,-0.000194397,-0.000211809,
50,-0.000176238,-0.000190314,-8.89937e-006,-1.78104e-005,-0.000287394,-0.000299578,-0.000268767,-4.71409e-005,-6.04356e-005,0,-7.64472e-005,-9.39174e-005,-0.000243594,-0.000255945,-0.00010697,-0.000115143,-2.73769e-005,-3.46412e-005,-0.000311881,-0.000125006,-0.0001353,-0.000148383,-0.000161525,-0.000206445,-0.000224932,
75,-0.000183112,-0.000197604,-9.05337e-006,-1.8134e-005,-0.000296378,-0.000308618,-0.0002776,-4.825e-005,-6.20778e-005,0,-7.88733e-005,-9.7334e-005,-0.000252086,-0.000264623,-0.00011113,-0.000119744,-2.79058e-005,-3.53556e-005,-0.000320939,-0.000130079,-0.000140793,-0.000154341,-0.000167929,-0.000214168,-0.000233075,
100,-0.000188429,-0.000203122,-9.30635e-006,-1.86491e-005,-0.000302702,-0.000314968,-0.000283854,-4.97443e-005,-6.40923e-005,0,-8.15546e-005,-0.00010073,-0.000258179,-0.000270804,-0.00011501,-0.000123891,-2.87149e-005,-3.64035e-005,-0.000327299,-0.000134491,-0.000145427,-0.000159208,-0.000173016,-0.000219895,-0.000239003,
125,-0.000192839,-0.000207647,-9.60558e-006,-1.92506e-005,-0.000307678,-0.000319959,-0.000288791,-5.13698e-005,-6.61913e-005,0,-8.42104e-005,-0.000103923,-0.000263026,-0.0002757,-0.000118544,-0.000127602,-2.96446e-005,-3.75866e-005,-0.000332294,-0.000138372,-0.000149443,-0.000163359,-0.000177295,-0.000224538,-0.000243758,
150,-0.000196651,-0.000211534,-9.91426e-006,-1.98676e-005,-0.000311855,-0.000324145,-0.000292943,-5.29831e-005,-6.82313e-005,0,-8.67269e-005,-0.000106869,-0.000267121,-0.000279826,-0.00012175,-0.00013094,-3.05913e-005,-3.87814e-005,-0.000336484,-0.00014183,-0.000152995,-0.000167001,-0.00018102,-0.000228501,-0.000247793,
175,-0.000200023,-0.00021496,-1.02132e-005,-2.04636e-005,-0.000315492,-0.000327788,-0.000296562,-5.45164e-005,-7.015e-005,0,-8.90631e-005,-0.000109567,-0.000270699,-0.000283426,-0.00012466,-0.000133955,-3.15023e-005,-3.99267e-005,-0.000340129,-0.000144939,-0.000156175,-0.000170247,-0.000184329,-0.000231983,-0.000251328,
200,-0.000203044,-0.000218025,-1.0494e-005,-2.10224e-005,-0.000318723,-0.000331024,-0.000299778,-5.59426e-005,-7.19251e-005,0,-9.12101e-005,-0.000112028,-0.000273883,-0.000286628,-0.000127303,-0.000136686,-3.23552e-005,-4.09966e-005,-0.000343367,-0.000147749,-0.000159042,-0.000173168,-0.0001873,-0.000235092,-0.000254479,
225,-0.00020577,-0.000220788,-1.07535e-005,-2.15388e-005,-0.000321624,-0.00033393,-0.000302668,-5.72547e-005,-7.35538e-005,0,-9.31729e-005,-0.00011427,-0.000276745,-0.000289505,-0.000129704,-0.000139164,-3.31423e-005,-4.19832e-005,-0.000346274,-0.000150295,-0.000161638,-0.000175809,-0.000189983,-0.000237892,-0.000257313,
250,-0.000208238,-0.000223287,-1.09915e-005,-2.20121e-005,-0.000324244,-0.000336554,-0.000305278,-5.84551e-005,-7.50415e-005,0,-9.49627e-005,-0.00011631,-0.000279332,-0.000292105,-0.000131886,-0.000141415,-3.38637e-005,-4.28868e-005,-0.000348899,-0.000152606,-0.000163992,-0.000178203,-0.000192414,-0.000240424,-0.000259875,
275,-0.000210476,-0.000225554,-1.1209e-005,-2.24444e-005,-0.000326619,-0.000338931,-0.000307643,-5.955e-005,-7.63975e-005,0,-9.65925e-005,-0.000118165,-0.000281677,-0.000294461,-0.00013387,-0.000143461,-3.45223e-005,-4.37115e-005,-0.000351278,-0.000154705,-0.00016613,-0.000180377,-0.000194619,-0.000242719,-0.000262198,
300,-0.00021251,-0.000227613,-1.14071e-005,-2.28383e-005,-0.000328773,-0.000341089,-0.00030979,-6.05471e-005,-7.76319e-005,0,-9.80753e-005,-0.000119853,-0.000283805,-0.000296599,-0.000135674,-0.00014532,-3.51223e-005,-4.44628e-005,-0.000353437,-0.000156612,-0.000168073,-0.000182351,-0.000196623,-0.000244804,-0.000264306,
325,-0.000214357,-0.000229483,-1.15875e-005,-2.31969e-005,-0.00033073,-0.000343049,-0.00031174,-6.14545e-005,-7.8755e-005,0,-9.94241e-005,-0.000121387,-0.000285737,-0.000298541,-0.000137313,-0.000147009,-3.56684e-005,-4.51466e-005,-0.000355397,-0.000158345,-0.000169838,-0.000184145,-0.000198443,-0.000246697,-0.000266221,
350,-0.000216036,-0.000231183,-1.17516e-005,-2.35231e-005,-0.000332509,-0.00034483,-0.000313511,-6.22798e-005,-7.97764e-005,0,-0.000100651,-0.000122782,-0.000287494,-0.000300306,-0.000138804,-0.000148546,-3.61653e-005,-4.57686e-005,-0.000357179,-0.000159921,-0.000171443,-0.000185776,-0.000200098,-0.000248418,-0.000267962,
375,-0.000217562,-0.000232728,-1.19008e-005,-2.38197e-005,-0.000334125,-0.000346448,-0.000315122,-6.30304e-005,-8.07052e-005,0,-0.000101766,-0.00012405,-0.000289091,-0.00030191,-0.000140159,-0.000149942,-3.66171e-005,-4.63343e-005,-0.000358798,-0.000161354,-0.000172902,-0.000187258,-0.000201602,-0.000249982,-0.000269544,
400,-0.00021895,-0.000234133,-1.20365e-005,-2.40895e-005,-0.000335594,-0.00034792,-0.000316586,-6.37128e-005,-8.15497e-005,0,-0.00010278,-0.000125204,-0.000290542,-0.000303368,-0.000141391,-0.000151212,-3.7028e-005,-4.68487e-005,-0.00036027,-0.000162656,-0.000174228,-0.000188606,-0.00020297,-0.000251404,-0.000270982,
425,-0.000220211,-0.00023541,-1.21599e-005,-2.43348e-005,-0.00033693,-0.000349257,-0.000317916,-6.43333e-005,-8.23176e-005,0,-0.000103702,-0.000126252,-0.000291861,-0.000304694,-0.000142511,-0.000152366,-3.74016e-005,-4.73164e-005,-0.000361608,-0.000163841,-0.000175434,-0.000189831,-0.000204213,-0.000252697,-0.000272289,
450,-0.000221358,-0.000236571,-1.22721e-005,-2.45578e-005,-0.000338144,-0.000350473,-0.000319126,-6.48975e-005,-8.30157e-005,0,-0.00010454,-0.000127205,-0.000293061,-0.000305899,-0.000143529,-0.000153416,-3.77412e-005,-4.77416e-005,-0.000362825,-0.000164917,-0.00017653,-0.000190945,-0.000205343,-0.000253872,-0.000273478,
475,-0.0002224,-0.000237626,-1.23741e-005,-2.47606e-005,-0.000339248,-0.000351579,-0.000320226,-6.54104e-005,-8.36504e-005,0,-0.000105302,-0.000128072,-0.000294151,-0.000306994,-0.000144455,-0.00015437,-3.805e-005,-4.81282e-005,-0.000363931,-0.000165896,-0.000177526,-0.000191957,-0.000206371,-0.000254941,-0.000274559,
500,-0.000223348,-0.000238586,-1.24668e-005,-2.49449e-005,-0.000340252,-0.000352584,-0.000321226,-6.58767e-005,-8.42274e-005,0,-0.000105995,-0.00012886,-0.000295143,-0.00030799,-0.000145297,-0.000155237,-3.83308e-005,-4.84797e-005,-0.000364937,-0.000166786,-0.000178432,-0.000192878,-0.000207305,-0.000255912,-0.000275541,
525,-0.00022421,-0.000239458,-1.25511e-005,-2.51125e-005,-0.000341165,-0.000353498,-0.000322135,-6.63007e-005,-8.47521e-005,0,-0.000106624,-0.000129576,-0.000296044,-0.000308896,-0.000146062,-0.000156026,-3.8586e-005,-4.87992e-005,-0.000365851,-0.000167595,-0.000179256,-0.000193715,-0.000208154,-0.000256795,-0.000276434,
550,-0.000224994,-0.000240251,-1.26278e-005,-2.52649e-005,-0.000341994,-0.000354328,-0.000322962,-6.66861e-005,-8.5229e-005,0,-0.000107197,-0.000130227,-0.000296864,-0.000309719,-0.000146758,-0.000156743,-3.88181e-005,-4.90898e-005,-0.000366682,-0.00016833,-0.000180005,-0.000194476,-0.000208926,-0.000257598,-0.000277246,
575,-0.000225706,-0.000240972,-1.26975e-005,-2.54034e-005,-0.000342749,-0.000355084,-0.000323713,-6.70365e-005,-8.56627e-005,0,-0.000107718,-0.000130819,-0.000297609,-0.000310468,-0.00014739,-0.000157395,-3.90291e-005,-4.93539e-005,-0.000367438,-0.000168999,-0.000180686,-0.000195168,-0.000209628,-0.000258328,-0.000277985,
600,-0.000226353,-0.000241628,-1.27608e-005,-2.55293e-005,-0.000343434,-0.00035577,-0.000324397,-6.73551e-005,-8.60569e-005,0,-0.000108191,-0.000131358,-0.000298286,-0.000311149,-0.000147965,-0.000157987,-3.92209e-005,-4.95941e-005,-0.000368125,-0.000169607,-0.000181305,-0.000195797,-0.000210267,-0.000258992,-0.000278656,
625,-0.000226942,-0.000242224,-1.28184e-005,-2.56438e-005,-0.000344058,-0.000356395,-0.000325018,-6.76448e-005,-8.64154e-005,0,-0.000108621,-0.000131847,-0.000298902,-0.000311767,-0.000148488,-0.000158526,-3.93953e-005,-4.98124e-005,-0.000368749,-0.00017016,-0.000181868,-0.000196369,-0.000210847,-0.000259595,-0.000279266,
650,-0.000227477,-0.000242766,-1.28708e-005,-2.57479e-005,-0.000344625,-0.000356962,-0.000325582,-6.79082e-005,-8.67412e-005,0,-0.000109013,-0.000132292,-0.000299462,-0.00031233,-0.000148964,-0.000159016,-3.95539e-005,-5.00109e-005,-0.000369317,-0.000170662,-0.000182379,-0.000196889,-0.000211374,-0.000260143,-0.000279821,
675,-0.000227964,-0.000243258,-1.29184e-005,-2.58426e-005,-0.00034514,-0.000357478,-0.000326096,-6.81476e-005,-8.70375e-005,0,-0.000109368,-0.000132696,-0.000299971,-0.000312841,-0.000149396,-0.000159461,-3.9698e-005,-5.01913e-005,-0.000369833,-0.000171119,-0.000182845,-0.000197362,-0.000211854,-0.000260642,-0.000280325,
700,-0.000228407,-0.000243706,-1.29617e-005,-2.59286e-005,-0.000345608,-0.000357947,-0.000326563,-6.83652e-005,-8.73069e-005,0,-0.000109692,-0.000133064,-0.000300433,-0.000313306,-0.000149789,-0.000159866,-3.98291e-005,-5.03554e-005,-0.000370303,-0.000171534,-0.000183267,-0.000197791,-0.00021229,-0.000261096,-0.000280784,
725,-0.000228809,-0.000244114,-1.3001e-005,-2.60069e-005,-0.000346034,-0.000358374,-0.000326987,-6.85631e-005,-8.75517e-005,0,-0.000109986,-0.000133399,-0.000300854,-0.000313729,-0.000150146,-0.000160235,-3.99482e-005,-5.05046e-005,-0.000370729,-0.000171912,-0.000183652,-0.000198182,-0.000212687,-0.000261508,-0.000281201,
750,-0.000229174,-0.000244484,-1.30368e-005,-2.6078e-005,-0.000346422,-0.000358762,-0.000327373,-6.87431e-005,-8.77744e-005,0,-0.000110253,-0.000133703,-0.000301237,-0.000314113,-0.000150471,-0.000160569,-4.00565e-005,-5.06402e-005,-0.000371117,-0.000172255,-0.000184002,-0.000198537,-0.000213047,-0.000261883,-0.00028158,
775,-0.000229507,-0.00024482,-1.30693e-005,-2.61426e-005,-0.000346774,-0.000359114,-0.000327724,-6.89066e-005,-8.79768e-005,0,-0.000110496,-0.000133979,-0.000301584,-0.000314463,-0.000150766,-0.000160873,-4.0155e-005,-5.07635e-005,-0.00037147,-0.000172567,-0.000184319,-0.00019886,-0.000213375,-0.000262223,-0.000281924,
800,-0.000229809,-0.000245126,-1.30989e-005,-2.62014e-005,-0.000347094,-0.000359435,-0.000328042,-6.90553e-005,-8.81608e-005,0,-0.000110717,-0.00013423,-0.000301901,-0.00031478,-0.000151034,-0.00016115,-4.02445e-005,-5.08756e-005,-0.000371791,-0.000172851,-0.000184608,-0.000199154,-0.000213673,-0.000262533,-0.000282238,
825,-0.000230084,-0.000245405,-1.31258e-005,-2.62549e-005,-0.000347385,-0.000359726,-0.000328332,-6.91906e-005,-8.83281e-005,0,-0.000110918,-0.000134459,-0.000302188,-0.000315069,-0.000151278,-0.000161402,-4.0326e-005,-5.09775e-005,-0.000372082,-0.000173109,-0.000184871,-0.000199421,-0.000213943,-0.000262815,-0.000282523,
850,-0.000230334,-0.000245658,-1.31502e-005,-2.63035e-005,-0.000347649,-0.000359991,-0.000328596,-6.93135e-005,-8.84802e-005,0,-0.0001111,-0.000134666,-0.000302449,-0.000315332,-0.0001515,-0.00016163,-4.04e-005,-5.10701e-005,-0.000372347,-0.000173344,-0.00018511,-0.000199663,-0.00021419,-0.000263071,-0.000282782,
875,-0.000230561,-0.000245887,-1.31725e-005,-2.63476e-005,-0.00034789,-0.000360232,-0.000328836,-6.94252e-005,-8.86185e-005,0,-0.000111267,-0.000134855,-0.000302687,-0.00031557,-0.000151702,-0.000161838,-4.04672e-005,-5.11544e-005,-0.000372588,-0.000173557,-0.000185327,-0.000199884,-0.000214414,-0.000263304,-0.000283017,
900,-0.000230768,-0.000246097,-1.31927e-005,-2.63878e-005,-0.000348109,-0.000360451,-0.000329054,-6.95268e-005,-8.87443e-005,0,-0.000111417,-0.000135027,-0.000302903,-0.000315788,-0.000151885,-0.000162027,-4.05284e-005,-5.12309e-005,-0.000372807,-0.000173751,-0.000185524,-0.000200085,-0.000214617,-0.000263515,-0.000283231,
925,-0.000230955,-0.000246287,-1.3211e-005,-2.64243e-005,-0.000348307,-0.00036065,-0.000329252,-6.96192e-005,-8.88586e-005,0,-0.000111555,-0.000135183,-0.000303099,-0.000315985,-0.000152052,-0.000162199,-4.0584e-005,-5.13006e-005,-0.000373007,-0.000173927,-0.000185704,-0.000200267,-0.000214802,-0.000263708,-0.000283426,
950,-0.000231126,-0.000246459,-1.32277e-005,-2.64575e-005,-0.000348488,-0.000360831,-0.000329432,-6.97032e-005,-8.89625e-005,0,-0.000111679,-0.000135325,-0.000303278,-0.000316164,-0.000152204,-0.000162355,-4.06346e-005,-5.13639e-005,-0.000373188,-0.000174087,-0.000185867,-0.000200433,-0.00021497,-0.000263883,-0.000283603,
975,-0.000231281,-0.000246617,-1.32429e-005,-2.64877e-005,-0.000348652,-0.000360996,-0.000329595,-6.97795e-005,-8.9057e-005,0,-0.000111793,-0.000135454,-0.00030344,-0.000316327,-0.000152341,-0.000162497,-4.06806e-005,-5.14214e-005,-0.000373352,-0.000174233,-0.000186015,-0.000200584,-0.000215123,-0.000264042,-0.000283763,
1000,-0.000231422,-0.000246759,-1.32567e-005,-2.65151e-005,-0.000348802,-0.000361145,-0.000329744,-6.9849e-005,-8.91429e-005,0,-0.000111896,-0.000135571,-0.000303588,-0.000316476,-0.000152467,-0.000162626,-4.07224e-005,-5.14737e-005,-0.000373502,-0.000174365,-0.00018615,-0.000200721,-0.000215262,-0.000264186,-0.00028391,
1025,-0.000231551,-0.000246889,-1.32693e-005,-2.65401e-005,-0.000348938,-0.000361281,-0.00032988,-6.99121e-005,-8.9221e-005,0,-0.00011199,-0.000135678,-0.000303722,-0.00031661,-0.000152581,-0.000162744,-4.07604e-005,-5.15213e-005,-0.000373638,-0.000174486,-0.000186273,-0.000200845,-0.000215389,-0.000264318,-0.000284043,
1050,-0.000231667,-0.000247007,-1.32807e-005,-2.65628e-005,-0.000349061,-0.000361405,-0.000330003,-6.99694e-005,-8.9292e-005,0,-0.000112075,-0.000135775,-0.000303844,-0.000316733,-0.000152684,-0.000162851,-4.07949e-005,-5.15646e-005,-0.000373762,-0.000174595,-0.000186384,-0.000200959,-0.000215504,-0.000264437,-0.000284163,
1075,-0.000231773,-0.000247115,-1.32911e-005,-2.65834e-005,-0.000349173,-0.000361517,-0.000330115,-7.00216e-005,-8.93565e-005,0,-0.000112153,-0.000135863,-0.000303955,-0.000316844,-0.000152778,-0.000162948,-4.08263e-005,-5.16039e-005,-0.000373874,-0.000174695,-0.000186486,-0.000201062,-0.000215608,-0.000264546,-0.000284273,
1100,-0.00023187,-0.000247212,-1.33005e-005,-2.66021e-005,-0.000349276,-0.00036162,-0.000330216,-7.0069e-005,-8.94152e-005,0,-0.000112223,-0.000135943,-0.000304056,-0.000316946,-0.000152864,-0.000163036,-4.08549e-005,-5.16396e-005,-0.000373977,-0.000174785,-0.000186578,-0.000201155,-0.000215703,-0.000264645,-0.000284373,
1125,-0.000231957,-0.000247301,-1.33091e-005,-2.66192e-005,-0.000349368,-0.000361713,-0.000330309,-7.01122e-005,-8.94686e-005,0,-0.000112287,-0.000136016,-0.000304147,-0.000317038,-0.000152942,-0.000163116,-4.08808e-005,-5.16721e-005,-0.00037407,-0.000174868,-0.000186662,-0.00020124,-0.00021579,-0.000264734,-0.000284464,
1150,-0.000232037,-0.000247382,-1.33169e-005,-2.66347e-005,-0.000349453,-0.000361797,-0.000330393,-7.01514e-005,-8.95171e-005,0,-0.000112345,-0.000136082,-0.000304231,-0.000317122,-0.000153012,-0.000163189,-4.09044e-005,-5.17017e-005,-0.000374154,-0.000174942,-0.000186738,-0.000201318,-0.000215868,-0.000264816,-0.000284547,
1175,-0.000232109,-0.000247455,-1.3324e-005,-2.66488e-005,-0.000349529,-0.000361874,-0.000330469,-7.0187e-005,-8.95612e-005,0,-0.000112398,-0.000136142,-0.000304306,-0.000317198,-0.000153077,-0.000163255,-4.09259e-005,-5.17285e-005,-0.000374231,-0.00017501,-0.000186807,-0.000201388,-0.00021594,-0.00026489,-0.000284622,
1200,-0.000232175,-0.000247522,-1.33304e-005,-2.66616e-005,-0.000349599,-0.000361944,-0.000330539,-7.02194e-005,-8.96013e-005,0,-0.000112446,-0.000136197,-0.000304375,-0.000317267,-0.000153135,-0.000163315,-4.09454e-005,-5.17529e-005,-0.000374301,-0.000175072,-0.00018687,-0.000201452,-0.000216005,-0.000264958,-0.00028469,
1225,-0.000232235,-0.000247582,-1.33363e-005,-2.66732e-005,-0.000349663,-0.000362007,-0.000330602,-7.02489e-005,-8.96377e-005,0,-0.00011249,-0.000136247,-0.000304438,-0.00031733,-0.000153188,-0.00016337,-4.09631e-005,-5.17752e-005,-0.000374364,-0.000175128,-0.000186927,-0.00020151,-0.000216064,-0.000265019,-0.000284752,
1250,-0.00023229,-0.000247637,-1.33416e-005,-2.66838e-005,-0.00034972,-0.000362065,-0.000330659,-7.02756e-005,-8.96709e-005,0,-0.00011253,-0.000136292,-0.000304495,-0.000317387,-0.000153237,-0.00016342,-4.09792e-005,-5.17953e-005,-0.000374422,-0.00017518,-0.000186979,-0.000201563,-0.000216117,-0.000265075,-0.000284809,
1275,-0.000232339,-0.000247687,-1.33464e-005,-2.66934e-005,-0.000349773,-0.000362117,-0.000330711,-7.03e-005,-8.9701e-005,0,-0.000112566,-0.000136333,-0.000304547,-0.000317439,-0.000153281,-0.000163465,-4.09939e-005,-5.18137e-005,-0.000374475,-0.000175226,-0.000187027,-0.000201611,-0.000216166,-0.000265126,-0.00028486,
1300,-0.000232384,-0.000247733,-1.33508e-005,-2.67022e-005,-0.00034982,-0.000362165,-0.000330759,-7.03221e-005,-8.97284e-005,0,-0.000112599,-0.000136371,-0.000304594,-0.000317486,-0.000153321,-0.000163507,-4.10072e-005,-5.18304e-005,-0.000374522,-0.000175268,-0.00018707,-0.000201655,-0.00021621,-0.000265172,-0.000284906,
1325,-0.000232425,-0.000247774,-1.33548e-005,-2.67101e-005,-0.000349864,-0.000362208,-0.000330802,-7.03422e-005,-8.97533e-005,0,-0.000112629,-0.000136405,-0.000304637,-0.000317529,-0.000153357,-0.000163544,-4.10194e-005,-5.18455e-005,-0.000374566,-0.000175307,-0.000187109,-0.000201695,-0.000216251,-0.000265214,-0.000284949,
1350,-0.000232462,-0.000247812,-1.33585e-005,-2.67174e-005,-0.000349903,-0.000362248,-0.000330841,-7.03605e-005,-8.97759e-005,0,-0.000112656,-0.000136435,-0.000304675,-0.000317568,-0.00015339,-0.000163578,-4.10304e-005,-5.18593e-005,-0.000374605,-0.000175342,-0.000187144,-0.000201731,-0.000216287,-0.000265252,-0.000284987,
1375,-0.000232496,-0.000247846,-1.33618e-005,-2.6724e-005,-0.000349939,-0.000362284,-0.000330877,-7.03772e-005,-8.97965e-005,0,-0.000112681,-0.000136464,-0.000304711,-0.000317604,-0.00015342,-0.000163609,-4.10404e-005,-5.18719e-005,-0.000374641,-0.000175373,-0.000187177,-0.000201764,-0.000216321,-0.000265287,-0.000285022,
1400,-0.000232527,-0.000247877,-1.33648e-005,-2.67299e-005,-0.000349971,-0.000362316,-0.000330909,-7.03923e-005,-8.98152e-005,0,-0.000112703,-0.000136489,-0.000304743,-0.000317636,-0.000153447,-0.000163637,-4.10495e-005,-5.18833e-005,-0.000374674,-0.000175402,-0.000187206,-0.000201793,-0.000216351,-0.000265318,-0.000285054,
