Y Coordinates:
1.47975,1.71036,1.33907,5.00004,5.21378,5.45063,0.465398,0.609274,0.335328,3.27376,3.54752,3.80039,1.95679,2.21472,2.47315,5.72496,6,4.665,4.79905,4.52638,0,0.167664,4.05441,4.2995,2.73657,3,0.831158,1.21665,1.03483,

 Time(s),  v(m) on vertices
0,-6.11816e-005,-7.07166e-005,-5.53652e-005,-0.000206732,-0.000215569,-0.000225362,-1.92424e-005,-2.51911e-005,-1.38645e-005,-0.000135357,-0.000146676,-0.000157131,-8.09057e-005,-9.15699e-005,-0.000102255,-0.000236704,-0.000248076,-0.000192879,-0.000198422,-0.000187148,0,-6.93225e-006,-0.000167634,-0.000177767,-0.000113146,-0.000124038,-3.43651e-005,-5.03035e-005,-4.27859e-005,
25,-6.12534e-005,-7.08689e-005,-5.5409e-005,-0.000236366,-0.000248772,-0.000262769,-1.92439e-005,-2.51937e-005,-1.38654e-005,-0.000142798,-0.000157001,-0.000170278,-8.12232e-005,-9.22657e-005,-0.000103649,-0.000279367,-0.000296356,-0.000217345,-0.000224897,-0.000209611,0,-6.93261e-006,-0.000183833,-0.000197103,-0.000115794,-0.000128761,-3.43712e-005,-5.03317e-005,-4.28003e-005,
50,-6.2138e-005,-7.21931e-005,-5.60863e-005,-0.000250689,-0.000263546,-0.000277926,-1.93371e-005,-2.5329e-005,-1.3927e-005,-0.000150639,-0.00016611,-0.000180509,-8.31834e-005,-9.51286e-005,-0.000107614,-0.000294784,-0.00031187,-0.000230769,-0.000238707,-0.000222602,0,-6.96135e-006,-0.000195113,-0.00020932,-0.000121029,-0.000135292,-3.46003e-005,-5.08637e-005,-4.31651e-005,
75,-6.38555e-005,-7.43996e-005,-5.7538e-005,-0.00025929,-0.000272318,-0.000286844,-1.96882e-005,-2.58068e-005,-1.41723e-005,-0.000156671,-0.000172659,-0.00018751,-8.59853e-005,-9.86191e-005,-0.000111814,-0.000303802,-0.000320924,-0.000239022,-0.00024711,-0.000230688,0,-7.08098e-006,-0.00020253,-0.000217105,-0.000125922,-0.000140781,-3.53082e-005,-5.21068e-005,-4.41347e-005,
100,-6.59396e-005,-7.69018e-005,-5.93774e-005,-0.000265433,-0.000278542,-0.000293137,-2.02475e-005,-2.65494e-005,-1.45707e-005,-0.000161575,-0.000177817,-0.000192888,-8.89511e-005,-0.000102068,-0.00011572,-0.000310141,-0.00032728,-0.000245001,-0.000253159,-0.000236587,0,-7.27844e-006,-0.000208109,-0.000222861,-0.000130236,-0.000145414,-3.63524e-005,-5.37417e-005,-4.54812e-005,
125,-6.80996e-005,-7.94121e-005,-6.13225e-005,-0.000270308,-0.000283463,-0.000298095,-2.09006e-005,-2.7408e-005,-1.50398e-005,-0.000165748,-0.000182137,-0.000197334,-9.1827e-005,-0.0001053,-0.000119271,-0.000315125,-0.000332273,-0.000249786,-0.000257983,-0.000241327,0,-7.51239e-006,-0.000212669,-0.00022752,-0.000134055,-0.00014943,-3.75336e-005,-5.55004e-005,-4.69654e-005,
150,-7.01933e-005,-8.18061e-005,-6.32267e-005,-0.000274422,-0.000287605,-0.000302262,-2.15706e-005,-2.82846e-005,-1.55227e-005,-0.000169404,-0.000185891,-0.000201169,-9.45227e-005,-0.000108277,-0.000122491,-0.000319308,-0.000336462,-0.000253841,-0.000262063,-0.000245353,0,-7.75389e-006,-0.000216579,-0.000231494,-0.000137471,-0.000152981,-3.87276e-005,-5.72365e-005,-4.84476e-005,
175,-7.21597e-005,-8.40361e-005,-6.50241e-005,-0.000278014,-0.000291218,-0.000305892,-2.22177e-005,-2.91294e-005,-1.59899e-005,-0.000172662,-0.00018922,-0.00020456,-9.70114e-005,-0.000111001,-0.000125411,-0.00032295,-0.000340108,-0.00025739,-0.000265631,-0.000248882,0,-7.98785e-006,-0.000220023,-0.000234986,-0.000140547,-0.000156161,-3.98726e-005,-5.88819e-005,-4.98605e-005,
200,-7.39778e-005,-8.6089e-005,-6.66901e-005,-0.00028121,-0.00029443,-0.000309118,-2.28244e-005,-2.99207e-005,-1.64284e-005,-0.000175593,-0.000192208,-0.000207596,-9.92918e-005,-0.000113484,-0.000128063,-0.000326185,-0.000343347,-0.000260553,-0.000268808,-0.000252028,0,-8.20758e-006,-0.000223102,-0.000238102,-0.000143329,-0.000159029,-4.09425e-005,-6.04103e-005,-5.11768e-005,
225,-7.56452e-005,-8.79676e-005,-6.82201e-005,-0.000284082,-0.000297316,-0.000312015,-2.3385e-005,-3.06513e-005,-1.68336e-005,-0.000178242,-0.000194905,-0.000210334,-0.000101374,-0.000115745,-0.000130472,-0.00032909,-0.000346255,-0.000263397,-0.000271665,-0.000254859,0,-8.41075e-006,-0.000225877,-0.000240908,-0.000145852,-0.000161625,-4.19291e-005,-6.18155e-005,-5.23888e-005,
250,-7.71681e-005,-8.96815e-005,-6.96185e-005,-0.000286678,-0.000299923,-0.000314632,-2.38989e-005,-3.1321e-005,-1.72053e-005,-0.000180644,-0.000197349,-0.000212813,-0.00010327,-0.000117803,-0.000132662,-0.000331714,-0.000348881,-0.000265968,-0.000274246,-0.000257418,0,-8.59709e-006,-0.000228387,-0.000243445,-0.000148142,-0.00016398,-4.28328e-005,-6.31005e-005,-5.34981e-005,
275,-7.85561e-005,-9.12425e-005,-7.08934e-005,-0.00028903,-0.000302286,-0.000317004,-2.43683e-005,-3.19325e-005,-1.75447e-005,-0.000182823,-0.000199566,-0.000215062,-0.000104997,-0.000119675,-0.000134652,-0.000334092,-0.000351261,-0.000268299,-0.000276587,-0.000259739,0,-8.76729e-006,-0.000230664,-0.000245747,-0.000150223,-0.000166119,-4.36577e-005,-6.42725e-005,-5.45101e-005,
300,-7.98195e-005,-9.2663e-005,-7.20542e-005,-0.000291165,-0.000304431,-0.000319156,-2.47959e-005,-3.24896e-005,-1.7854e-005,-0.000184804,-0.00020158,-0.000217104,-0.000106567,-0.000121377,-0.000136461,-0.000336249,-0.00035342,-0.000270415,-0.000278711,-0.000261845,0,-8.9224e-006,-0.000232732,-0.000247836,-0.000152114,-0.000168062,-4.44091e-005,-6.53396e-005,-5.54319e-005,
325,-8.0969e-005,-9.39552e-005,-7.31104e-005,-0.000293105,-0.000306379,-0.000321111,-2.51853e-005,-3.29967e-005,-1.81356e-005,-0.000186603,-0.00020341,-0.00021896,-0.000107996,-0.000122925,-0.000138106,-0.000338209,-0.000355382,-0.000272337,-0.00028064,-0.000263758,0,-9.06361e-006,-0.00023461,-0.000249734,-0.000153833,-0.000169828,-4.50931e-005,-6.63107e-005,-5.62707e-005,
350,-8.20145e-005,-9.51303e-005,-7.4071e-005,-0.000294867,-0.000308149,-0.000322888,-2.55394e-005,-3.34581e-005,-1.83918e-005,-0.000188239,-0.000205073,-0.000220646,-0.000109295,-0.000124332,-0.000139601,-0.00033999,-0.000357164,-0.000274084,-0.000282394,-0.000265497,0,-9.19207e-006,-0.000236317,-0.000251458,-0.000155395,-0.000171433,-4.57153e-005,-6.7194e-005,-5.70338e-005,
375,-8.29652e-005,-9.61989e-005,-7.49446e-005,-0.000296469,-0.000309758,-0.000324503,-2.58616e-005,-3.38777e-005,-1.86248e-005,-0.000189726,-0.000206585,-0.000222179,-0.000110476,-0.000125611,-0.000140961,-0.000341609,-0.000358785,-0.000275672,-0.000283988,-0.000267078,0,-9.30892e-006,-0.000237869,-0.000253026,-0.000156816,-0.000172892,-4.62811e-005,-6.79973e-005,-5.77277e-005,
400,-8.38296e-005,-9.71705e-005,-7.57389e-005,-0.000297925,-0.00031122,-0.000325971,-2.61545e-005,-3.42593e-005,-1.88366e-005,-0.000191078,-0.00020796,-0.000223573,-0.000111549,-0.000126775,-0.000142197,-0.00034308,-0.000360257,-0.000277115,-0.000285437,-0.000268515,0,-9.41516e-006,-0.00023928,-0.000254452,-0.000158107,-0.000174219,-4.67956e-005,-6.87277e-005,-5.83587e-005,
425,-8.46155e-005,-9.80538e-005,-7.64612e-005,-0.000299249,-0.00031255,-0.000327305,-2.64208e-005,-3.46062e-005,-1.90293e-005,-0.000192307,-0.00020921,-0.00022484,-0.000112526,-0.000127832,-0.000143321,-0.000344418,-0.000361596,-0.000278427,-0.000286754,-0.000269822,0,-9.51177e-006,-0.000240562,-0.000255747,-0.000159281,-0.000175425,-4.72635e-005,-6.93918e-005,-5.89325e-005,
450,-8.53301e-005,-9.8857e-005,-7.71178e-005,-0.000300453,-0.000313759,-0.000328519,-2.6663e-005,-3.49216e-005,-1.92044e-005,-0.000193424,-0.000210346,-0.000225992,-0.000113413,-0.000128794,-0.000144343,-0.000345635,-0.000362814,-0.00027962,-0.000287952,-0.000271009,0,-9.59961e-006,-0.000241728,-0.000256926,-0.000160349,-0.000176522,-4.76889e-005,-6.99956e-005,-5.94541e-005,
475,-8.59799e-005,-9.95872e-005,-7.77149e-005,-0.000301547,-0.000314858,-0.000329622,-2.68832e-005,-3.52084e-005,-1.93637e-005,-0.00019444,-0.000211379,-0.000227039,-0.00011422,-0.000129668,-0.000145272,-0.00034674,-0.000363921,-0.000280705,-0.000289041,-0.000272089,0,-9.67948e-006,-0.000242788,-0.000257997,-0.00016132,-0.000177519,-4.80756e-005,-7.05445e-005,-5.99284e-005,
500,-8.65706e-005,-0.000100251,-7.82577e-005,-0.000302542,-0.000315857,-0.000330625,-2.70833e-005,-3.54692e-005,-1.95085e-005,-0.000195364,-0.000212318,-0.000227992,-0.000114954,-0.000130463,-0.000146116,-0.000347746,-0.000364927,-0.000281691,-0.000290031,-0.000273071,0,-9.75209e-006,-0.000243752,-0.00025897,-0.000162202,-0.000178425,-4.84272e-005,-7.10437e-005,-6.03596e-005,
525,-8.71076e-005,-0.000100855,-7.87512e-005,-0.000303447,-0.000316766,-0.000331537,-2.72653e-005,-3.57063e-005,-1.96401e-005,-0.000196203,-0.000213172,-0.000228857,-0.000115621,-0.000131186,-0.000146884,-0.00034866,-0.000365842,-0.000282587,-0.000290931,-0.000273963,0,-9.81811e-006,-0.000244629,-0.000259856,-0.000163004,-0.000179249,-4.87469e-005,-7.14975e-005,-6.07517e-005,
550,-8.75959e-005,-0.000101404,-7.91999e-005,-0.000304269,-0.000317592,-0.000332366,-2.74308e-005,-3.59218e-005,-1.97598e-005,-0.000196967,-0.000213948,-0.000229645,-0.000116228,-0.000131843,-0.000147582,-0.000349491,-0.000366673,-0.000283403,-0.000291749,-0.000274775,0,-9.87813e-006,-0.000245425,-0.000260661,-0.000163734,-0.000179999,-4.90376e-005,-7.19101e-005,-6.11082e-005,
575,-8.80399e-005,-0.000101903,-7.96079e-005,-0.000305017,-0.000318343,-0.000333119,-2.75813e-005,-3.61178e-005,-1.98687e-005,-0.000197661,-0.000214654,-0.00023036,-0.000116779,-0.00013244,-0.000148217,-0.000350246,-0.00036743,-0.000284144,-0.000292493,-0.000275513,0,-9.9327e-006,-0.00024615,-0.000261393,-0.000164397,-0.00018068,-4.93019e-005,-7.22852e-005,-6.14322e-005,
600,-8.84435e-005,-0.000102356,-7.99788e-005,-0.000305697,-0.000319026,-0.000333805,-2.77181e-005,-3.62959e-005,-1.99676e-005,-0.000198292,-0.000215296,-0.000231011,-0.000117281,-0.000132983,-0.000148794,-0.000350933,-0.000368117,-0.000284817,-0.000293169,-0.000276184,0,-9.98232e-006,-0.000246808,-0.000262058,-0.000165,-0.000181299,-4.95421e-005,-7.26262e-005,-6.17269e-005,
625,-8.88104e-005,-0.000102769,-8.0316e-005,-0.000306315,-0.000319646,-0.000334428,-2.78424e-005,-3.64579e-005,-2.00575e-005,-0.000198866,-0.000215879,-0.000231602,-0.000117736,-0.000133477,-0.000149319,-0.000351558,-0.000368742,-0.00028543,-0.000293784,-0.000276793,0,-1.00274e-005,-0.000247407,-0.000262663,-0.000165548,-0.000181863,-4.97606e-005,-7.29363e-005,-6.19948e-005,
650,-8.91441e-005,-0.000103144,-8.06226e-005,-0.000306877,-0.000320211,-0.000334994,-2.79555e-005,-3.66052e-005,-2.01393e-005,-0.000199388,-0.00021641,-0.00023214,-0.000118151,-0.000133926,-0.000149796,-0.000352126,-0.000369311,-0.000285987,-0.000294343,-0.000277348,0,-1.00684e-005,-0.000247951,-0.000263213,-0.000166046,-0.000182375,-4.99592e-005,-7.32182e-005,-6.22383e-005,
675,-8.94474e-005,-0.000103485,-8.09013e-005,-0.000307388,-0.000320724,-0.000335509,-2.80583e-005,-3.67391e-005,-2.02137e-005,-0.000199862,-0.000216892,-0.000232629,-0.000118528,-0.000134334,-0.00015023,-0.000352642,-0.000369827,-0.000286493,-0.000294852,-0.000277852,0,-1.01057e-005,-0.000248446,-0.000263713,-0.0001665,-0.00018284,-5.01398e-005,-7.34745e-005,-6.24598e-005,
700,-8.97232e-005,-0.000103794,-8.11547e-005,-0.000307853,-0.000321191,-0.000335977,-2.81517e-005,-3.68609e-005,-2.02813e-005,-0.000200293,-0.00021733,-0.000233074,-0.00011887,-0.000134705,-0.000150624,-0.000353111,-0.000370297,-0.000286954,-0.000295314,-0.00027831,0,-1.01396e-005,-0.000248896,-0.000264168,-0.000166912,-0.000183263,-5.03039e-005,-7.37076e-005,-6.26611e-005,
725,-8.9974e-005,-0.000104076,-8.13851e-005,-0.000308275,-0.000321615,-0.000336403,-2.82367e-005,-3.69715e-005,-2.03427e-005,-0.000200685,-0.000217729,-0.000233478,-0.000119182,-0.000135042,-0.000150983,-0.000353538,-0.000370724,-0.000287372,-0.000295734,-0.000278727,0,-1.01705e-005,-0.000249305,-0.000264581,-0.000167286,-0.000183648,-5.04532e-005,-7.39194e-005,-6.28442e-005,
750,-9.02019e-005,-0.000104333,-8.15946e-005,-0.000308659,-0.000322,-0.00033679,-2.8314e-005,-3.70722e-005,-2.03986e-005,-0.000201042,-0.000218092,-0.000233845,-0.000119465,-0.000135349,-0.000151309,-0.000353926,-0.000371113,-0.000287753,-0.000296116,-0.000279106,0,-1.01985e-005,-0.000249677,-0.000264957,-0.000167627,-0.000183998,-5.05889e-005,-7.41121e-005,-6.30106e-005,
775,-9.04092e-005,-0.000104565,-8.17851e-005,-0.000309008,-0.000322351,-0.000337142,-2.83842e-005,-3.71637e-005,-2.04494e-005,-0.000201366,-0.000218421,-0.00023418,-0.000119722,-0.000135628,-0.000151605,-0.000354279,-0.000371466,-0.000288099,-0.000296463,-0.00027945,0,-1.0224e-005,-0.000250015,-0.000265298,-0.000167936,-0.000184316,-5.07123e-005,-7.42872e-005,-6.31619e-005,
800,-9.05976e-005,-0.000104777,-8.19583e-005,-0.000309325,-0.00032267,-0.000337462,-2.84481e-005,-3.72469e-005,-2.04956e-005,-0.00020166,-0.000218721,-0.000234483,-0.000119956,-0.000135882,-0.000151874,-0.000354599,-0.000371787,-0.000288413,-0.000296779,-0.000279764,0,-1.02471e-005,-0.000250323,-0.000265609,-0.000168218,-0.000184605,-5.08244e-005,-7.44464e-005,-6.32994e-005,
825,-9.0769e-005,-0.00010497,-8.21157e-005,-0.000309614,-0.00032296,-0.000337753,-2.85061e-005,-3.73225e-005,-2.05376e-005,-0.000201928,-0.000218993,-0.000234759,-0.000120169,-0.000136112,-0.000152119,-0.000354891,-0.000372078,-0.000288699,-0.000297066,-0.000280048,0,-1.02682e-005,-0.000250603,-0.000265892,-0.000168474,-0.000184868,-5.09264e-005,-7.45912e-005,-6.34245e-005,
850,-9.09247e-005,-0.000105145,-8.22588e-005,-0.000309876,-0.000323223,-0.000338017,-2.85589e-005,-3.73912e-005,-2.05758e-005,-0.000202172,-0.000219241,-0.000235011,-0.000120363,-0.000136322,-0.000152342,-0.000355156,-0.000372344,-0.000288959,-0.000297327,-0.000280307,0,-1.02873e-005,-0.000250857,-0.000266148,-0.000168706,-0.000185107,-5.10192e-005,-7.47228e-005,-6.35382e-005,
875,-9.10663e-005,-0.000105304,-8.2389e-005,-0.000310115,-0.000323463,-0.000338258,-2.86069e-005,-3.74538e-005,-2.06105e-005,-0.000202393,-0.000219466,-0.000235239,-0.000120539,-0.000136512,-0.000152544,-0.000355397,-0.000372585,-0.000289196,-0.000297565,-0.000280543,0,-1.03047e-005,-0.000251088,-0.000266382,-0.000168918,-0.000185324,-5.11035e-005,-7.48425e-005,-6.36416e-005,
900,-9.11951e-005,-0.000105449,-8.25073e-005,-0.000310332,-0.00032368,-0.000338476,-2.86505e-005,-3.75106e-005,-2.06421e-005,-0.000202595,-0.000219671,-0.000235446,-0.000120699,-0.000136686,-0.000152729,-0.000355616,-0.000372804,-0.000289411,-0.000297781,-0.000280757,0,-1.03206e-005,-0.000251298,-0.000266594,-0.00016911,-0.000185522,-5.11801e-005,-7.49513e-005,-6.37356e-005,
925,-9.13122e-005,-0.00010558,-8.26149e-005,-0.000310529,-0.000323879,-0.000338675,-2.86902e-005,-3.75623e-005,-2.06708e-005,-0.000202778,-0.000219857,-0.000235635,-0.000120844,-0.000136843,-0.000152896,-0.000355815,-0.000373004,-0.000289606,-0.000297977,-0.000280951,0,-1.0335e-005,-0.000251489,-0.000266787,-0.000169285,-0.000185702,-5.12498e-005,-7.50502e-005,-6.38211e-005,
950,-9.14186e-005,-0.0001057,-8.27127e-005,-0.000310708,-0.000324059,-0.000338856,-2.87263e-005,-3.76093e-005,-2.06969e-005,-0.000202944,-0.000220026,-0.000235807,-0.000120976,-0.000136986,-0.000153048,-0.000355997,-0.000373185,-0.000289784,-0.000298155,-0.000281128,0,-1.0348e-005,-0.000251662,-0.000266962,-0.000169444,-0.000185865,-5.13132e-005,-7.51401e-005,-6.38988e-005,
975,-9.15154e-005,-0.000105809,-8.28016e-005,-0.000310871,-0.000324222,-0.00033902,-2.87591e-005,-3.7652e-005,-2.07206e-005,-0.000203095,-0.00022018,-0.000235963,-0.000121096,-0.000137117,-0.000153187,-0.000356161,-0.00037335,-0.000289945,-0.000298317,-0.000281289,0,-1.03599e-005,-0.00025182,-0.000267122,-0.000169589,-0.000186013,-5.13708e-005,-7.52219e-005,-6.39694e-005,
1000,-9.16033e-005,-0.000105908,-8.28824e-005,-0.000311019,-0.000324371,-0.000339169,-2.87889e-005,-3.76908e-005,-2.07421e-005,-0.000203233,-0.00022032,-0.000236105,-0.000121206,-0.000137235,-0.000153312,-0.000356311,-0.0003735,-0.000290092,-0.000298465,-0.000281435,0,-1.03707e-005,-0.000251964,-0.000267267,-0.00016972,-0.000186148,-5.14231e-005,-7.52962e-005,-6.40336e-005,
1025,-9.16833e-005,-0.000105998,-8.29559e-005,-0.000311154,-0.000324506,-0.000339305,-2.8816e-005,-3.77261e-005,-2.07617e-005,-0.000203358,-0.000220447,-0.000236233,-0.000121305,-0.000137343,-0.000153427,-0.000356447,-0.000373636,-0.000290226,-0.000298599,-0.000281568,0,-1.03806e-005,-0.000252094,-0.000267399,-0.00016984,-0.000186271,-5.14707e-005,-7.53638e-005,-6.4092e-005,
1050,-9.17561e-005,-0.000106079,-8.30228e-005,-0.000311277,-0.000324629,-0.000339429,-2.88406e-005,-3.77582e-005,-2.07796e-005,-0.000203472,-0.000220562,-0.000236351,-0.000121395,-0.00013744,-0.000153531,-0.000356571,-0.00037376,-0.000290347,-0.000298721,-0.000281689,0,-1.03895e-005,-0.000252213,-0.000267519,-0.000169948,-0.000186383,-5.1514e-005,-7.54253e-005,-6.41451e-005,
1075,-9.18222e-005,-0.000106154,-8.30835e-005,-0.000311388,-0.000324741,-0.000339541,-2.88631e-005,-3.77874e-005,-2.07958e-005,-0.000203575,-0.000220668,-0.000236457,-0.000121477,-0.000137529,-0.000153625,-0.000356683,-0.000373873,-0.000290458,-0.000298831,-0.000281799,0,-1.03976e-005,-0.000252321,-0.000267628,-0.000170047,-0.000186484,-5.15534e-005,-7.54811e-005,-6.41934e-005,
1100,-9.18823e-005,-0.000106221,-8.31388e-005,-0.000311489,-0.000324843,-0.000339643,-2.88834e-005,-3.7814e-005,-2.08105e-005,-0.000203669,-0.000220763,-0.000236554,-0.000121552,-0.00013761,-0.000153711,-0.000356786,-0.000373975,-0.000290558,-0.000298932,-0.000281899,0,-1.0405e-005,-0.000252419,-0.000267727,-0.000170137,-0.000186577,-5.15892e-005,-7.55319e-005,-6.42373e-005,
1125,-9.19369e-005,-0.000106283,-8.3189e-005,-0.000311581,-0.000324935,-0.000339736,-2.89019e-005,-3.78381e-005,-2.08239e-005,-0.000203754,-0.00022085,-0.000236642,-0.00012162,-0.000137684,-0.000153789,-0.000356879,-0.000374068,-0.000290649,-0.000299024,-0.000281989,0,-1.04118e-005,-0.000252508,-0.000267817,-0.000170218,-0.00018666,-5.16217e-005,-7.55781e-005,-6.42772e-005,
1150,-9.19866e-005,-0.000106338,-8.32347e-005,-0.000311665,-0.000325019,-0.00033982,-2.89188e-005,-3.786e-005,-2.08361e-005,-0.000203832,-0.000220929,-0.000236722,-0.000121682,-0.000137751,-0.00015386,-0.000356963,-0.000374153,-0.000290732,-0.000299107,-0.000282072,0,-1.04179e-005,-0.000252589,-0.000267899,-0.000170293,-0.000186737,-5.16513e-005,-7.56201e-005,-6.43134e-005,
1175,-9.20318e-005,-0.000106389,-8.32762e-005,-0.000311741,-0.000325096,-0.000339897,-2.89341e-005,-3.788e-005,-2.08472e-005,-0.000203903,-0.000221001,-0.000236795,-0.000121738,-0.000137811,-0.000153925,-0.00035704,-0.00037423,-0.000290808,-0.000299183,-0.000282147,0,-1.04234e-005,-0.000252663,-0.000267973,-0.00017036,-0.000186806,-5.16782e-005,-7.56583e-005,-6.43464e-005,
1200,-9.20729e-005,-0.000106435,-8.33139e-005,-0.00031181,-0.000325165,-0.000339966,-2.8948e-005,-3.78981e-005,-2.08572e-005,-0.000203967,-0.000221066,-0.000236861,-0.000121789,-0.000137867,-0.000153984,-0.00035711,-0.0003743,-0.000290876,-0.000299252,-0.000282215,0,-1.04285e-005,-0.00025273,-0.000268041,-0.000170422,-0.000186869,-5.17026e-005,-7.5693e-005,-6.43764e-005,
1225,-9.21102e-005,-0.000106477,-8.33482e-005,-0.000311873,-0.000325229,-0.00034003,-2.89607e-005,-3.79146e-005,-2.08664e-005,-0.000204025,-0.000221126,-0.000236922,-0.000121835,-0.000137917,-0.000154037,-0.000357174,-0.000374363,-0.000290938,-0.000299314,-0.000282277,0,-1.04331e-005,-0.000252791,-0.000268103,-0.000170477,-0.000186926,-5.17249e-005,-7.57245e-005,-6.44037e-005,
1250,-9.21442e-005,-0.000106515,-8.33794e-005,-0.00031193,-0.000325286,-0.000340088,-2.89722e-005,-3.79296e-005,-2.08747e-005,-0.000204079,-0.00022118,-0.000236976,-0.000121877,-0.000137963,-0.000154086,-0.000357232,-0.000374421,-0.000290995,-0.000299371,-0.000282334,0,-1.04372e-005,-0.000252846,-0.000268159,-0.000170528,-0.000186978,-5.17451e-005,-7.57532e-005,-6.44284e-005,
1275,-9.21751e-005,-0.00010655,-8.34078e-005,-0.000311982,-0.000325338,-0.00034014,-2.89826e-005,-3.79432e-005,-2.08823e-005,-0.000204127,-0.000221229,-0.000237026,-0.000121916,-0.000138004,-0.00015413,-0.000357284,-0.000374474,-0.000291047,-0.000299423,-0.000282385,0,-1.0441e-005,-0.000252897,-0.00026821,-0.000170574,-0.000187026,-5.17634e-005,-7.57793e-005,-6.4451e-005,
1300,-9.22031e-005,-0.000106582,-8.34336e-005,-0.00031203,-0.000325386,-0.000340188,-2.89922e-005,-3.79556e-005,-2.08892e-005,-0.000204171,-0.000221273,-0.000237071,-0.000121951,-0.000138042,-0.00015417,-0.000357332,-0.000374521,-0.000291093,-0.00029947,-0.000282432,0,-1.04445e-005,-0.000252943,-0.000268256,-0.000170616,-0.000187069,-5.17802e-005,-7.5803e-005,-6.44715e-005,
1325,-9.22286e-005,-0.00010661,-8.3457e-005,-0.000312072,-0.000325429,-0.000340231,-2.90008e-005,-3.79668e-005,-2.08954e-005,-0.000204211,-0.000221314,-0.000237112,-0.000121982,-0.000138076,-0.000154206,-0.000357375,-0.000374565,-0.000291136,-0.000299513,-0.000282474,0,-1.04476e-005,-0.000252984,-0.000268298,-0.000170654,-0.000187108,-5.17953e-005,-7.58246e-005,-6.44901e-005,
1350,-9.22518e-005,-0.000106636,-8.34783e-005,-0.000312112,-0.000325468,-0.00034027,-2.90087e-005,-3.79771e-005,-2.09011e-005,-0.000204247,-0.000221351,-0.00023715,-0.000122011,-0.000138108,-0.00015424,-0.000357415,-0.000374604,-0.000291175,-0.000299551,-0.000282513,0,-1.04505e-005,-0.000253022,-0.000268336,-0.000170689,-0.000187144,-5.18092e-005,-7.58442e-005,-6.4507e-005,
1375,-9.22729e-005,-0.00010666,-8.34977e-005,-0.000312147,-0.000325504,-0.000340306,-2.90158e-005,-3.79864e-005,-2.09063e-005,-0.00020428,-0.000221384,-0.000237184,-0.000122037,-0.000138136,-0.00015427,-0.000357451,-0.00037464,-0.00029121,-0.000299587,-0.000282548,0,-1.04531e-005,-0.000253056,-0.000268371,-0.00017072,-0.000187176,-5.18217e-005,-7.5862e-005,-6.45224e-005,
1400,-9.22921e-005,-0.000106682,-8.35154e-005,-0.000312179,-0.000325536,-0.000340339,-2.90223e-005,-3.79949e-005,-2.0911e-005,-0.00020431,-0.000221415,-0.000237215,-0.000122061,-0.000138162,-0.000154297,-0.000357483,-0.000374673,-0.000291242,-0.000299619,-0.00028258,0,-1.04554e-005,-0.000253088,-0.000268402,-0.000170749,-0.000187205,-5.18331e-005,-7.58782e-005,-6.45364e-005,
1425,-9.23095e-005,-0.000106701,-8.35314e-005,-0.000312209,-0.000325566,-0.000340368,-2.90282e-005,-3.80026e-005,-2.09152e-005,-0.000204337,-0.000221442,-0.000237243,-0.000122083,-0.000138185,-0.000154322,-0.000357513,-0.000374703,-0.000291271,-0.000299648,-0.000282609,0,-1.04576e-005,-0.000253116,-0.000268431,-0.000170775,-0.000187232,-5.18435e-005,-7.58929e-005,-6.45492e-005,
1450,-9.23254e-005,-0.000106719,-8.35459e-005,-0.000312235,-0.000325593,-0.000340395,-2.90336e-005,-3.80095e-005,-2.09191e-005,-0.000204362,-0.000221468,-0.000237268,-0.000122102,-0.000138206,-0.000154345,-0.00035754,-0.00037473,-0.000291298,-0.000299675,-0.000282635,0,-1.04595e-005,-0.000253142,-0.000268457,-0.000170799,-0.000187256,-5.18529e-005,-7.59063e-005,-6.45607e-005,
1475,-9.23398e-005,-0.000106735,-8.35592e-005,-0.00031226,-0.000325617,-0.00034042,-2.90385e-005,-3.80159e-005,-2.09227e-005,-0.000204384,-0.000221491,-0.000237292,-0.00012212,-0.000138226,-0.000154365,-0.000357564,-0.000374754,-0.000291322,-0.000299699,-0.000282659,0,-1.04613e-005,-0.000253166,-0.000268481,-0.00017082,-0.000187279,-5.18615e-005,-7.59185e-005,-6.45712e-005,
